	Domain	Phylum	Class	Order	Family	Genus	Species
OTU3163	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU1913	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4594	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3258	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4692	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU4523	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU3630	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU400	d:Eukaryota_kgd_Incertae_sedis	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pezizaceae	g:Oedocephalum	s:Oedocephalum_adhaerens_SH012800.07FU
OTU846	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pezizaceae	g:Oedocephalum	s:Oedocephalum_adhaerens_SH012800.07FU
OTU2671	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Tulasnellaceae	g:Tulasnella	s:Phellinus_rimosus_SH482011.07FU
OTU2787	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Amanita	s:Laetisaria_fuciformis_SH002042.07FU
OTU2561	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Russula	s:Armillaria_luteobubalina_SH221703.07FU
OTU3705	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Saccharomycetaceae	g:Delfinachytrium	s:Delfinachytrium_mesopotamicum_SH174910.07FU
OTU1781	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Ophiocordyceps_myrmecophila_SH211195.07FU
OTU2120	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Russula	s:Rhizopus_arrhizus_SH012762.07FU
OTU3576	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Globomycetaceae	g:Urceomyces	s:Urceomyces_sphaerocarpus_SH032767.07FU
OTU867	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Rossbeevera_eucyanea_SH209985.07FU
OTU2853	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Russula	s:Ophiocordyceps_myrmecophila_SH211195.07FU
OTU2858	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Conocybe	s:Flavopunctelia_soredica_SH205883.07FU
OTU1485	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Cystofilobasidiales	f:Mrakiaceae	g:Udeniomyces	s:Udeniomyces_puniceus_SH192067.07FU
OTU1923	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Russula	s:Russula_lutensis_SH491490.07FU
OTU2983	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Glomeraceae	g:Inocybe	s:Inocybe_rhodella_SH006787.07FU
OTU4272	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Ganoderma_tropicum_SH187229.07FU
OTU274	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pezizaceae	g:Hygrophorus	s:Claroideoglomus_etunicatum_SH209000.07FU
OTU1034	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Glomerales	f:Glomeraceae	g:Rhizophagus	s:Rhizophagus_irregularis_SH196858.07FU
OTU2006	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Kazachstania_kunashirensis_SH201383.07FU
OTU2125	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Amanitaceae	g:Amanita	s:Limacella_delicata_SH210694.07FU
OTU3659	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Glomeraceae	g:Entoloma	s:Geastrum_lageniforme_SH205321.07FU
OTU3748	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Saccharomycetales	f:Saccharomycetales_fam_Incertae_sedis	g:Starmerella	s:Phellinus_tuberculosus_SH629513.07FU
OTU3782	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Russula	s:Ophiocordyceps_myrmecophila_SH211195.07FU
OTU4158	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Corticiaceae	g:Candelabrochaete	s:Loweomyces_sibiricus_SH630867.07FU
OTU4450	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Thelephoraceae	g:Amanita	s:Torulaspora_delbrueckii_SH183530.07FU
OTU407	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Saccharomycetales_fam_Incertae_sedis	g:Middelhovenomyces	s:Middelhovenomyces_tepae_SH026196.07FU
OTU1426	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Dictyonema	s:Trichaleurina_javanica_SH483926.07FU
OTU2472	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Coltriciella	s:Paraxerula_americana_SH006304.07FU
OTU3484	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Boletus	s:Boletus_aereus_SH221807.07FU
OTU3586	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Capnodiales	f:Mycosphaerellaceae	g:Puccinia	s:Puccinia_rufipes_SH478896.07FU
OTU3915	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Agaricales	f:Xylariaceae	g:Entoloma	s:Entoloma_sinuatum_SH181013.07FU
OTU780	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pezizaceae	g:Peziza	s:Peziza_polaripapulata_SH194175.07FU
OTU1684	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Agaricales	f:Spizellomycetaceae	g:Spizellomyces	s:Spizellomyces_acuminatus_SH183654.07FU
OTU2666	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Saccharomycetales	f:Glomeraceae	g:Russula	s:Entoloma_sinuatum_SH181013.07FU
OTU3469	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Erysiphales	f:Erysiphaceae	g:Erysiphe	s:Erysiphe_carpini-cordatae_SH187470.07FU
OTU4550	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Tuberaceae	g:Tuber	s:Lipomyces_japonicus_SH472883.07FU
OTU4897	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Hypocreaceae	g:Trichoderma	s:Trichoderma_atroviride_SH007483.07FU
OTU361	d:Eukaryota_kgd_Incertae_sedis	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN
OTU859	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Gymnopus	s:Clavariadelphus_occidentalis_SH204981.07FU
OTU1059	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Ceratobasidiaceae	g:Thanatephorus	s:Thanatephorus_cucumeris_SH215847.07FU
OTU1685	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Thelephoraceae	g:Amanita	s:Rhizochaete_fouquieriae_SH007649.07FU
OTU1879	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Russula	s:Thanatephorus_cucumeris_SH215847.07FU
OTU2138	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Cystofilobasidiales	f:Mrakiaceae	g:Mrakia	s:Mrakia_frigida_SH202458.07FU
OTU2312	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Gymnopus_dysodes_SH183811.07FU
OTU2438	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Rossbeevera_eucyanea_SH209985.07FU
OTU2914	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Lactarius	s:Physalacria_sinensis_SH531051.07FU
OTU1516	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Thelephoraceae	g:Coltricia	s:Fuscoporia_torulosa_SH631513.07FU
OTU1790	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Spizellomyces	s:Boletellus_dicymbophilus_SH478658.07FU
OTU2206	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Entoloma_indutoides_SH460318.07FU
OTU2256	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Mortierellaceae	g:Mortierella	s:Entoloma_indutoides_SH460318.07FU
OTU2358	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Tricholomataceae	g:Gymnopus	s:Coleosporium_euodiae_SH497237.07FU
OTU2435	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Peltigeraceae	g:Peltigera	s:Claroideoglomus_etunicatum_SH209000.07FU
OTU2469	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Xylariales	f:Sporocadaceae	g:Pestalotiopsis	s:Uromyces_salsolae_SH457868.07FU
OTU2735	d:Fungi	p:Basidiomycota	c:Rhizophydiomycetes	o:Rhizophydiales	f:Globomycetaceae	g:Globomyces	s:Cunninghamella_homothallica_SH201933.07FU
OTU2761	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Russula	s:Sporobolomyces_salicinus_SH205940.07FU
OTU2957	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Inocybe	s:Rossbeevera_eucyanea_SH209985.07FU
OTU3014	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Rossbeevera	s:Rossbeevera_eucyanea_SH209985.07FU
OTU3047	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Cortinarius_erythrocephalus_SH222509.07FU
OTU3115	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Agaricales	f:Omphalotaceae	g:Gymnopus	s:Beauveria_bassiana_SH640198.07FU
OTU3703	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Diversisporales	f:Acaulosporaceae	g:Schizangiella	s:Pseudorhizidium_endosporangiatum_SH487324.07FU
OTU3884	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Melanconidaceae	g:Melanconiella	s:Melanconiella_hyperopta_SH213848.07FU
OTU4069	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Russulaceae	g:Russula	s:Cunninghamella_homothallica_SH201933.07FU
OTU4872	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Auriscalpiaceae	g:Lentinellus	s:Lentinellus_flabelliformis_SH180216.07FU
OTU4963	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Peltigeraceae	g:Peltigera	s:Claroideoglomus_etunicatum_SH209000.07FU
OTU4983	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Tricholomataceae	g:Russula	s:Petrophila_incerta_SH200261.07FU
OTU1133	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Armillaria_luteobubalina_SH221703.07FU
OTU1316	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Russula	s:Thanatephorus_cucumeris_SH000104.07FU
OTU1475	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Leccinum	s:Uromyces_transversalis_SH216474.07FU
OTU1498	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Gloeocystidiellum	s:Gloeocystidiellum_convolvens_SH204532.07FU
OTU2578	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Bolbitiaceae	g:Conocybe	s:Ogataea_nitratoaversa_SH006445.07FU
OTU2783	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pezizaceae	g:Sebacina	s:Aspergillus_fumigatus_SH010579.07FU
OTU3024	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Xylaria	s:Xylaria_grammica_SH199082.07FU
OTU3175	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Pucciniales	f:Pezizaceae	g:Pandora	s:Pandora_formicae_SH640493.07FU
OTU3680	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Strophariaceae	g:Termitomyces	s:Galerina_hygrophila_SH176908.07FU
OTU3726	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Entoloma_griseorugulosum_SH215185.07FU
OTU4111	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Gomphidius	s:Gomphidius_nigricans_SH183217.07FU
OTU4184	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Mucorales	f:Mucoraceae	g:Spinellus	s:Spinellus_fusiger_SH223384.07FU
OTU4314	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Pezizales	f:Russulaceae	g:Pachyphloeus	s:Helvella_leucopus_SH496429.07FU
OTU4728	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Auritella	s:Auritella_arenicolens_SH208412.07FU
OTU4927	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pyronemataceae	g:Genea	s:Genea_pseudobalsleyi_SH489511.07FU
OTU601	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Scolecobasidium_constrictum_SH218244.07FU
OTU695	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Ceratobasidiaceae	g:Thanatephorus	s:Thanatephorus_cucumeris_SH490240.07FU
OTU840	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pezizaceae	g:Toninia	s:Toninia_physaroides_SH526329.07FU
OTU1163	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Hygrophoraceae	g:Hygrophorus	s:Genea_dentata_SH527909.07FU
OTU1236	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Diversisporaceae	g:Diversispora	s:Diversispora_celata_SH196919.07FU
OTU1348	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Cortinariaceae	g:Cortinarius	s:Cortinarius_tofaceus_SH014084.07FU
OTU1468	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Inocybe	s:Rossbeevera_eucyanea_SH209985.07FU
OTU1491	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Mortierella_amoeboidea_SH198290.07FU
OTU1591	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Tricholomopsis_flammula_SH214865.07FU
OTU1880	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Cortinarius	s:Alternaria_alternata_SH019713.07FU
OTU2077	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pezizaceae	g:Entoloma	s:Cunninghamella_homothallica_SH201933.07FU
OTU2158	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Russula	s:Ustilentyloma_graminis_SH196362.07FU
OTU2278	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Glomerellales	f:Plectosphaerellaceae	g:Plectosphaerella	s:Elderia_arenivaga_SH218169.07FU
OTU2329	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Russula	s:Hesperomyces_coleomegillae_SH183971.07FU
OTU2416	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Glomeraceae	g:Pluteus	s:Pluteus_satur_SH003205.07FU
OTU2440	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Pseudocyphellaria_coriacea_SH217915.07FU
OTU2510	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae	g:Puccinia	s:Caecomyces_communis_SH005892.07FU
OTU2733	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Ceratobasidiaceae	g:Thanatephorus	s:Urceomyces_sphaerocarpus_SH032767.07FU
OTU2824	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Saccharomycetales_fam_Incertae_sedis	g:Starmerella	s:Puccinia_brachypodii_SH491894.07FU
OTU2993	d:Fungi	p:Chytridiomycota	c:Agaricomycetes	o:Agaricales	f:Tricholomataceae	g:Entoloma	s:Ceriporiopsis_fimbriata_SH527344.07FU
OTU3042	d:Fungi	p:Basidiomycota	c:Pucciniomycetes	o:Pucciniales	f:Pucciniaceae	g:Puccinia	s:Puccinia_bartholomaei_SH194106.07FU
OTU3154	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Glomeraceae	g:Hygrocybe	s:Rhizochaete_brunnea_SH457504.07FU
OTU3199	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Exobasidiaceae	g:Exobasidium	s:Exobasidium_nobeyamense_SH211812.07FU
OTU3304	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae	g:Sebacina	s:Thanatephorus_cucumeris_SH496127.07FU
OTU3309	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Cunninghamellaceae	g:Absidia	s:Absidia_repens_SH031672.07FU
OTU3324	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Sclerodermataceae	g:Scleroderma	s:Scytinopogon_havencampii_SH493631.07FU
OTU3485	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Cortinarius	s:Amanita_preissii_SH027058.07FU
OTU3520	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Russulaceae	g:Russula	s:Paraglomus_occultum_SH215637.07FU
OTU3598	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Xerocomus	s:Kazachstania_humilis_SH199181.07FU
OTU3731	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Russulaceae	g:Russula	s:Melanotaenium_cingens_SH011297.07FU
OTU3752	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Claroideoglomeraceae	g:Claroideoglomus	s:Claroideoglomus_etunicatum_SH209000.07FU
OTU3873	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Amanitaceae	g:Amanita	s:Pleurotus_cystidiosus_SH631707.07FU
OTU3886	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Entoloma	s:Umbilicaria_semitensis_SH012002.07FU
OTU4052	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Thelephoraceae	g:Tomentella	s:Pleurotus_populinus_SH490098.07FU
OTU4098	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pilobolaceae	g:Pilobolus	s:Pilobolus_kleinii_SH180349.07FU
OTU4152	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Entoloma_glaucobasis_SH526267.07FU
OTU4177	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Entoloma_atrosericeum_SH488991.07FU
OTU4240	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Omphalotaceae	g:Gymnopus	s:Gymnopus_pinophilus_SH640937.07FU
OTU4292	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae	g:Tomentella	s:Exophiala_bonariae_SH197658.07FU
OTU4302	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Cortinariaceae	g:Cortinarius	s:Armillaria_mellea_SH006273.07FU
OTU4491	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Entoloma	s:Tirmania_nivea_SH010346.07FU
OTU4595	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Russula	s:Russula_lutensis_SH491490.07FU
OTU4605	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Debaryomycetaceae	g:Meyerozyma	s:Meyerozyma_guilliermondii_SH489947.07FU
OTU4929	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Gymnopus_pseudolodgeae_SH479974.07FU
OTU4979	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Inocybe	s:Sistotrema_brinkmannii_SH185807.07FU
OTU259	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Phylloporus	s:Hemileccinum_impolitum_SH183418.07FU
OTU410	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Russula	s:Wahlenbergiella_mucosa_SH207365.07FU
OTU683	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Diversisporaceae	g:Diversispora	s:Blastobotrys_parvus_SH641095.07FU
OTU690	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Thelephoraceae	g:Ramaria	s:Odontia_duemmeri_SH018625.07FU
OTU821	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Mucoraceae	g:Absidia	s:Absidia_repens_SH031672.07FU
OTU872	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Thelephoraceae	g:Tomentella	s:Entoloma_flavidum_SH174914.07FU
OTU925	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pezizaceae	g:Pachyphloeus	s:Tetrapisispora_arboricola_SH457623.07FU
OTU964	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Amanitaceae	g:Amanita	s:Ceriporiopsis_rosea_SH487555.07FU
OTU1096	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Agaricales	f:Saccharomycetaceae	g:Zygosaccharomyces	s:Zygosaccharomyces_rouxii_SH007446.07FU
OTU1173	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Ceratobasidiaceae	g:Thanatephorus	s:Thanatephorus_cucumeris_SH006081.07FU
OTU1283	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Agaricales	f:Pezizaceae	g:Peziza	s:Peziza_varia_SH190308.07FU
OTU1375	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Spizellomycetales	f:Spizellomycetaceae	g:Spizellomyces	s:Spizellomyces_acuminatus_SH183654.07FU
OTU1419	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Glomerales	f:Glomeraceae	g:Ogataea	s:Anthracocystis_polliniae_SH011084.07FU
OTU1431	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Amanitaceae	g:Amanita	s:Spizellomyces_acuminatus_SH183654.07FU
OTU1512	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Amanitaceae	g:Amanita	s:Mattirolomyces_mulpu_SH003080.07FU
OTU1526	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Thelephoraceae	g:Amanita	s:Odontia_duemmeri_SH018625.07FU
OTU1558	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Ramalinaceae	g:Toninia	s:Toninia_physaroides_SH526329.07FU
OTU1741	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Thelephoraceae	g:Entoloma	s:Corynelia_fructigena_SH522338.07FU
OTU1810	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Cortinariaceae	g:Cortinarius	s:Malassezia_yamatoensis_SH176343.07FU
OTU1853	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Termitomyces	s:Lactifluus_phlebophyllus_SH011305.07FU
OTU1979	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Russulaceae	g:Russula	s:Russula_caerulea_SH190330.07FU
OTU2068	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Cortinariaceae	g:Cortinarius	s:Meyerozyma_guilliermondii_SH192558.07FU
OTU2175	d:Fungi	p:Ascomycota	c:Orbiliomycetes	o:Orbiliales	f:Orbiliaceae	g:Orbilia	s:Orbilia_coccinella_SH476320.07FU
OTU2214	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Thelephoraceae	g:Tomentella	s:Blastocladiella_britannica_SH223188.07FU
OTU2246	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Russulaceae	g:Multifurca	s:Thanatephorus_cucumeris_SH000104.07FU
OTU2296	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Spizellomycetales	f:Spizellomycetaceae	g:Spizellomyces	s:Spizellomyces_acuminatus_SH183654.07FU
OTU2313	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Tulasnellaceae	g:Candida	s:Candida_yuanshanica_SH221345.07FU
OTU2466	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Tricholomataceae	g:Lepista	s:Lepista_densifolia_SH218362.07FU
OTU2516	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Ceratobasidiaceae	g:Entoloma	s:Thelephora_palmata_SH178636.07FU
OTU2615	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Glomerales	f:Glomeraceae	g:Geastrum	s:Anomalomyces_panici_SH032721.07FU
OTU2636	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Russulaceae	g:Russula	s:Russula_inamoena_SH220833.07FU
OTU2686	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Pezizales	f:Pyronemataceae	g:Genea	s:Genea_verrucosa_SH526361.07FU
OTU2768	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Thelephoraceae	g:Tomentella	s:Cystoderma_austrofallax_SH218526.07FU
OTU2901	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Acaulosporaceae	g:Acaulospora	s:Phyllosticta_citricarpa_SH033695.07FU
OTU2917	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Spizellomycetaceae	g:Spizellomyces	s:Spizellomyces_acuminatus_SH183654.07FU
