	Domain	Phylum	Class	Order	Family	Genus	Species
OTU2036	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pezizaceae	g:Peziza	s:Peziza_polaripapulata_SH194175.07FU
OTU2051	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Amanita	s:Pleurophoma_ossicola_SH207021.07FU
OTU2052	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pezizaceae	g:Peziza	s:Peziza_polaripapulata_SH194175.07FU
OTU2054	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Octaviania	s:Wickerhamomyces_chaumierensis_SH455775.07FU
OTU2072	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Thelephoraceae	g:Cortinarius	s:Volvopluteus_earlei_SH201600.07FU
OTU2081	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Amanitaceae	g:Amanita	s:Benjaminiella_multispora_SH208840.07FU
OTU2085	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Seimatosporium	s:Seimatosporium_mariae_SH017286.07FU
OTU2126	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Amanitaceae	g:Amanita	s:Inonotus_andersonii_SH495625.07FU
OTU2127	d:Fungi	p:Chytridiomycota	c:Rhizophydiomycetes	o:Rhizophydiales	f:Globomycetaceae	g:Globomyces	s:Globomyces_pollinis-pini_SH183917.07FU
OTU2133	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Botryobasidiaceae	g:Botryobasidium	s:Botryobasidium_candicans_SH190258.07FU
OTU2135	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pleosporales_fam_Incertae_sedis	g:Pseudochaetosphaeronema	s:Acaulospora_spinosa_SH199917.07FU
OTU2153	d:Fungi	p:Ascomycota	c:Pezizomycetes	o:Pezizales	f:Pezizaceae	g:Pachyphloeus	s:Endophyllum_osteospermi_SH191563.07FU
OTU2161	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Phaeosphaeriaceae	g:Sclerostagonospora	s:Sclerostagonospora_cycadis_SH207008.07FU
OTU2165	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Entomophthorales	f:Entomophthoraceae	g:Pandora	s:Pandora_kondoiensis_SH209650.07FU
OTU2167	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Agaricus	s:Chaetosphaeria_inaequalis_SH004892.07FU
OTU2171	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Chaetosphaeriales	f:Chaetosphaeriaceae	g:Chaetosphaeria	s:Chaetosphaeria_inaequalis_SH004892.07FU
OTU2180	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Irpicaceae	g:Ceriporia	s:Ceriporia_reticulata_SH025393.07FU
OTU2185	d:Fungi	p:Mucoromycota	c:Mucoromycetes	o:Mucorales	f:Cunninghamellaceae	g:Cunninghamella	s:Cunninghamella_clavata_SH487331.07FU
OTU2186	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Glomeraceae	g:Macrolepiota	s:Macrolepiota_procera_SH176793.07FU
OTU2195	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Spizellomycetales	f:Spizellomycetaceae	g:Spizellomyces	s:Spizellomyces_acuminatus_SH183654.07FU
OTU2196	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pucciniaceae	g:Puccinia	s:Puccinia_coronati-brevispora_SH186154.07FU
OTU2197	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Russulaceae	g:Russula	s:Russula_inamoena_SH220833.07FU
OTU2236	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Thelephoraceae	g:Mortierella	s:Mortierella_lignicola_SH185199.07FU
OTU2244	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pezizaceae	g:Lactifluus	s:Setophoma_cyperi_SH630108.07FU
OTU2253	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Steccherinum_litschaueri_SH008990.07FU
OTU2263	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Umbelopsidaceae	g:Umbelopsis	s:Umbelopsis_ovata_SH196101.07FU
OTU2265	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Amanitaceae	g:Amanita	s:Glaciozyma_antarctica_SH202336.07FU
OTU2268	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Agaricus	s:Chaetosphaeria_inaequalis_SH004892.07FU
OTU2304	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Branch06	f:Pleosporales_fam_Incertae_sedis	g:Astrosphaeriella	s:Astrosphaeriella_stellata_SH480191.07FU
OTU2306	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Pulveroboletus	s:Schizopora_ovispora_SH221540.07FU
OTU2326	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Entoloma_paludicola_SH181030.07FU
OTU2341	d:Fungi	p:Ascomycota	c:Leotiomycetes	o:Helotiales	f:Dermateaceae	g:Toninia	s:Toninia_physaroides_SH526329.07FU
OTU2342	d:Fungi	p:Glomeromycota	c:Glomeromycetes	o:Diversisporales	f:Diversisporaceae	g:Diversispora	s:Diversispora_celata_SH196919.07FU
OTU2363	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Amanitaceae	g:Amanita	s:Flamingomyces_ruppiae_SH007546.07FU
OTU2383	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae	g:Thanatephorus	s:Thanatephorus_cucumeris_SH215847.07FU
OTU2396	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Pucciniales	f:Boletaceae	g:Puccinia	s:Puccinia_coronata_SH186155.07FU
OTU2402	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae	g:Tomentella	s:Inocybe_unicolor_SH213751.07FU
OTU2403	d:Fungi	p:Ascomycota	c:Dothideomycetes	o:Pleosporales	f:Plectosphaerellaceae	g:Plectosphaerella	s:Cladophialophora_hostae_SH022462.07FU
OTU2429	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Pezizales	f:Pezizaceae	g:Peziza	s:Peziza_polaripapulata_SH194175.07FU
OTU2445	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Saccharomycetales_fam_Incertae_sedis	g:Starmerella	s:Cortinarius_subbrunneoideus_SH531972.07FU
OTU2448	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Agaricaceae	g:Leucocoprinus	s:Choanephora_cucurbitarum_SH481829.07FU
OTU2489	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Lecanorales	f:Ramalinaceae	g:Toninia	s:Toninia_physaroides_SH526329.07FU
OTU2492	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Saccharomycetales	f:Trichomonascaceae	g:Blastobotrys	s:Blastobotrys_parvus_SH641095.07FU
OTU2499	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Xylariaceae	g:Entoloma	s:Kretzschmaria_sandvicense_SH458862.07FU
OTU2508	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Ceratobasidiaceae	g:Ceratobasidium	s:Ceratobasidium_anceps_SH022834.07FU
OTU2520	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Chytridium	s:Chytridium_olla_SH481304.07FU
OTU2530	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Russulaceae	g:Russula	s:Russula_recondita_SH202441.07FU
OTU2574	d:Fungi	p:Ascomycota	c:Lecanoromycetes	o:Lecanorales	f:Ramalinaceae	g:Toninia	s:Toninia_physaroides_SH526329.07FU
OTU2608	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pezizaceae	g:Candida	s:Candida_uthaithanina_SH222309.07FU
OTU2614	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae	g:Mortierella	s:Thanatephorus_cucumeris_SH490240.07FU
OTU2619	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Branch06	f:Sporidiobolaceae	g:Rhodotorula	s:Subplenodomus_apiicola_SH207666.07FU
OTU2626	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Branch06	f:Ustilaginaceae	g:Anthracocystis	s:Astrosphaeriella_stellata_SH480191.07FU
OTU2631	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Agaricaceae	g:Agaricus	s:Ceriporia_reticulata_SH025393.07FU
OTU2640	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Hymenochaetaceae	g:Coltriciella	s:Coltriciella_globosa_SH495769.07FU
OTU2661	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Saccharomycetales_fam_Incertae_sedis	g:Starmerella	s:Inocybe_pseudodestricta_SH179841.07FU
OTU2696	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Magnaporthe_oryzae_SH487705.07FU
OTU2703	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Pezizales	f:Glomeraceae	g:Kamienskia	s:Kamienskia_perpusilla_SH181726.07FU
OTU2728	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Marasmius	s:Cortinarius_umbrinobellus_SH188628.07FU
OTU2730	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Branch06	f:Tricholomataceae	g:Russula	s:Dirina_immersa_SH007559.07FU
OTU2771	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Tricholomataceae	g:Tricholoma	s:Laetisaria_fuciformis_SH002042.07FU
OTU2772	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Glomerellales	f:Plectosphaerellaceae	g:Plectosphaerella	s:Ramaria_botrytis_SH178395.07FU
OTU2778	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Spiculogloeaceae	g:Phyllozyma	s:Phyllozyma_novozealandica_SH029096.07FU
OTU2786	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Physalacriaceae	g:Armillaria	s:Tapinella_panuoides_SH214573.07FU
OTU2798	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Orbiliaceae	g:Orbilia	s:Trichoderma_longibrachiatum_SH631759.07FU
OTU2820	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Omphalotaceae	g:Rhodocollybia	s:Rhodocollybia_unakensis_SH471224.07FU
OTU2868	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae	g:Pandora	s:Pandora_kondoiensis_SH209650.07FU
OTU2902	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Omphalotaceae	g:Scleroderma	s:Candida_chickasaworum_SH020066.07FU
OTU2945	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Cortinariaceae	g:Cortinarius	s:Pestalotiopsis_pallidotheae_SH200161.07FU
OTU2952	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Glomeraceae	g:Coltricia	s:Candida_chilensis_SH213249.07FU
OTU2972	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Lecanoromycetes_fam_Incertae_sedis	g:Furcaspora	s:Furcaspora_eucalypti_SH466226.07FU
OTU2974	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Russulaceae	g:Russula	s:Rhizopus_stolonifer_SH029416.07FU
OTU2976	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Agaricales	f:Glomeraceae	g:Septobasidium	s:Exobasidium_kishianum_SH197794.07FU
OTU2986	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Diversisporales	f:Diversisporaceae	g:Corymbiglomus	s:Corymbiglomus_corymbiforme_SH000369.07FU
OTU3009	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Agaricaceae	g:Agaricus	s:Chaetosphaeria_inaequalis_SH004892.07FU
OTU3010	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Volvariella	s:Volvariella_perciliata_SH459800.07FU
OTU3035	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Thelephora	s:Thelephora_palmata_SH178636.07FU
OTU3038	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Atheliales	f:Atheliaceae	g:Sebacina	s:Sidera_lowei_SH457959.07FU
OTU3055	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Hymenochaetaceae	g:Inocybe	s:Candida_uthaithanina_SH222309.07FU
OTU3064	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Hymenochaetaceae	g:Coltricia	s:Entoloma_griseorugulosum_SH215185.07FU
OTU3070	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Bankeraceae	g:Tulasnella	s:Candida_parapsilosis_SH203932.07FU
OTU3075	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Spizellomycetales	f:Spizellomycetaceae	g:Spizellomyces	s:Spizellomyces_acuminatus_SH183654.07FU
OTU3082	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Pezizales	f:Pezizaceae	g:Hydnobolites	s:Hesperomyces_coleomegillae_SH183971.07FU
OTU3098	d:Fungi	p:Chytridiomycota	c:Spizellomycetes	o:Spizellomycetales	f:Spizellomycetaceae	g:Spizellomyces	s:Spizellomyces_acuminatus_SH183654.07FU
OTU3101	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Pezizales	f:Pezizaceae	g:Peziza	s:Angulomyces_argentinensis_SH030264.07FU
OTU3105	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Scleroderma	s:Laetisaria_fuciformis_SH002042.07FU
OTU3112	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Thelephoraceae	g:Trichoderma	s:Trichoderma_reesei_SH488234.07FU
OTU3129	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Russula	s:Ballistosporomyces_sasicola_SH207237.07FU
OTU3134	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Hypocreales	f:Russulaceae	g:Clonostachys	s:Blastobotrys_parvus_SH641095.07FU
OTU3157	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Russulales	f:Russulaceae	g:Russula	s:Hypomyces_sibirinae_SH629959.07FU
OTU3158	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae	g:Thanatephorus	s:Thanatephorus_cucumeris_SH490240.07FU
OTU3173	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Clavulina	s:Ganoderma_lucidum_SH474668.07FU
OTU3176	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Spiculogloeaceae	g:Phyllozyma	s:Phyllozyma_novozealandica_SH029096.07FU
OTU3181	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Stephanosporaceae	g:Lindtneria	s:Calocybella_pudica_SH521658.07FU
OTU3184	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Agaricales	f:Omphalotaceae	g:Gymnopus	s:Gymnopus_alkalivirens_SH177533.07FU
OTU3198	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Amanitaceae	g:Amanita	s:Toninia_physaroides_SH526329.07FU
OTU3204	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Ceratobasidiaceae	g:Inocybe	s:Flammeascoma_lignicola_SH496382.07FU
OTU3223	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Pertusaria_subobductans_SH522088.07FU
OTU3224	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Thelephoraceae	g:Scleroderma	s:Athelia_rolfsii_SH022849.07FU
OTU3230	d:Fungi	p:Ascomycota	c:Sordariomycetes	o:Branch06	f:Amanitaceae	g:Amanita	s:Dirina_immersa_SH007559.07FU
OTU3257	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae	g:Ceriporia	s:Ceriporia_reticulata_SH025393.07FU
OTU3261	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Thelephoraceae	g:Amanita	s:Volvariella_perciliata_SH459800.07FU
OTU3273	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Phlyctochytrium_lagenaria_SH456391.07FU
OTU3275	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Pucciniales	f:Pucciniales_fam_Incertae_sedis	g:Hemileia	s:Hemileia_vastatrix_SH209945.07FU
OTU3277	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Clavulinaceae	g:Starmerella	s:Rhizophagus_clarus_SH181921.07FU
OTU3287	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Cortinariaceae	g:Cortinarius	s:Peziza_ampelina_SH188467.07FU
OTU3293	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Urceomyces_sphaerocarpus_SH032767.07FU
OTU3312	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Nephroma_parile_SH013672.07FU
OTU3316	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Byssocorticium	s:Geoglossum_cookeanum_SH215420.07FU
OTU3341	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Physalacriaceae	g:Cryptomarasmius	s:Cryptomarasmius_minutus_SH491897.07FU
OTU3365	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Tricholomataceae	g:Tricholoma	s:Russula_sororia_SH488874.07FU
OTU3383	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Flagelloscypha	s:Flagelloscypha_japonica_SH497095.07FU
OTU3389	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Lactarius	s:Lactarius_saponaceus_SH525323.07FU
OTU3407	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Starmerella	s:Endoraecium_irroratum_SH527102.07FU
OTU3415	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Mycosphaerellaceae	g:Scleroderma	s:Caloplaca_percrocata_SH206200.07FU
OTU3456	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Pezizaceae	g:Entoloma	s:Urceomyces_sphaerocarpus_SH032767.07FU
OTU3468	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Xylariaceae	g:Ramaria	s:Canalisporium_pulchrum_SH210284.07FU
OTU3472	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Ramaria	s:Lepista_sordida_SH218328.07FU
OTU3475	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Russula	s:Russula_gelatinivelata_SH191255.07FU
OTU3477	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Myxotrichaceae	g:Oidiodendron	s:Choanephora_cucurbitarum_SH481829.07FU
OTU3487	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Saccharomycetales	f:Pezizaceae	g:Coleosporium	s:Coleosporium_zanthoxyli_SH456388.07FU
OTU3494	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Meyerozyma_guilliermondii_SH494049.07FU
OTU3496	d:Fungi	p:Chytridiomycota	c:Rhizophydiomycetes	o:Rhizophydiales	f:Globomycetaceae	g:Globomyces	s:Puccinia_bartholomaei_SH194106.07FU
OTU3513	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Agaricales	f:Agaricaceae	g:Agaricus	s:Agaricus_eburneocanus_SH174694.07FU
OTU3514	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Agaricales	f:Aspergillaceae	g:Chromocleista	s:Microbotryum_dianthorum_SH174935.07FU
OTU3517	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Hygrophoraceae	g:Gymnopus	s:Gymnopus_pinophilus_SH640937.07FU
OTU3536	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Russulaceae	g:Russula	s:Cortinarius_rubricosus_SH188580.07FU
OTU3541	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Hygrophoraceae	g:Tubulicrinis	s:Phlebia_segregata_SH465064.07FU
OTU3546	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Pluteus	s:Lecidella_carpathica_SH012137.07FU
OTU3568	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Clavulinaceae	g:Clavulina	s:Uromyces_pisi-sativi_SH194770.07FU
OTU3584	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Omphalotaceae	g:Gymnopus	s:Colletotrichum_gloeosporioides_SH532183.07FU
OTU3589	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Xylariales	f:Xylariaceae	g:Parmotrema	s:Parmotrema_perlatum_SH208120.07FU
OTU3593	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Entoloma_palustre_SH181029.07FU
OTU3602	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Thelephoraceae	g:Scleroderma	s:Scutellospora_weresubiae_SH019948.07FU
OTU3623	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Auriscalpiaceae	g:Lentinellus	s:Lentinellus_flabelliformis_SH180216.07FU
OTU3633	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Pezizales	f:Morchellaceae	g:Morchella	s:Morchella_tridentina_SH495733.07FU
OTU3635	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae	g:Tomentella	s:Hydnellum_caeruleum_SH024632.07FU
OTU3650	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Rhizophydiales	f:Alphamycetaceae	g:Betamyces	s:Paranamyces_uniporus_SH467637.07FU
OTU3655	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Thelephoraceae	g:Tomentella	s:Septobasidium_alni_SH029178.07FU
OTU3677	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Entoloma_paludicola_SH181030.07FU
OTU3692	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Amanitaceae	g:Amanita	s:Catenomyces_persicinus_SH461081.07FU
OTU3710	d:Fungi	p:Basidiomycota	c:Pucciniomycetes	o:Pucciniales	f:Pucciniaceae	g:Puccinia	s:Puccinia_drabae_SH011380.07FU
OTU3730	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Ceratobasidiaceae	g:Rhizophydium	s:Schizangiella_serpentis_SH217148.07FU
OTU3756	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Thelephoraceae	g:Tomentella	s:Odontia_duemmeri_SH018625.07FU
OTU3765	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Angulomycetaceae	g:Angulomyces	s:Angulomyces_argentinensis_SH030264.07FU
OTU3766	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Thelephoraceae	g:Pseudotomentella	s:Melanconiella_hyperopta_SH213848.07FU
OTU3767	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Claroideoglomeraceae	g:Claroideoglomus	s:Amylocystis_lapponica_SH032537.07FU
OTU3770	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Inocybaceae	g:Inocybe	s:Inocybe_nemorosa_SH179835.07FU
OTU3789	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Starmerella	s:Octaviania_etchuensis_SH181326.07FU
OTU3799	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Glomeraceae	g:Funneliformis	s:Funneliformis_mosseae_SH020236.07FU
OTU3818	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Mycosphaerellaceae	g:Pseudocercospora	s:Sporisorium_trachypogonicola_SH005976.07FU
OTU3824	d:Fungi	p:Ascomycota	c:Agaricomycetes	o:Agaricales	f:Pluteaceae	g:Pluteus	s:Vanderwaltozyma_tropicalis_SH182454.07FU
OTU3839	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Typhulaceae	g:Typhula	s:Typhula_maritima_SH209643.07FU
OTU3842	d:Fungi	p:Basidiomycota	c:Tremellomycetes	o:Filobasidiales	f:Piskurozymaceae	g:Solicoccozyma	s:Solicoccozyma_terricola_SH190017.07FU
OTU3848	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Agaricaceae	g:Entoloma	s:Xanthoria_elegans_SH629080.07FU
OTU3860	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Russula	s:Cyptotrama_asprata_SH004663.07FU
OTU3862	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Omphalotaceae	g:Termitomyces	s:Rhodocollybia_amica_SH487317.07FU
OTU3865	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae	g:Inocybe	s:Galerina_pruinatipes_SH176941.07FU
OTU3881	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Boletales	f:Boletaceae	g:Scleroderma	s:Alpova_diplophloeus_SH221417.07FU
OTU3899	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Typhulaceae	g:Typhula	s:Typhula_maritima_SH209643.07FU
OTU3901	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Boletaceae	g:Entoloma	s:Entoloma_paludicola_SH181030.07FU
OTU3911	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Thelephorales	f:Thelephoraceae	g:Tomentella	s:Leucopaxillus_mirabilis_SH210134.07FU
OTU3946	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Cantharellales	f:Boletaceae	g:Sistotrema	s:Sclerotinia_sclerotiorum_SH631118.07FU
OTU3949	d:Fungi	p:Basidiomycota	c:Agaricomycetes	o:Agaricales	f:Entolomataceae	g:Entoloma	s:Entoloma_palustre_SH181029.07FU
