"","Row.names","NMDS1","NMDS2","Domain","Phylum","Class","Order","Family","Genus","Species"
"1145","OTU28",-0.242121486747034,0.0909346786974235,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Didymosphaeria","unk"
"1146","OTU280",-0.026757287268354,0.0225515195456756,"Fungi","unk","unk","unk","unk","unk","unk"
"1147","OTU2801",-0.0505141004914066,-0.0129589435492467,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"1148","OTU2806",-0.0114027628025515,-0.341822490830923,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Chaetomium_globosum"
"1149","OTU281",0.135413512359314,-0.191022380279016,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthron","unk"
"1150","OTU2810",-0.638393678107354,-0.117579812081275,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Penicillium","unk"
"1151","OTU2811",0.468074150873431,-0.4257705883586,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormia","unk"
"1152","OTU2813",-0.0650300925170743,0.077384615241385,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1153","OTU2815",0.123543324748881,0.0657394145661253,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1154","OTU2818",-0.216553963064216,0.0199415534055423,"Fungi","Ascomycota","Dothideomycetes","unk","unk","unk","unk"
"1155","OTU2819",-0.1625239807755,0.117582753799837,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","unk"
"1156","OTU282",0.0101872506126726,-0.105393391114427,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1157","OTU2820",-0.206589019158717,0.011847901987335,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Ascochyta","unk"
"1158","OTU2823",0.107241883743812,-0.0706042579468751,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"1159","OTU2824",0.284128994703697,-0.0520146670431869,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"1160","OTU2827",-0.0195250672835588,-0.0963223821085117,"Fungi","Ascomycota","Arthoniomycetes","unk","unk","unk","unk"
"1161","OTU2828",0.691223790543748,-0.516425631844107,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Lachnaceae","Lachnum","unk"
"1162","OTU283",0.27883938654092,0.336408099996587,"Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Diplodia","unk"
"1163","OTU2832",-0.0795877587895556,0.11148722719417,"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Graphium","Graphium_penicillioides"
"1164","OTU2834",0.231265821077527,-0.0527407675491869,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","unk"
"1165","OTU284",0.100963594029496,-0.0901855872525276,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unk"
"1166","OTU2842",-0.053181019733585,0.18534851491227,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1167","OTU2845",0.413690363066077,-0.250651565621404,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1168","OTU2847",-0.194750652973331,0.0288677317714579,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1169","OTU285",0.0475304353476749,-0.292006620338049,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1170","OTU286",0.269383126141722,0.488246602905985,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","unk"
"1171","OTU2860",0.0674536326998559,0.222774228162198,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Cheilymenia","unk"
"1172","OTU2867",-0.180380285422979,0.058876804877178,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unk"
"1173","OTU287",0.728023848260483,0.334664241755989,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","dummy_family_Acremonium","Acremonium","unk"
"1174","OTU2871",0.2927511714932,0.0380218710337993,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","unk"
"1175","OTU2872",0.435765610971249,0.299097553042792,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","unk"
"1176","OTU2875",-0.0521590067469473,0.0128306061207156,"Fungi","Basidiomycota","Ustilaginomycetes","Urocystidales","Glomosporiaceae","Thecaphora","unk"
"1177","OTU2878",-0.128177969652367,-0.0487690567990198,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1178","OTU288",0.015287517970552,0.119928668696415,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1179","OTU2881",0.725755219657945,-0.538203798769128,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unk"
"1180","OTU2883",-0.12523296480463,0.10095205648999,"Fungi","Basidiomycota","Agaricomycetes","unk","unk","unk","unk"
"1181","OTU2885",-0.0191380759085494,0.00977496576354439,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Apiosordaria","unk"
"1182","OTU2886",0.145430578357735,-0.0398184566975566,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"1183","OTU289",0.0109036769910349,-0.202099162435895,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinellus","unk"
"1184","OTU2892",-0.0931024953261461,-0.0080338843890259,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium","unk"
"1185","OTU2894",-0.0816481041957499,-0.0601807813174921,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unk"
"1186","OTU2896",-0.132411675917434,-0.00729640188643692,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","Aspergillus_egyptiacus"
"1187","OTU2899",-0.0201440339714748,0.016938951942269,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","unk"
"1188","OTU29",-0.0552555853582186,-0.121369059245984,"Fungi","Ascomycota","dummy_class_Retroconis","dummy_order_Retroconis","dummy_family_Retroconis","Retroconis","unk"
"1189","OTU290",0.265319642159384,0.101113475120567,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Zopfiella","unk"
"1190","OTU2900",0.0223219564396094,0.278770166414543,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1191","OTU2905",0.0558455420421842,-0.00352410688156773,"Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","unk"
"1192","OTU2906",0.0443759394807757,0.191518066841076,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1193","OTU2907",-0.132592628507309,-0.154055318636002,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","unk"
"1194","OTU2909",-0.134974617663237,0.0482941439695071,"Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Pseudocercospora","unk"
"1195","OTU291",-0.149643063326691,0.162142852185316,"Fungi","Basidiomycota","Agaricomycetes","unk","unk","unk","unk"
"1196","OTU2910",-0.146558058264674,0.111467358541142,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","Darksidea_alpha"
"1197","OTU2919",-0.106870282195242,0.154604463080436,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pleospora","unk"
"1198","OTU292",0.156940248474394,-0.214816141351505,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","unk","unk"
"1199","OTU2920",0.0920079287618503,0.0289172265469169,"Fungi","unk","unk","unk","unk","unk","unk"
"1200","OTU2929",-0.080857368552845,0.105125023818129,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1201","OTU293",-0.0762380149836723,0.169151921209162,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium","unk"
"1202","OTU2930",-0.23306000606768,0.00184933211232529,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","unk"
"1203","OTU2932",-0.120755056125852,0.00677336311952457,"Fungi","Ascomycota","Dothideomycetes","dummy_order_Eremomycetaceae","Eremomycetaceae","Arthrographis","unk"
"1204","OTU2935",0.234444134316949,-0.0379335430320052,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"1205","OTU294",-0.138316126530402,0.197478100617433,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","unk"
"1206","OTU2940",-0.057022241725661,0.010306930672703,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiobolus","unk"
"1207","OTU2941",-0.169633674704521,-0.063274571439199,"Fungi","Ascomycota","Sordariomycetes","dummy_order_Plectosphaerellaceae","Plectosphaerellaceae","Plectosphaerella","unk"
"1208","OTU2943",-0.0495806813255109,0.0141685748990178,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","unk"
"1209","OTU2944",-0.253021434363644,-0.18729077769682,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Cylindrocarpon","unk"
"1210","OTU2945",0.703868623298205,0.39074564544519,"Fungi","Ascomycota","Leotiomycetes","dummy_order_Myxotrichaceae","Myxotrichaceae","Pseudogymnoascus","unk"
"1211","OTU2947",-0.120476224679773,0.00640446923690596,"Fungi","Ascomycota","Dothideomycetes","unk","unk","unk","unk"
"1212","OTU2948",-0.0935765906095556,-0.00829550982602219,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella","Sporormiella_similis"
"1213","OTU2949",0.303913073129013,-0.0341806800855666,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1214","OTU295",-0.0460473240605171,0.0449903285313871,"Fungi","Ascomycota","Pezizomycetes","Pezizales","dummy_family_Oedocephalum","Oedocephalum","unk"
"1215","OTU2950",-0.0521590067469473,0.0128306061207156,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1216","OTU2953",-0.10500331457487,-0.0348960989432786,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","unk"
"1217","OTU2955",-0.0948991145428002,0.0260948574908789,"Fungi","Basidiomycota","Microbotryomycetes","unk","unk","unk","unk"
"1218","OTU2957",0.171780923983567,-0.135693659857918,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","unk"
"1219","OTU296",-0.0963290791342942,0.0619781236107899,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1220","OTU2960",0.686710136738225,-0.513578975666242,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1221","OTU2962",0.356133497863347,-0.0826300773911554,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","unk"
"1222","OTU2963",-0.0240133109942757,-0.0920087431412481,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unk"
"1223","OTU2964",-0.106644531939947,0.136873844224799,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1224","OTU2966",-0.0895483010834314,0.256969969241397,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","unk"
"1225","OTU2968",0.0949447934696029,0.304769227314083,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","unk"
"1226","OTU2969",-0.37555096767645,0.132415014158459,"Fungi","unk","unk","unk","unk","unk","unk"
"1227","OTU297",-0.208414769759797,-0.128647938926825,"Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","unk"
"1228","OTU2971",-0.0801905219709285,0.108466691232358,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1229","OTU2973",0.113500535760756,-0.167680601961291,"Fungi","Ascomycota","Pezizomycetes","unk","unk","unk","unk"
"1230","OTU2975",0.57634317763973,0.328220084294651,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"1231","OTU2976",-0.172685890387645,0.0182531726173084,"Fungi","Ascomycota","Dothideomycetes","unk","unk","unk","unk"
"1232","OTU2977",0.677426582961843,0.377495320387218,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1233","OTU2979",-0.140061043150422,0.0588409554574407,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1234","OTU298",0.306047651998176,0.261415949699295,"Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","unk","unk"
"1235","OTU2980",-0.252941832676019,-0.101351262373124,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1236","OTU2984",-0.182439072354154,-0.160115900826448,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","unk"
"1237","OTU2989",-0.0179923269383286,0.0935530036245041,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unk"
"1238","OTU2991",-0.156004414193122,0.102692348627593,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","unk"
"1239","OTU2992",0.0479811098812089,0.195944984115506,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Terfezia","unk"
"1240","OTU2994",0.144971533229062,-0.123937241944262,"Fungi","Basidiomycota","Agaricomycetes","unk","unk","unk","unk"
"1241","OTU2996",-0.173718943978596,-0.0028349947154725,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Strophariaceae","Stropharia","unk"
"1242","OTU2997",-0.263476155940258,-0.0460146657177577,"Fungi","Ascomycota","dummy_class_Chaetospermum","dummy_order_Chaetospermum","dummy_family_Chaetospermum","Chaetospermum","unk"
"1243","OTU2998",-0.106362871971687,0.11475202851483,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Thanatephorus_cucumeris"
"1244","OTU3",-0.037688180527747,-0.123518302052202,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Hypoxylon","unk"
"1245","OTU30",0.156291138390954,-0.0676360415076449,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","unk"
"1246","OTU300",-0.47764976331257,-0.225017001846391,"Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Blumeria","Blumeria_graminis"
"1247","OTU3001",-0.057022241725661,0.010306930672703,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1248","OTU3005",0.0163280580143546,0.264935971161161,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","unk"
"1249","OTU3009",-0.106894700255727,0.156522278513616,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","unk"
"1250","OTU301",0.219370629103698,-0.287269546618276,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1251","OTU3013",-0.183364022637017,-0.00121230223665853,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","unk"
"1252","OTU3019",0.686710136738225,-0.513578975666242,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1253","OTU302",-0.177778501900097,0.0248281201198606,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","unk"
"1254","OTU3020",0.88965848486561,-0.177080502990531,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","unk"
"1255","OTU3023",-0.132993435489804,-0.000841431679947282,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Crepidotus","unk"
"1256","OTU3025",0.295651522427789,-0.512247683407884,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","unk","unk"
"1257","OTU3027",-0.176654900191688,0.192001258643033,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","unk"
"1258","OTU3029",-0.222218100453656,0.000472946872843706,"Fungi","Chytridiomycota","Chytridiomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","unk"
"1259","OTU303",0.356368218373522,0.465689249661512,"Fungi","unk","unk","unk","unk","unk","unk"
"1260","OTU3032",0.122551799082678,-0.261621199905141,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","unk"
"1261","OTU3037",-0.135327664676445,-0.0579841733052253,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","unk"
"1262","OTU304",-0.0232957694942603,0.02793304266652,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Keissleriella","unk"
"1263","OTU3041",-0.0688894632513508,-0.164044393648893,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","unk"
"1264","OTU305",0.110740657063597,-0.0990298079190025,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unk"
"1265","OTU3050",0.623743820107904,-0.473867588405264,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","unk"
"1266","OTU3051",0.0414586326333985,0.187488029403593,"Fungi","Ascomycota","Leotiomycetes","dummy_order_Myxotrichaceae","Myxotrichaceae","Oidiodendron","unk"
"1267","OTU3052",-0.0546095813893718,-0.0130711317853435,"Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Corticium","unk"
"1268","OTU3055",0.000604010815061447,0.26915967293475,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Agaricus","unk"
"1269","OTU3058",0.110416644907711,0.0611282996430327,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Herpotrichia","unk"
"1270","OTU3059",0.670436188966578,-0.503315376383167,"Fungi","Ascomycota","Eurotiomycetes","Verrucariales","Verrucariaceae","Verrucaria","unk"
"1271","OTU306",-0.291903772505332,-0.0230523494561793,"Fungi","unk","unk","unk","unk","unk","unk"
"1272","OTU3060",0.108871087739507,0.196600878561333,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1273","OTU3064",0.0628341622241799,0.153625283315325,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella","unk"
"1274","OTU3067",-0.106791218695352,0.0236792760799506,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","unk"
"1275","OTU3069",-0.106551391850112,0.12955854160916,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1276","OTU307",0.561074210326321,0.285248982340508,"Fungi","Zygomycota","unk","unk","unk","unk","unk"
"1277","OTU3074",0.074140004104807,0.0483851108253003,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"1278","OTU3075",0.699452744072509,0.388532811850925,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","unk"
"1279","OTU308",0.214892526813034,0.0978283870974377,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1280","OTU3081",0.0895007734096571,0.0555593028743089,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium","unk"
"1281","OTU3083",0.00171990457439605,0.218933535955908,"Fungi","Zygomycota","dummy_class_Mucorales","Mucorales","Rhizopodaceae","Rhizopus","unk"
"1282","OTU3084",-0.0641357178457258,0.0794539894734611,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"1283","OTU3086",0.0923069344788918,0.0504938317022061,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"1284","OTU309",0.213147186994506,4.98858632012307e-05,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Bipolaris","unk"
"1285","OTU3094",0.328405533520347,-0.459706841880648,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1286","OTU3096",-0.0159577822952896,-0.0997508901229026,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Funneliformis","unk"
"1287","OTU3098",0.260841815733239,0.0309411400320697,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unk"
"1288","OTU310",0.0987501270055918,0.0892690239610031,"Fungi","unk","unk","unk","unk","unk","unk"
"1289","OTU3104",-0.0695229380987374,0.0669892192476986,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"1290","OTU3105",0.0927692668249881,0.0549291625104663,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","unk"
"1291","OTU3107",-0.123727641274973,0.0924847071067167,"Fungi","Ascomycota","Leotiomycetes","Helotiales","dummy_family_Dactylaria","Dactylaria","unk"
"1292","OTU3108",-0.225781469068838,0.186219576709858,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","unk"
"1293","OTU3109",0.254189007701846,-0.0416270826982974,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","unk"
"1294","OTU311",0.162109260868653,-0.218752244318041,"Fungi","unk","unk","unk","unk","unk","unk"
"1295","OTU3113",-0.136589206233914,0.051642027729606,"Fungi","Ascomycota","Taphrinomycetes","Taphrinales","Taphrinaceae","Protomyces","unk"
"1296","OTU3115",-0.141003006704451,-0.0432083298327075,"Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","unk"
"1297","OTU3118",-0.0593553588706991,0.126708393128517,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1298","OTU312",0.602580778396305,-0.39556619330496,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1299","OTU3121",-0.00906682358977448,-0.182700578767907,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormia","unk"
"1300","OTU3127",0.201531632237836,-0.224347826229416,"Fungi","Ascomycota","Pezizomycetes","Pezizales","unk","unk","unk"
"1301","OTU313",0.0604300690374763,-0.161087231395751,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_brachygibbosum"
"1302","OTU3133",0.0449640027392147,-0.0917759205930079,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unk"
"1303","OTU3134",-0.172685890387645,0.0182531726173084,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Gibberella","unk"
"1304","OTU3135",0.051870888384477,0.0260115525284013,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unk"
"1305","OTU314",-0.0655745017498822,-0.0883340833629666,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","unk"
"1306","OTU3140",-0.059031466268169,0.00926428505313788,"Fungi","Ascomycota","Dothideomycetes","unk","unk","unk","unk"
"1307","OTU3143",0.0348080597063784,0.178300768933993,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1308","OTU3149",-0.232311011379148,0.0247862440351723,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Capronia","unk"
"1309","OTU315",0.286663566275182,-0.211794740655964,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","unk","unk","unk"
"1310","OTU3151",0.600239352963387,-0.627849348379376,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","Preussia_octomera"
"1311","OTU3152",0.0145619697128146,0.260859757541112,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lycoperdon","unk"
"1312","OTU3154",-0.0223876225579621,-0.0935711879280067,"Fungi","Zygomycota","dummy_class_Mucorales","Mucorales","Cunninghamellaceae","Cunninghamella","unk"
"1313","OTU3155",-0.031103112177481,0.25675163025786,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1314","OTU3158",-0.129630635163829,-0.0080141482036851,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Rutstroemiaceae","Rutstroemia","unk"
"1315","OTU3159",0.221564143180602,0.054883454044968,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unk"
"1316","OTU316",-0.0524283818572964,-0.237267281495785,"Fungi","Ascomycota","dummy_class_Pseudeurotiaceae","dummy_order_Pseudeurotiaceae","Pseudeurotiaceae","Leuconeurospora","unk"
"1317","OTU3165",-0.126733421524206,0.109392030375221,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Exserohilum","Exserohilum_rostratum"
"1318","OTU3169",-0.135194328919602,-0.00657817768766757,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","unk"
"1319","OTU317",-0.0603221219570703,0.050321685557803,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unk"
"1320","OTU3171",-0.00502678793168262,0.157506949594026,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unk"
"1321","OTU3172",0.319802691603094,-0.0421757809533331,"Fungi","Chytridiomycota","unk","unk","unk","unk","unk"
"1322","OTU3174",0.139453548662247,-0.280003460410424,"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","unk"
"1323","OTU3178",-0.00100567945370674,0.0129005783812723,"Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Phomopsis","unk"
"1324","OTU3179",-0.219435225172614,0.000119659489932945,"Fungi","Ascomycota","Sordariomycetes","unk","unk","unk","unk"
"1325","OTU318",-0.136216162022107,0.169500567575631,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1326","OTU3183",-0.0709130122514225,-0.155595126592891,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","unk"
"1327","OTU3189",-0.098446949333662,-0.147035932660552,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arthrodermataceae","Trichophyton","unk"
"1328","OTU319",0.0316240801319378,-0.375865421262326,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1329","OTU3196",-0.126764600203349,-0.00875383029404024,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","unk"
"1330","OTU3197",0.58567310064096,-0.41329074092275,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Epicoccum","unk"
"1331","OTU32",0.137789943832826,0.152401810582142,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","unk"
"1332","OTU320",0.218877879732453,0.230889877207063,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Stagonospora","unk"
"1333","OTU3201",-0.189702517119549,0.00917855233288001,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","unk"
"1334","OTU3207",0.00767990023124927,0.0151905820576496,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"1335","OTU3209",0.0507539157968678,0.264951726523475,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","unk"
"1336","OTU321",-0.14565111893316,-0.275033083811649,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","unk"
"1337","OTU3216",-0.184475534328109,-0.0677653903635104,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unk"
"1338","OTU322",0.913148656289158,0.429867901127623,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","unk"
"1339","OTU3229",0.106532648616235,0.0597639368736527,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"1340","OTU323",-0.08355765321951,0.00374062475171332,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","unk"
