"","Row.names","NMDS1","NMDS2","Domain","Phylum","Class","Order","Family","Genus","Species"
"1","OTU1",0.0489890215164323,-0.024955711422808,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","unk"
"2","OTU100",0.24831338175399,-0.0317836982848888,"Fungi","Ascomycota","Pezizomycetes","Pezizales","dummy_family_Oedocephalum","Oedocephalum","unk"
"3","OTU1001",0.429586377585418,-0.227931617313876,"Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Pseudoseptoria","unk"
"4","OTU1002",0.595514186284081,-0.108212000833005,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"5","OTU1005",0.431554841470218,-0.21547067002243,"Fungi","Basidiomycota","Agaricomycetes","unk","unk","unk","unk"
"6","OTU1006",-0.0765266240354725,-0.286406847738458,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Montagnulaceae","Montagnula","unk"
"7","OTU1007",-0.000894830019047077,-0.044647044888981,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"8","OTU1009",0.261555122343924,-0.136594420246723,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma","unk"
"9","OTU101",0.320535039962954,-0.333837705285199,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium_oxysporum"
"10","OTU1011",0.141762754980238,-0.319040320480748,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","unk"
"11","OTU1014",-0.386852352712081,-0.0900923407269388,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"12","OTU1015",0.0208126463062581,0.147425924835717,"Fungi","Chytridiomycota","Chytridiomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","unk"
"13","OTU1018",-0.0878533800697524,0.234587833065311,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Coniothyriaceae","Coniothyrium","unk"
"14","OTU1019",0.0463771893500433,0.0472018523118746,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia","unk"
"15","OTU102",0.156378348120891,-0.294114197067817,"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","unk"
"16","OTU1020",-0.2548123654542,-0.125125443508237,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unk"
"17","OTU1021",0.120895051897468,-0.0177990671530017,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unk"
"18","OTU1022",0.0593265467764916,-0.326911848957041,"Fungi","Glomeromycota","unk","unk","unk","unk","unk"
"19","OTU1023",0.342452248474705,-0.434228031387795,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","unk"
"20","OTU1024",0.0768684012153034,-0.186843306124282,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"21","OTU1025",-0.0592394432078935,0.0126456616917217,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unk"
"22","OTU1028",0.301800234116574,0.364565455899518,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","unk"
"23","OTU103",0.159841494847295,-0.0491679264374668,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","unk"
"24","OTU1030",0.00916192722190637,0.0483991052957217,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","unk"
"25","OTU1031",0.100678869802395,0.0682843984544025,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","unk"
"26","OTU1032",-0.214746669564893,-0.17860931949544,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Rhizoctonia","unk"
"27","OTU1033",-0.154206931629928,0.119013879207753,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unk"
"28","OTU1035",0.0296972208656134,-0.343773829772052,"Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scopulariopsis","unk"
"29","OTU1036",0.252201979953915,0.173355399738302,"Fungi","Ascomycota","Dothideomycetes","unk","unk","unk","unk"
"30","OTU1039",-0.000746510512175294,-0.145574815748054,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Leptosphaeria","unk"
"31","OTU104",-0.015033115372418,0.00914111559623724,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","unk"
"32","OTU1040",0.277828283330781,-0.390551245088709,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Gloeosporium","unk"
"33","OTU1041",-0.15439432018643,0.164351870846342,"Fungi","Ascomycota","dummy_class_Trullula","dummy_order_Trullula","dummy_family_Trullula","Trullula","unk"
"34","OTU1042",0.39995260035889,0.395411707222628,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria","unk"
"35","OTU1043",0.123378535575431,0.0331346021797612,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","unk"
"36","OTU1044",0.0491632008098959,-0.375033407105665,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Pluteaceae","Volvariella","unk"
"37","OTU105",-0.197681322005713,-0.0767227079691014,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"38","OTU1050",0.0500173023796788,-0.385024299500294,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","unk"
"39","OTU1051",-0.0435194671822324,0.0361465854285099,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"40","OTU1053",0.00891857275646193,-0.162170480029405,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"41","OTU1055",-0.0351604532010428,0.282483612326702,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"42","OTU1056",0.0787973614732023,0.0982944214768161,"Fungi","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Mycosphaerella","unk"
"43","OTU1058",0.0672297559261809,0.242879370846996,"Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Helicoma","unk"
"44","OTU106",0.0680172740173586,-0.362726356225053,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","unk"
"45","OTU1060",0.189515649863911,-0.0725326903741196,"Fungi","Basidiomycota","Agaricomycetes","unk","unk","unk","unk"
"46","OTU1061",0.237843954416274,-0.20160634063184,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","Aspergillus_luppii"
"47","OTU1062",-0.129916114232442,0.0188934390340577,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Tremella","unk"
"48","OTU1063",0.352982260095676,-0.428341820537497,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"49","OTU1064",-0.221409591864607,-0.111204174871239,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_victoriae"
"50","OTU1066",0.4963650628298,-0.435261645471666,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"51","OTU1067",0.336478362143833,-0.385848222919668,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"52","OTU1068",-0.0750219720320302,0.124406390960634,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Monosporascus","unk"
"53","OTU107",-0.078202035799983,-0.0152577127476535,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","dummy_family_Myrothecium","Myrothecium","Myrothecium_atroviride"
"54","OTU1070",0.180169762091832,-0.353907705740502,"Fungi","Zygomycota","dummy_class_Mortierellales","Mortierellales","Mortierellaceae","Mortierella","unk"
"55","OTU1071",0.176573515170283,-0.182258822067207,"Fungi","Zygomycota","dummy_class_Mucorales","Mucorales","Mucoraceae","Mucor","Mucor_circinelloides"
"56","OTU1072",-0.196583058542833,-0.0142164280993634,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unk"
"57","OTU1073",-0.129916114232442,0.0188934390340577,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys","Stachybotrys_elegans"
"58","OTU1074",-0.195172330424166,0.130086860776775,"Fungi","Ascomycota","Dothideomycetes","Capnodiales","dummy_family_Pseudotaeniolina","Pseudotaeniolina","unk"
"59","OTU1077",0.0406099690343766,0.306794941478222,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Stagonospora","unk"
"60","OTU1078",-0.303484273838296,-0.169656798394733,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","unk"
"61","OTU1079",-0.390364592274452,-0.0293379881891178,"Fungi","Basidiomycota","Agaricomycetes","Auriculariales","Auriculariaceae","Exidia","unk"
"62","OTU108",-0.0432647752585238,-0.259028943725781,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"63","OTU1080",0.178574842570543,0.0162063610345098,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"64","OTU1083",-0.118671698426095,0.014489694001575,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"65","OTU1084",0.191318064132799,0.0171998919469242,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","unk"
"66","OTU1085",-0.385126066146645,-0.0446784437194781,"Fungi","Ascomycota","dummy_class_Hansfordia","dummy_order_Hansfordia","dummy_family_Hansfordia","Hansfordia","unk"
"67","OTU1086",0.395133448171529,-0.291509845357331,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"68","OTU1087",-0.0092453493490816,0.268898198574553,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"69","OTU1088",0.732347411031987,0.38868388318719,"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","unk"
"70","OTU1089",-0.095262261423027,-0.0884259446944843,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"71","OTU109",-0.0742825196517144,-0.0728779751386847,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","unk"
"72","OTU1090",0.0512184540367094,-0.0463256618702709,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","unk"
"73","OTU1091",0.51841407084024,0.221754300349951,"Fungi","Chytridiomycota","Chytridiomycetes","Spizellomycetales","Powellomycetaceae","Powellomyces","unk"
"74","OTU1092",0.137842986109808,-0.141090549999903,"Fungi","Zygomycota","dummy_class_Mucorales","Mucorales","Mucoraceae","Mucor","Mucor_racemosus"
"75","OTU1093",0.161572440004732,0.496408463298311,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"76","OTU1094",-0.227510400860332,0.115553064090304,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"77","OTU1096",-0.174414347959973,-0.151287611579724,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","unk"
"78","OTU1097",0.217577412764513,0.13909504036877,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Ophiocordycipitaceae","Purpureocillium","Purpureocillium_lilacinum"
"79","OTU1099",-0.0792351366534213,0.0704908963281421,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","unk"
"80","OTU11",-0.0586271567482668,-0.194320324167871,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium","unk"
"81","OTU110",-0.258625731719391,0.00947924658453192,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","unk"
"82","OTU1100",-0.266853569198143,0.176391384929541,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glomus_indicum"
"83","OTU1101",-0.180115509121664,0.0065137484107126,"Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Corticium","unk"
"84","OTU1103",0.12563999378934,0.41454819443032,"Fungi","Zygomycota","unk","unk","unk","unk","unk"
"85","OTU1104",-0.0653790118078214,-0.0324396113303568,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Arachnopezizaceae","Arachnopeziza","unk"
"86","OTU1105",-0.125695306960818,0.181289837703153,"Fungi","Ascomycota","Sordariomycetes","unk","unk","unk","unk"
"87","OTU1107",-0.376747487859021,-0.043775033163618,"Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Filobasidium","unk"
"88","OTU1108",-0.296067676678927,0.066711191170172,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma_dimennae"
"89","OTU111",-0.195060640457933,-0.0674140256999335,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma","unk"
"90","OTU1113",-0.0622983907684542,-0.278846092814936,"Fungi","Chytridiomycota","Chytridiomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces_pseudodichotomus"
"91","OTU1114",0.698327015880928,-0.289711399400498,"Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Orbilia","unk"
"92","OTU1116",0.194425665524712,-0.147916242151553,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma","unk"
"93","OTU1118",-0.114622446965042,0.0264951115486267,"Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","unk"
"94","OTU1119",-0.278187828713245,0.135877300340511,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unk"
"95","OTU112",0.18213957499211,0.102725376081728,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","unk"
"96","OTU1121",-0.112353457228487,0.125955716770326,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","unk"
"97","OTU1122",0.309759260644972,0.187007615608878,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus","unk"
"98","OTU1123",0.233925956384009,-0.382751190823017,"Fungi","Ascomycota","Dothideomycetes","dummy_order_Eremomycetaceae","Eremomycetaceae","Eremomyces","unk"
"99","OTU1124",-0.00192981340065395,0.280051839927845,"Fungi","Ascomycota","Pezizomycetes","unk","unk","unk","unk"
"100","OTU1125",-0.137287530174745,0.0530900172814074,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","unk"
"101","OTU1126",-0.144210258381116,0.205460719097663,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","unk"
"102","OTU1127",0.0216224287199688,0.165566204432837,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unk"
"103","OTU1128",-0.314158669595598,0.138971935583845,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unk"
"104","OTU113",-0.12521627945346,-0.0930880254708864,"Fungi","Ascomycota","Dothideomycetes","unk","unk","unk","unk"
"105","OTU1130",0.459782687493179,0.0674053270322777,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","unk"
"106","OTU1131",-0.289963705547851,0.0856320403435839,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","unk"
"107","OTU1132",0.0527550157454528,0.38456427074105,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","unk"
"108","OTU1133",0.123041204846673,-0.239277331774307,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"109","OTU1135",0.0188106447823194,0.262120968112094,"Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Cladophialophora","unk"
"110","OTU1136",-0.271289149700797,0.0285461992466777,"Fungi","Basidiomycota","Agaricomycetes","unk","unk","unk","unk"
"111","OTU1138",-0.0256605034792121,-0.345188308169672,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Gymnoascus","Gymnoascus_reessii"
"112","OTU114",0.304719626520995,-0.338880833808817,"Fungi","Ascomycota","Pezizomycetes","unk","unk","unk","unk"
"113","OTU1140",-0.0880466835893201,-0.00524387782008148,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","unk"
"114","OTU1141",-0.260129816192728,0.144954370238256,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Johnalcornia","unk"
"115","OTU1142",-0.36932582664665,-0.0981151172941867,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Paecilomyces","unk"
"116","OTU1144",0.726266474385043,-0.644632571810206,"Fungi","Ascomycota","Pezizomycetes","unk","unk","unk","unk"
"117","OTU1145",0.00624077633307103,0.0264681104416351,"Fungi","Chytridiomycota","unk","unk","unk","unk","unk"
"118","OTU1147",-0.167627820585954,-0.0554672094785328,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","unk"
"119","OTU1148",-0.154640338594712,0.0890714348117995,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","unk"
"120","OTU1149",-0.120964246131768,0.144648308136679,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","unk"
"121","OTU115",-0.290654026442304,0.120584809525508,"Fungi","Ascomycota","Sordariomycetes","unk","unk","unk","unk"
"122","OTU1150",-0.113664974772229,0.0109627012950803,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"123","OTU1151",-0.211376638910672,-0.0769291527347615,"Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","unk"
"124","OTU1153",0.162523035775138,0.308265809005121,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"125","OTU1154",0.00175591014131525,0.0625198966183823,"Fungi","Zygomycota","dummy_class_Mortierellales","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alpina"
"126","OTU1156",0.164821477417542,-0.307593496143942,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthron","Auxarthron_alboluteum"
"127","OTU1157",-0.162104204479197,-0.0599360545562522,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","unk"
"128","OTU1158",-0.573776806414952,-0.110864782359152,"Fungi","Glomeromycota","unk","unk","unk","unk","unk"
"129","OTU1159",0.0427679585293262,0.30783111033046,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","unk"
"130","OTU116",0.72360725597402,0.0653064745677476,"Fungi","Basidiomycota","Agaricomycetes","Russulales","Stephanosporaceae","Lindtneria","unk"
"131","OTU1162",-0.310081484061579,0.0400508821574294,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"132","OTU1163",0.197463269919418,0.115738822895563,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","unk"
"133","OTU1166",-0.0402185989893134,0.134792619974185,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria","unk"
"134","OTU1167",-0.131057590696446,-0.136081999402021,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Aspergillus","Aspergillus_neobridgeri"
"135","OTU1168",-0.0305744929084038,0.289857094758946,"Fungi","Ascomycota","Dothideomycetes","unk","unk","unk","unk"
"136","OTU1169",0.0710577483200584,0.227739979053722,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Papiliotrema","Papiliotrema_fonsecae"
"137","OTU117",0.0754421750184083,-0.075281328492981,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","Eutypa","unk"
"138","OTU1171",-0.316400001411747,0.0337901685073501,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"139","OTU1173",0.700729120814797,-0.547073392472529,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormia","unk"
"140","OTU1176",0.249719243035852,0.0100730313573154,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","unk"
"141","OTU1178",0.024992617707413,0.107089875264167,"Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Diplodia","unk"
"142","OTU118",-0.0970563427909822,-0.0397656181311283,"Fungi","Ascomycota","Leotiomycetes","dummy_order_Myxotrichaceae","Myxotrichaceae","Pseudogymnoascus","Pseudogymnoascus_pannorum"
"143","OTU1180",-0.0849702594635803,-0.157798795283783,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Coniocessiaceae","Coniocessia","Coniocessia_nodulisporioides"
"144","OTU1181",0.046955749505104,0.370668974539567,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"145","OTU1182",-0.133679925188022,0.233055829702603,"Fungi","Basidiomycota","Agaricomycetes","unk","unk","unk","unk"
"146","OTU1183",-0.136448120336092,0.0348933044266099,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"147","OTU1184",-0.0710579966515639,0.00560589763785259,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"148","OTU1185",-0.219372305726327,0.074283759545076,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"149","OTU1187",-0.0820022727651349,-0.0285898150264696,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"150","OTU1188",-0.116248779187347,0.0504165821902825,"Fungi","Ascomycota","dummy_class_Calcarisporiella","dummy_order_Calcarisporiella","dummy_family_Calcarisporiella","Calcarisporiella","unk"
"151","OTU1189",-0.0769817062330935,-0.0560953684122388,"Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Penicillium","unk"
"152","OTU119",-0.0762269525808369,0.0760320463693591,"Fungi","Ascomycota","Dothideomycetes","unk","unk","unk","unk"
"153","OTU1190",0.121940799770854,0.298668019573395,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","dummy_family_Acremonium","Acremonium","unk"
"154","OTU1191",-0.198476414506803,0.096827986617982,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unk"
"155","OTU1195",-0.0671153027527353,-0.103490429554041,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"156","OTU1196",-0.0990513246576401,-0.104157509389726,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"157","OTU1197",0.188710624634443,-0.143117649378133,"Fungi","Ascomycota","Eurotiomycetes","Onygenales","Ajellomycetaceae","Ajellomyces","unk"
"158","OTU1198",0.130364950707433,0.190799818625958,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","Curvularia_inaequalis"
"159","OTU12",-0.00591846941586634,-0.0195674621631376,"Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","unk"
"160","OTU120",0.250375107967729,-0.308101570359915,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella","unk"
"161","OTU1200",-0.0364479376756946,0.117878044236611,"Fungi","Ascomycota","dummy_class_Xepicula","dummy_order_Xepicula","dummy_family_Xepicula","Xepicula","unk"
"162","OTU1202",0.0222736048911438,0.285441462183504,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","unk"
"163","OTU1204",-0.261288342353485,-0.0116749973428537,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"164","OTU1205",-0.0382358444855436,-0.119633300237777,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Diatrypaceae","unk","unk"
"165","OTU1206",-0.0333959119394865,0.354478882481048,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"166","OTU1207",-0.206002699360664,-0.0734764899983647,"Fungi","Basidiomycota","unk","unk","unk","unk","unk"
"167","OTU1209",0.284319715082147,-0.318643014214586,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Ophiobolus","unk"
"168","OTU1211",0.0483307658154399,-0.0609738101948468,"Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Xylaria","unk"
"169","OTU1212",0.390691834223789,0.371277299491143,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unk"
"170","OTU1214",-0.119540494732169,-0.104223859878189,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"171","OTU1215",-0.283851408280857,0.180056991702135,"Fungi","unk","unk","unk","unk","unk","unk"
"172","OTU1216",0.527595011846868,-0.2222339617832,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","unk"
"173","OTU1217",0.131191781903598,-0.393903065162506,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"174","OTU1218",-0.23926435670097,0.12656235938675,"Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","unk"
"175","OTU1219",-0.0489022421814704,0.354213497976789,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Preussia","unk"
"176","OTU122",-0.000427311916469671,-0.0692589147326945,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","unk"
"177","OTU1220",0.0443660575007526,-0.103429529845528,"Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Clonostachys_rosea"
"178","OTU1221",-0.311646869198223,-0.112064417965688,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria_eureka"
"179","OTU1222",0.252887372845931,0.103589083668658,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","unk"
"180","OTU1223",0.121713413467496,0.298353902696685,"Fungi","Ascomycota","Dothideomycetes","unk","unk","unk","unk"
"181","OTU1224",-0.16399895268636,0.207280992193472,"Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","unk"
"182","OTU1225",0.215899626015154,-0.143235344165145,"Fungi","Ascomycota","unk","unk","unk","unk","unk"
"183","OTU1227",0.316862235996421,0.329383909545948,"Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","unk"
"184","OTU1228",0.140311461031155,0.324045690316837,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","unk"
"185","OTU1229",0.745040455976072,0.41137719124402,"Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus","unk"
"186","OTU123",0.454611030981664,-0.610990234668096,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","unk"
"187","OTU1231",-0.231057108070012,0.189394185314379,"Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Phlebia","unk"
"188","OTU1233",-0.217822028907469,0.0407350970475356,"Fungi","Ascomycota","dummy_class_Calcarisporiella","dummy_order_Calcarisporiella","dummy_family_Calcarisporiella","Calcarisporiella","unk"
"189","OTU1234",-0.155295754789431,-0.00139035275259897,"Fungi","Basidiomycota","Agaricomycetes","unk","unk","unk","unk"
"190","OTU1236",0.0649428576383761,0.0187625268087377,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Phoma","unk"
"191","OTU1238",0.440355959972723,-0.0950914031359914,"Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Cyathicula","unk"
"192","OTU124",0.04618901713468,-0.261954775645539,"Fungi","Ascomycota","Sordariomycetes","unk","unk","unk","unk"
"193","OTU1240",-0.0613250870460736,-0.00133966718376787,"Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Darksidea","Darksidea_alpha"
