"","OTU","fungi.Grass.BOGR.1","fungi.Ecotone.LATR.8","fungi.Ecotone.PLJA.8","fungi.Ecotone.PLJA.1","fungi.Grass.BOER.4","fungi.Grass.BOER.7","fungi.Ecotone.LATR.5","fungi.Grass.PLJA.6","fungi.Shrub.LATR.8","fungi.Grass.BOGR.7","fungi.Ecotone.BOER.4","fungi.Ecotone.BOER.7","fungi.Ecotone.PLJA.5","fungi.Ecotone.LATR.4","fungi.Grass.PLJA.5","fungi.Grass.PLJA.1","fungi.Grass.BOGR.4","fungi.Ecotone.PLJA.3","fungi.Shrub.LATR.3","fungi.Grass.BOGR.5","fungi.Ecotone.BOER.3","fungi.Ecotone.BOER.8","fungi.Ecotone.LATR.6","fungi.Grass.BOER.6","fungi.Grass.PLJA.2","fungi.Shrub.LATR.7","fungi.Shrub.LATR.5","fungi.Grass.BOER.5","fungi.Ecotone.LATR.2","fungi.Ecotone.LATR.3","fungi.Shrub.LATR.6","fungi.Ecotone.BOER.2","fungi.Ecotone.LATR.7","fungi.Ecotone.PLJA.7","fungi.Grass.BOGR.3","fungi.Shrub.LATR.2","fungi.Shrub.LATR.4","fungi.Ecotone.BOER.1","fungi.Ecotone.BOER.5","fungi.Grass.PLJA.7","fungi.Grass.BOER.2","fungi.Grass.BOGR.8","fungi.Grass.BOGR.6","fungi.Ecotone.BOER.6","fungi.Grass.PLJA.8","fungi.Grass.BOGR.2","fungi.Grass.BOER.8","fungi.Grass.PLJA.3","fungi.Shrub.LATR.1","fungi.Grass.BOER.3","fungi.Ecotone.LATR.1","fungi.Ecotone.PLJA.6","fungi.Ecotone.PLJA.2","fungi.Grass.BOER.1","fungi.Ecotone.PLJA.4","fungi.Grass.PLJA.4"
"1851","OTU2818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.518458058,0,0,0,2.678839159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1852","OTU925",0,0,0,0,7.741769853,0,0,0,0,0,0,0,0,0,0,0,4.266248327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.653119454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1853","OTU1693",0,0,0,0,0,0,0,5.34114601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1854","OTU2412",0,0,0,0,0,0,0,0,3.940759026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.134312758,0,0,0,0,0,0,0,0,0,0,0,0,0,4.836192537,0,0,2.646548042,0,4.025341937,0,0,0,0,0,0,0,0,0,0,0,0
"1855","OTU2215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.871458153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.958891673,0,0,0,0,0,0,0,0,0,0,0,0,0
"1856","OTU1247",0,0,0,0,0,0,0,0,0,0,1.900203627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.531954265,0,0,0,0,0,0,6.657017479,0,0,0,0,0,0
"1857","OTU668",3.75656216,0,5.698073326,0,0,5.44557793,0,0,0,0,0,0,0,0,0,0,5.083092656,0,0,0,0,0,0,2.602132466,6.882485169,0,0,0,0,0,0,0,5.111191867,4.539285284,0,0,0,0,0,0,0,0,4.604658764,0,0,0,0,0,0,0,0,0,0,0,0,0
"1858","OTU4110",0,3.089617702,0,0,0,0,0,3.108209716,0,0,0,0,0,0,0,5.40456475,0,4.089354511,0,7.193169478,0,0,0,3.394103761,0,0,0,0,0,0,0,0,0,0,2.577953089,0,0,3.544484038,0,3.213565707,0,0,2.582079002,0,5.484223361,0,3.053312781,0,0,4.740081299,0,0,0,0,0,6.117429102
"1859","OTU2311",2.565004248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1860","OTU4628",3.57639363,3.747281049,3.153917208,0,2.516787072,3.574236969,3.606584543,3.275195494,2.591670418,3.500497793,3.286161214,3.285628502,2.801579009,2.791227248,3.375146241,3.494369334,3.558981603,3.444221617,3.377062791,3.172332315,3.458326255,0,2.886118151,0,3.330831483,0,3.430401173,3.156678067,2.71444717,3.6695522,2.928251753,3.501098791,2.806714943,3.935508959,3.591907816,3.209814027,2.832242309,3.018232371,0,3.213565707,2.3582801,3.136886856,3.596850772,2.7839874,2.755846235,0,3.763166799,2.629634975,3.502028233,0,0,3.103909712,2.553508656,0,3.14980771,3.148553876
"1861","OTU1300",0,0,0,0,0,0,0,0,4.544952604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03865088,6.280701643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1862","OTU1319",0,0,0,0,0,5.487408967,0,0,0,0,0,0,0,0,0,0,0,0,5.946490783,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05314531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1863","OTU1338",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.272293062,0,0,0,0,0,0,0,0
"1864","OTU1163",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.265466152,0,0,0,0,0,0,0,0,6.093362348,0,0,0,0,0,0,0,0,0,0,0,0,0,5.717294964,0,0,0,0,0,0,0,0,0,0,4.684902672,0
"1865","OTU2970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93206957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1866","OTU2219",0,0,0,0,0,3.807322594,5.112130201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1867","OTU3491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.093417216,0,0,0,0,0,2.806714943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1868","OTU1756",0,0,0,0,0,0,0,0,0,6.863716974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1869","OTU4948",0,0,0,0,0,0,0,4.789660495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1870","OTU3985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.043993989,0,0,0,0,0,0,0,0,0
"1871","OTU1602",4.983442798,0,0,0,0,0,0,0,0,0,0,0,0,0,4.889773921,0,4.489105944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1872","OTU1577",0,5.793801532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1873","OTU1538",0,5.923704966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1874","OTU1355",0,0,4.640283548,0,0,0,0,0,4.071193326,0,0,2.985304521,0,0,3.375146241,0,4.752150294,0,0,0,0,4.428400771,0,0,0,0,0,0,0,0,0,4.3463501,3.312713893,3.286886232,0,3.606039529,0,0,0,3.433738662,0,0,4.05894555,0,0,0,0,0,0,3.300900627,0,0,0,0,0,0
"1875","OTU3675",0,0,0,3.237271277,0,0,3.606584543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.620872599,0,0,0,0,0,0,0,0,5.170541912,0,0,0,0,0,0,0,2.3582801,2.646548042,6.244819541,3.287768053,0,0,0,0,2.695481347,0,2.889604284,5.316145014,0,5.173758986,0,0
"1876","OTU1407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.027274114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1877","OTU2609",0,0,0,0,0,0,2.786002834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445973725,0,0,0,0,0,0,0,0,0,0,0,0,3.742419576,0,0,0
"1878","OTU1025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.323402035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1879","OTU1690",0,0,0,0,0,4.689324682,0,0,0,0,0,0,0,0,0,6.652408682,0,0,0,4.870878986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.681813889,0,0,0,0,0,0,0
"1880","OTU2291",0,3.305096149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.034785701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.241734116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.553508656,0,0,0
"1881","OTU1249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.928717555,0,0,0,0,0,0,0,0,0,0,0,0,0
"1882","OTU1377",0,0,2.787017932,0,3.295414747,0,0,0,0,4.892167747,2.322796545,0,4.273255773,0,0,0,2.744774742,0,0,0,0,0,0,0,4.073327677,0,0,0,0,0,0,0,0,0,0,0,0,0,3.738910829,0,0,6.57561658,2.582079002,3.83837246,0,0,3.582826654,5.076608972,0,0,0,0,0,0,0,0
"1883","OTU544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.869290772,0,0,0,0,0,0,0,3.132756044,0,0,0,0,0,0,0,0,0,0
"1884","OTU1585",0,0,0,0,0,0,0,0,0,0,0,0,0,4.926131186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1885","OTU4933",0,0,0,0,0,0,0,0,0,2.978021499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.700747738,2.445973725,0,2.646548042,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1886","OTU4358",3.351168538,3.089617702,2.787017932,0,0,3.25922252,3.731096957,3.415247594,3.789359257,3.500497793,3.533331474,2.508322536,3.091525264,3.295714975,3.572214142,3.821255757,2.744774742,2.770031289,3.158941366,3.172332315,2.939503314,2.698359713,0,2.602132466,3.504262877,3.135709409,2.443189063,3.878950369,3.523945425,3.905880441,3.446000737,2.502174432,3.312713893,2.78318406,3.366142608,3.429846936,2.832242309,3.018232371,2.700747738,3.610038523,3.328658149,2.646548042,3.066150315,2.7839874,3.990887041,4.004884866,2.570373376,2.629634975,3.190602423,2.795951699,3.964243255,2.813296243,3.337875271,3.918751087,3.14980771,3.686781152
"1887","OTU1088",0,0,0,0,0,0,6.933646246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1888","OTU4204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.399819812,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1889","OTU1062",0,0,0,0,0,0,4.027808349,0,0,0,0,5.191833942,0,0,0,0,0,0,4.953850417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.879346184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.819939724,0,0,0
"1890","OTU3187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.480770914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1891","OTU1343",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.889773921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.024358793,0,0,0,0,0,0,0,0,5.833717691,0,0,0,0,0,0,0,0,0,0,0,0,0
"1892","OTU2667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.601651147,0,0,0,0,0,0,0,0,0,0,0
"1893","OTU1822",3.75656216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.958813482,0,0,0,0,0,0,0,0
"1894","OTU1856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.896841571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.370913853,0,0,0,0,5.446466651,0,0,0,0,0,0,0,0
"1895","OTU2039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.215089456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1896","OTU3818",0,0,0,0,0,2.757984061,2.325986005,0,0,0,0,0,0,2.330774884,0,0,0,0,0,0,2.466488087,0,0,0,0,0,0,0,0,0,0,0,0,0,2.577953089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1897","OTU2426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.183389215,0,0,0
"1898","OTU1475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.141237108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1899","OTU1931",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.972421889,0,0,0,0,2.466488087,0,0,0,0,0,0,0,0,0,3.446000737,2.502174432,0,0,0,0,0,0,0,2.445973725,0,0,0,0,0,3.132756044,0,5.296432022,0,0,0,0,0,4.785336413,0,0
"1900","OTU2376",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.920144207,0,0,0,0,0,0,0,7.987163951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1901","OTU2872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.898008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1902","OTU1580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.799681779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1903","OTU1640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.174823537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.510233089,0,0,0,0,0,0,0
"1904","OTU2815",0,0,0,0,0,0,0,4.167250743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1905","OTU4650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.866276176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1906","OTU1898",0,0,0,0,0,0,0,0,4.381527535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1907","OTU2498",0,0,0,0,5.204518418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1908","OTU1290",0,0,0,0,0,5.310467968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1909","OTU2523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.627917985,0,0,0,0
"1910","OTU1792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.765847804,0,0,0,0,0,0,0,0,0
"1911","OTU4306",3.57639363,2.338608351,2.990483489,3.551144099,2.516787072,3.25922252,3.075062568,2.620417184,3.940759026,2.978021499,3.185458334,2.985304521,3.091525264,3.080584253,3.572214142,0,3.244720692,2.770031289,3.551791156,3.712703257,3.458326255,3.193762448,3.399821419,3.802222819,3.504262877,3.672773531,2.914015136,3.695639154,3.523945425,3.349884403,3.305248865,2.502174432,4.05314531,3.459071931,3.061625183,2.44272663,0,3.32037551,0,3.213565707,3.328658149,3.44546197,3.066150315,2.7839874,3.256875551,3.132756044,3.053312781,3.653808908,3.190602423,3.300900627,3.403643615,3.63807826,2.553508656,3.057445428,3.542047009,2.657177521
"1912","OTU2848",4.037134573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.069900332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1913","OTU1659",0,0,0,0,0,0,0,0,0,0,0,0,4.612531781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.570001882,5.220531274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1914","OTU2207",3.047425232,2.338608351,0,0,0,0,0,0,0,0,0,0,0,2.330774884,2.048389678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.695481347,2.795951699,0,0,0,0,0,0
"1915","OTU949",0,0,0,0,0,0,0,0,5.388870842,0,3.783433936,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4421509,0,0,0,0,2.840588477,0,0,2.806714943,4.804046874,0,0,0,0,0,0,0,0,0,0,5.154571947,0,0,0,0,0,0,0,0,0,0,0
"1916","OTU2355",2.565004248,0,0,0,0,0,0,0,0,6.345286026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1917","OTU4813",0,0,0,0,0,0,0,0,0,0,0,2.985304521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1918","OTU4471",0,2.799774199,2.075283473,0,0,3.574236969,2.325986005,2.173999356,3.076670799,3.500497793,1.900203627,3.508467507,3.30707704,2.791227248,2.483816605,0,2.744774742,3.058182919,3.158941366,2.678839159,2.939503314,0,0,2.602132466,2.823224084,0,0,3.156678067,0,3.349884403,2.647014025,0,3.865493027,2.323402035,2.577953089,2.44272663,2.832242309,3.723797739,2.700747738,3.433738662,2.3582801,2.646548042,3.370913853,0,3.256875551,0,0,3.425906275,0,0,0,3.103909712,3.034821384,3.057445428,2.39077057,0
"1919","OTU730",0,0,0,0,0,0,0,0,0,0,0,0,0,8.422682243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1920","OTU2707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.755846235,0,0,0,0,0,0,0,0,0,0,0
"1921","OTU3529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71444717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1922","OTU953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.466488087,0,0,0,3.114402943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1923","OTU1274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84187384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.513529112,0,0,0,0,0,0,0,0
"1924","OTU1159",0,0,0,0,7.045352915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.209911473
"1925","OTU2256",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.939916484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1926","OTU4984",0,2.799774199,2.787017932,0,0,2.757984061,2.325986005,0,0,0,2.322796545,2.508322536,2.340262344,2.791227248,2.048389678,2.972421889,3.244720692,0,2.86536452,0,0,3.193762448,3.722010945,0,0,0,2.443189063,0,3.523945425,0,3.446000737,3.278520744,2.806714943,2.323402035,3.061625183,3.209814027,2.832242309,2.538374853,2.700747738,2.445973725,0,2.646548042,2.582079002,2.7839874,0,3.132756044,3.053312781,3.118324937,0,0,3.403643615,2.813296243,3.034821384,0,2.39077057,3.148553876
"1927","OTU1916",0,0,0,0,0,6.194345733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1928","OTU1459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.072967389,0,0,0,0,0
"1929","OTU845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05314531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.912729438,0,0,0,0,0
"1930","OTU1315",0,0,4.955008751,0,0,0,0,0,0,0,0,0,0,0,5.797711982,0,5.337926129,0,0,0,0,0,0,0,3.885182092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.068706205,0,0,0,0,0,0,5.514947087,0,5.033583367,0,0,0,0,0,0
"1931","OTU1460",2.565004248,0,0,0,3.697228563,0,0,3.108209716,0,0,0,0,0,0,0,0,3.558981603,0,0,0,0,0,0,0,0,0,0,4.16418819,0,0,0,0,0,0,3.772489812,2.913509397,0,0,0,0,0,0,0,0,0,0,0,0,0,2.795951699,0,0,0,0,0,0
"1932","OTU2431",0,0,0,0,0,0,4.491381914,0,4.185965215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1933","OTU787",0,0,0,0,0,0,0,0,4.617777438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00444111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1934","OTU1411",0,0,0,0,0,0,0,0,0,0,4.460074717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.680565922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1935","OTU2503",0,0,0,0,0,0,0,2.900189257,0,3.500497793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1936","OTU2011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.671032142,0,0,0,0,0,0,0,0
"1937","OTU1128",0,0,4.084018891,0,0,4.915032774,5.398235306,0,0,0,0,2.985304521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.332676055,0,0,0,0,0,4.024358793,0,0,0,0,0,0,0,0,4.173539012,0,0,0,0,0,0,0,0,0,0,0,0,0
"1938","OTU4412",3.047425232,2.799774199,3.291094604,3.551144099,3.295414747,3.25922252,3.289980359,3.108209716,3.382005453,3.500497793,3.376433303,2.508322536,3.30707704,2.791227248,2.958469417,2.972421889,3.558981603,3.058182919,3.158941366,3.172332315,3.783433936,3.193762448,2.886118151,3.088147767,3.649529488,0,3.210348311,3.695639154,0,4.094542449,3.567513307,3.679240602,3.630485737,3.603331012,3.366142608,3.209814027,2.832242309,3.723797739,3.196384168,2.91706069,3.328658149,3.674057758,2.582079002,3.83837246,3.571768222,3.132756044,3.053312781,3.118324937,3.502028233,0,3.403643615,2.813296243,3.562619316,3.918751087,3.814144851,3.148553876
"1939","OTU1552",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.603331012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1940","OTU1623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.861347146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.686781152
