"","OTU","fungi.Grass.BOGR.1","fungi.Ecotone.LATR.8","fungi.Ecotone.PLJA.8","fungi.Ecotone.PLJA.1","fungi.Grass.BOER.4","fungi.Grass.BOER.7","fungi.Ecotone.LATR.5","fungi.Grass.PLJA.6","fungi.Shrub.LATR.8","fungi.Grass.BOGR.7","fungi.Ecotone.BOER.4","fungi.Ecotone.BOER.7","fungi.Ecotone.PLJA.5","fungi.Ecotone.LATR.4","fungi.Grass.PLJA.5","fungi.Grass.PLJA.1","fungi.Grass.BOGR.4","fungi.Ecotone.PLJA.3","fungi.Shrub.LATR.3","fungi.Grass.BOGR.5","fungi.Ecotone.BOER.3","fungi.Ecotone.BOER.8","fungi.Ecotone.LATR.6","fungi.Grass.BOER.6","fungi.Grass.PLJA.2","fungi.Shrub.LATR.7","fungi.Shrub.LATR.5","fungi.Grass.BOER.5","fungi.Ecotone.LATR.2","fungi.Ecotone.LATR.3","fungi.Shrub.LATR.6","fungi.Ecotone.BOER.2","fungi.Ecotone.LATR.7","fungi.Ecotone.PLJA.7","fungi.Grass.BOGR.3","fungi.Shrub.LATR.2","fungi.Shrub.LATR.4","fungi.Ecotone.BOER.1","fungi.Ecotone.BOER.5","fungi.Grass.PLJA.7","fungi.Grass.BOER.2","fungi.Grass.BOGR.8","fungi.Grass.BOGR.6","fungi.Ecotone.BOER.6","fungi.Grass.PLJA.8","fungi.Grass.BOGR.2","fungi.Grass.BOER.8","fungi.Grass.PLJA.3","fungi.Shrub.LATR.1","fungi.Grass.BOER.3","fungi.Ecotone.LATR.1","fungi.Ecotone.PLJA.6","fungi.Ecotone.PLJA.2","fungi.Grass.BOER.1","fungi.Ecotone.PLJA.4","fungi.Grass.PLJA.4"
"166","OTU538",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.132756044,0,0,0,0,0,0,0,0,0,0
"167","OTU554",0,4.560943602,0,0,0,0,0,0,7.62446529,0,0,0,0,0,0,0,0,0,8.840744737,0,0,4.323971907,0,0,0,0,6.211825807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.033583367,0,0,0,0,0,0
"168","OTU102",0,2.338608351,0,0,0,0,0,0,5.800142624,0,0,0,2.340262344,0,0,0,3.558981603,0,6.468920082,0,0,0,0,0,0,0,3.993270959,0,0,0,15.93755464,0,0,0,0,0,0,2.538374853,0,0,0,0,6.171842956,0,0,7.872685397,0,0,0,0,0,0,0,0,0,0
"169","OTU99",0,6.487497604,6.859335111,7.009764413,2.516787072,6.30901681,6.484200788,0,10.36011972,5.858809493,6.452477253,10.08558595,0,7.247537346,7.676388098,0,0,2.311343213,9.206364101,6.131629617,0,6.947350582,0,6.003913115,4.776516865,0,0,5.601651147,0,7.075425848,7.983677,6.733059363,8.247921661,8.665335666,0,7.409768671,0,8.310989381,4.210248836,0,0,0,5.442099729,8.571221971,0,0,7.31495868,0,7.156636799,0,3.403643615,6.953614808,0,0,6.176236274,0
"170","OTU358",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.048389678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.644561381,0,2.646548042,0,0,0,14.06693069,0,0,0,0,0,0,0,0,0,0
"171","OTU107",0,2.338608351,0,0,0,0,0,0,0,0,1.900203627,2.508322536,0,0,0,0,5.621555333,0,0,0,0,0,0,0,0,0,0,0,3.211424472,0,0,0,2.806714943,0,0,2.44272663,2.832242309,0,0,0,0,0,0,0,0,0,0,7.659536088,0,0,0,0,2.553508656,0,0,0
"172","OTU475",5.07535474,0,0,0,0,0,3.606584543,0,0,0,0,5.714304977,5.397666168,0,5.32371781,0,0,0,0,4.050067411,0,0,0,0,0,0,0,0,0,0,0,0,4.209908988,4.250099464,5.700885541,0,0,0,4.962763874,5.4118095,0,0,0,5.644330931,0,0,0,0,0,5.096117709,3.403643615,0,0,0,0,0
"173","OTU246",0,7.15007449,0,0,0,0,0,0,0,0,0,5.361303856,0,4.775114887,0,0,0,7.324282915,7.744531045,0,0,6.836083707,0,0,0,0,5.512548926,0,8.849063189,5.804227217,0,8.298180456,4.570001882,6.001156129,0,0,6.882264873,0,6.145688284,0,0,0,0,0,0,0,0,0,0,2.795951699,9.327399652,0,5.259570508,0,5.352408474,0
"174","OTU118",4.883128547,0,0,2.281955134,0,5.26173647,0,0,0,0,1.900203627,4.431925363,0,0,3.656638978,0,0,5.861347146,0,0,0,0,0,5.439254644,0,7.387825386,10.2855787,0,5.972637811,8.035146976,2.198435809,0,0,0,0,0,0,0,0,3.610038523,0,0,4.531954265,0,0,0,0,0,0,5.096117709,0,4.28799837,0,13.60432164,2.39077057,5.905901754
"175","OTU723",0,0,0,0,0,0,0,0,0,0,0,0,7.751337048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","OTU560",0,0,0,0,0,0,5.351187641,0,0,0,0,2.985304521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.755292797,0,0,0,0,0,4.901546491,0,0,0,0,0,7.661204482,0,4.604658764,0,0,0,5.424185784,0,0,0,0,0,0,0,0,0
"177","OTU148",0,0,0,0,0,0,0,0,0,0,0,2.985304521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71444717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.350999116,0,0,0,0
"178","OTU643",0,0,0,0,4.91394976,0,0,2.173999356,0,0,0,0,0,0,7.649724288,0,0,0,0,0,0,4.323971907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91706069,0,0,4.604658764,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","OTU910",0,0,0,0,0,0,0,0,0,0,0,2.508322536,0,0,3.4790958,0,0,0,0,3.896457655,0,0,0,0,0,0,2.443189063,0,0,0,0,0,0,0,0,0,0,0,0,0,4.931248698,0,3.596850772,4.88044197,0,0,0,0,0,0,0,0,4.136506312,0,0,0
"180","OTU49",7.768713193,5.038891975,0,0,0,9.727407995,0,3.738210318,0,7.524947186,0,5.890576274,0,2.330774884,9.66872386,0,7.168335975,8.755823281,0,4.806002214,0,0,6.224086723,4.987609168,5.913263095,0,0,0,0,0,0,0,3.865493027,0,6.541328217,0,0,0,5.812275079,6.409751368,5.002119653,0,6.989307314,2.7839874,0,0,6.513014764,0,0,6.373440817,3.403643615,7.211041355,6.647176315,0,0,7.183269798
"181","OTU240",0,0,0,0,0,0,0,0,0,0,6.840236226,4.633701855,0,0,5.099268631,0,0,0,0,0,0,5.072800238,0,5.684884055,6.065434124,0,0,7.659764335,0,0,0,2.502174432,0,0,0,0,0,0,0,0,11.11916475,0,0,0,0,0,0,7.430767043,2.695481347,0,0,4.6750035,0,0,0,0
"182","OTU510",0,0,0,0,0,2.757984061,0,0,6.091102275,0,0,0,2.801579009,0,0,0,0,0,0,0,0,0,0,0,0,10.17761125,3.606609048,0,2.71444717,2.840588477,0,0,0,0,0,0,5.206584543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183","OTU2543",5.31318172,0,6.948354474,0,2.516787072,5.902924628,0,4.32629978,0,0,6.860379745,8.395070223,5.761964139,0,6.083968028,0,4.962498662,2.311343213,5.162089972,5.369582109,5.956672639,6.892635639,0,7.062019457,7.244277212,0,0,6.193773371,0,0,0,7.333461786,4.209908988,8.648425664,6.145952147,2.44272663,0,7.62123355,0,4.901735092,6.801697237,6.926067324,5.880960237,7.070313536,3.256875551,3.132756044,5.168195749,0,0,2.795951699,2.889604284,7.862507298,0,0,6.607394983,5.905901754
"184","OTU280",0,7.706107527,0,0,0,0,0,0,0,6.84249733,0,4.749185558,0,2.330774884,6.511392973,0,0,7.557895804,0,0,0,0,0,0,0,0,0,0,7.145872786,0,0,0,0,0,0,0,0,0,0,0,8.411862496,0,0,6.859084103,0,0,0,0,0,0,0,0,0,0,0,3.686781152
"185","OTU89",0,0,0,0,0,8.659890061,0,13.60404697,0,0,0,0,0,2.330774884,2.048389678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.913509397,0,0,2.700747738,0,0,0,7.42857226,2.7839874,0,0,0,0,0,0,0,0,0,0,0,0
"186","OTU147",14.34321346,0,0,0,0,0,0,11.14886292,0,2.978021499,0,8.834138231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.772752205,0,0,2.44272663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.553508656,0,0,2.657177521
"187","OTU353",0,0,0,0,0,5.44557793,5.302177976,0,4.617777438,0,0,5.989791022,0,0,5.909962271,0,5.881978556,0,0,5.328447103,5.523988085,4.323971907,0,0,5.004845379,6.00817871,0,0,0,0,0,0,4.05314531,5.137319599,0,5.761516442,0,0,3.508114619,0,0,0,3.928717555,5.079361074,5.039946003,7.486613933,0,0,6.04293414,5.211629521,0,5.65042986,0,0,5.846949125,0
"188","OTU2082",0,0,0,0,5.37429249,0,0,0,4.288592726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.980582395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","OTU412",0,0,6.250660124,0,0,0,0,3.824698985,4.071193326,0,0,5.590272895,0,0,5.136809396,0,0,0,2.86536452,4.402848653,0,0,0,0,6.021557631,0,4.601645096,0,0,2.840588477,0,0,0,8.508999289,0,0,0,0,5.841110846,0,5.681813889,0,0,7.34646947,0,0,0,0,0,0,0,5.120408982,5.580293243,0,0,0
"190","OTU3667",5.382693074,5.189253246,5.103662257,4.817680922,4.96042702,4.980848483,5.112130201,5.013794571,5.069031371,4.561580309,4.965726646,5.076631175,4.940315868,4.994410772,4.842576619,5.210063889,5.024438204,4.617828946,5.027685688,4.870878986,5.265466152,5.223864306,5.339952778,4.987609168,4.933948917,4.942895147,4.807882853,5.174823537,5.040275857,4.881549037,4.999771211,5.026423299,4.982123024,5.165739001,4.59901496,5.019110254,5.368946619,4.394992021,4.962763874,4.713787498,4.931248698,5.100994219,5.055118267,4.724091031,4.68646563,4.881549037,5.284867076,5.373831429,5.265869665,4.896760401,5.163618462,4.804761147,4.813018655,4.996613364,4.903318691,5.253976564
"191","OTU479",4.253591089,0,4.977510166,4.70355009,0,0,0,0,0,6.157227565,5.715049408,0,4.046864242,0,0,0,0,0,0,0,0,6.352536803,8.489534807,6.960787608,4.427164307,0,0,0,0,0,0,0,0,0,4.790679567,0,0,0,0,0,0,0,0,0,5.524634975,0,0,0,0,0,0,4.28799837,0,0,5.864610405,4.633670197
"192","OTU335",0,6.762635078,0,0,0,0,0,3.903839586,0,0,0,0,0,0,0,0,0,8.938123437,0,6.785151258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.574083188,6.625803628,0,0,0,0,0,0,0,0,3.852651499,0,0,0,0,0,0
"193","OTU134",0,0,0,0,0,0,2.325986005,0,0,0,0,2.508322536,0,0,0,0,0,0,2.398681599,0,0,0,0,0,0,0,2.443189063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","OTU110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.790414436,11.46831804,0,3.172332315,0,0,0,0,0,2.645475258,0,0,0,0,2.198435809,0,0,0,0,2.44272663,0,0,0,0,0,0,5.759461409,0,0,0,0,2.629634975,2.695481347,0,0,0,0,14.47629596,0,0
"195","OTU145",0,0,0,0,0,0,0,6.448604884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.570829569,0,0,0,0,0,3.905880441,0,0,0,0,0,0,0,0,0,0,0,0,16.75441154,0,0,0,0,0,0,5.265274781,0,0,0,0,0,0
"196","OTU3717",5.118613319,5.038891975,4.640283548,4.853155706,4.761144448,4.915032774,4.918971743,4.907512179,5.199639409,4.683708435,5.136387094,4.749185558,4.78902231,4.645846476,5.040486861,4.785764781,4.752150294,4.662552404,5.062831271,5.14755864,5.014933782,4.959418354,4.860469331,4.881691625,4.933948917,4.53869498,5.351218503,4.912088827,4.981955546,5.028741449,5.101666107,4.983695677,5.226944025,5.246974158,5.049133569,4.897000227,4.241734116,5.199536552,4.431525785,4.857753839,4.773871559,5.194387564,4.958891673,4.950836592,5.154571947,4.614185876,5.083189457,4.66968522,4.685499676,4.555954194,4.775705696,5.057670247,4.866777214,4.785336413,5.211579849,4.959418354
"197","OTU947",2.565004248,0,0,0,0,2.757984061,0,0,0,7.291445596,0,0,6.739551012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.703505128,0,0,0,0,0,0,7.986314372,0,0,0,0,0,0,0,0,0
"198","OTU741",2.565004248,2.338608351,0,0,0,0,0,0,0,0,0,0,0,2.330774884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","OTU588",0,0,0,0,5.047859668,0,0,0,0,0,3.783433936,2.508322536,4.975053518,0,0,0,0,5.813904458,0,0,5.919375363,0,6.408467722,0,0,7.45499762,0,0,0,7.95786998,0,6.071671474,2.806714943,0,0,4.342852574,4.946243421,0,0,0,0,7.558425557,0,5.348258085,5.039946003,0,0,0,5.581753291,0,0,0,0,0,4.863063536,0
"200","OTU257",4.649015053,0,0,0,0,0,5.051412994,0,0,10.50653916,0,0,0,0,0,9.843308433,3.244720692,0,0,2.678839159,5.84146324,0,0,6.556042553,0,0,0,0,0,7.208613524,0,0,0,0,5.530670847,5.163435206,0,0,0,0,0,0,0,5.138453786,7.030235647,0,7.083319093,0,0,4.652089553,2.889604284,2.350999116,0,0,0,0
"201","OTU24",2.565004248,2.338608351,0,0,0,0,5.589698803,2.173999356,2.591670418,0,0,0,0,0,0,0,0,2.311343213,4.207094686,0,2.466488087,2.698359713,0,2.602132466,0,0,0,0,0,0,2.198435809,0,2.806714943,2.323402035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.71770217,0,0,0,0
"202","OTU313",0,0,6.026184496,0,0,0,0,0,0,0,0,0,0,5.358782038,3.933312687,0,4.671657078,0,0,0,0,0,6.760688975,5.332529422,0,0,5.229927464,2.664578781,6.950903288,0,2.198435809,2.502174432,5.170541912,4.588367897,0,0,0,0,0,0,0,0,0,0,0,0,5.321277366,0,0,4.555954194,0,4.218116703,0,0,0,0
"203","OTU283",0,0,0,0,0,5.778943078,0,0,0,0,0,2.508322536,6.757174185,0,2.483816605,0,0,0,0,0,0,0,2.886118151,8.733294945,4.539640662,0,0,0,3.211424472,0,0,0,0,5.661750965,0,0,0,0,2.700747738,0,5.035912809,0,4.05894555,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","OTU21",0,0,2.513050455,0,11.78748667,10.95961068,2.325986005,0,0,0,9.343973684,10.50099654,6.915804896,0,2.048389678,2.972421889,0,0,0,2.678839159,7.679246379,7.689386749,0,7.703104157,0,0,0,8.88261218,2.71444717,0,3.674615578,9.43353889,2.806714943,0,0,3.429846936,0,11.04553755,10.71422284,0,8.67677513,2.646548042,5.97064744,11.76567181,0,0,8.233639185,0,2.695481347,7.47816227,0,0,7.476348792,9.250027572,6.162227953,2.657177521
"205","OTU31",6.560369083,0,0,0,0,4.844966788,0,0,0,11.11657145,0,4.179117161,0,0,8.987526707,0,10.28386213,0,2.398681599,10.43061718,0,0,2.886118151,8.49616899,0,0,0,3.695639154,0,0,0,0,0,0,12.55393528,0,0,3.018232371,2.700747738,5.023922373,5.844090026,11.37379636,9.562355427,0,0,15.70829113,0,4.863121415,0,0,5.725521912,2.350999116,2.553508656,0,0,7.362711626
"206","OTU70",10.39516293,6.691393958,5.584645356,7.023466658,11.65013653,5.487408967,0,6.589348115,5.199639409,9.021737872,8.147220427,8.778821153,9.214820712,0,6.925494071,0,8.849130875,8.644857278,0,0,0,6.095485011,0,6.960787608,8.498062061,0,0,9.812285939,0,0,0,0,0,0,8.287534062,0,0,4.218615276,8.151118295,6.84569156,9.14459408,11.91535994,7.09651086,5.299268552,5.957363415,0,7.072993097,7.659536088,0,7.728859569,4.31313997,4.28799837,4.02244523,0,0,11.59211001
"207","OTU530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.600381989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","OTU150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.886118151,0,0,0,2.443189063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","OTU584",0,6.477081893,2.075283473,0,0,0,0,0,13.78218682,0,0,0,0,0,0,0,0,0,8.676021986,0,0,2.698359713,0,0,0,0,2.443189063,0,0,0,7.211835419,3.828315731,2.806714943,0,0,2.44272663,0,2.538374853,0,0,0,0,0,2.7839874,0,0,0,0,9.608881964,2.795951699,0,0,0,0,0,0
"210","OTU1542",0,2.799774199,0,0,0,0,0,3.903839586,0,0,0,0,0,2.330774884,0,0,0,0,0,2.678839159,0,0,0,0,0,0,2.443189063,0,3.211424472,2.840588477,0,0,0,0,4.73060026,0,0,0,0,0,6.145967337,4.761491423,4.604658764,2.7839874,2.755846235,8.929660456,0,5.809813865,0,5.699601393,2.889604284,2.350999116,0,5.088688704,2.856722168,2.657177521
"211","OTU86",0,0,6.201960031,0,0,7.269525094,0,0,5.919696372,0,1.900203627,5.227775108,0,0,0,0,0,0,0,0,0,6.047658556,0,17.07378699,5.777535561,0,0,8.781404789,0,0,0,0,0,6.162227953,4.59901496,0,0,6.303232067,0,0,9.876489579,0,4.173539012,0,0,0,0,9.000000243,0,2.795951699,0,0,0,0,2.39077057,0
"212","OTU122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.744774742,0,0,0,0,0,7.208820144,0,0,2.645475258,0,0,0,0,0,0,3.865493027,0,0,0,0,2.538374853,8.901248485,0,0,0,0,17.23611455,0,0,0,0,0,0,0,3.103909712,0,0,0,0
"213","OTU357",9.254776625,0,5.929012734,5.436976363,0,0,0,7.736277722,0,0,1.900203627,3.964668814,6.254795826,0,2.048389678,0,0,7.894155388,0,5.834392477,0,5.175712794,0,0,7.952867471,0,0,0,0,0,0,5.65629825,0,0,0,0,0,0,5.923986167,0,0,0,5.926561737,0,0,0,0,7.796325713,0,7.676924437,0,0,0,0,0,5.743454841
"214","OTU3855",4.712585847,4.610161442,4.955008751,5.014933782,5.089117834,4.844966788,4.109108339,4.961943309,5.423310434,4.892167747,4.656993579,4.853270998,4.612531781,4.190586364,4.866433888,4.062610343,4.266248327,4.824501244,5.096901746,4.402848653,4.690071002,4.522990075,4.673510937,4.824574554,5.004845379,5.319973329,5.129751996,4.564295002,4.785544498,4.881549037,4.916653825,4.892890405,4.209908988,4.764307228,4.59901496,4.807216397,4.603302991,4.896306781,5.128852285,4.418290691,4.967257302,4.619281297,5.008053945,5.395286125,4.398163153,4.614185876,4.656424338,4.863121415,4.759647744,4.652089553,4.94767078,4.804761147,4.415316629,4.661624472,4.684902672,4.776145104
"215","OTU179",3.351168538,0,0,0,2.516787072,0,2.325986005,0,6.261446457,0,0,0,0,3.612614289,3.733922807,2.972421889,0,0,0,0,8.51181666,0,6.305988455,0,0,6.459886664,5.561858187,0,5.891185014,0,0,5.680565922,5.226944025,4.949730607,0,3.606039529,8.569749102,0,3.508114619,4.661076405,5.539345524,3.136886856,9.584346012,5.68134223,0,0,0,0,6.873233578,5.412794984,7.511148712,3.971917194,0,0,4.777719741,0
"216","OTU3963",0,0,2.075283473,7.880233028,5.550284888,8.768368908,0,0,0,0,0,0,2.340262344,2.330774884,4.56872634,0,8.34532616,7.88957856,2.86536452,0,2.466488087,5.31451259,0,6.526035966,0,0,0,8.01375136,0,0,0,0,0,0,0,0,0,3.018232371,6.414396256,7.395402639,0,7.819014236,6.95581514,3.287768053,5.742685943,0,0,2.629634975,0,0,0,0,0,9.376013102,5.429433626,0
"217","OTU417",0,0,0,0,0,0,0,0,0,0,0,3.508467507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"218","OTU878",0,0,0,0,0,0,0,0,0,5.286346158,4.538422822,0,0,0,0,0,0,0,0,0,0,0,7.223977484,0,4.896695011,0,0,0,0,0,0,5.107237146,0,2.323402035,0,0,0,0,0,5.541889184,0,6.951138558,7.871784534,0,3.804768965,8.427342932,0,4.338385063,0,0,4.775705696,0,0,0,2.39077057,0
"219","OTU230",0,0,0,0,0,0,0,3.642771142,0,0,0,0,5.219636247,0,0,2.972421889,2.744774742,0,0,0,0,0,0,0,6.629302424,0,0,0,2.71444717,0,2.198435809,0,2.806714943,0,0,5.46042267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.057445428,0,0
"220","OTU4293",0,0,11.54094579,6.264178361,8.989981605,0,0,0,0,2.978021499,0,7.176654226,0,5.058699789,0,0,0,0,2.398681599,0,0,0,0,0,0,0,0,0,0,2.840588477,0,2.502174432,0,0,2.577953089,0,0,0,0,0,0,0,0,0,6.758558695,0,5.71502322,13.94355724,0,0,0,0,8.935465451,0,0,0
"221","OTU321",0,0,0,10.31145452,0,0,0,0,0,0,0,0,0,0,0,0,0,7.631732345,2.398681599,0,6.353401729,0,8.682782148,0,0,0,0,0,0,0,0,6.417883579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.95037127,0,0,0
"222","OTU205",0,0,0,0,0,0,0,0,0,0,1.900203627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.48578884,0,0,0,0,0,0,0,2.577953089,0,0,0,0,0,0,2.646548042,0,5.973640501,5.098723473,0,0,0,0,0,0,0,0,0,0,0
"223","OTU504",0,2.338608351,0,0,0,0,0,2.173999356,0,0,0,0,0,0,0,0,0,0,0,0,6.207862652,0,0,0,2.360094401,0,4.184092469,0,0,0,5.863824858,0,0,4.315039404,0,0,5.755037729,0,0,0,0,0,0,0,2.755846235,0,0,0,0,0,0,0,0,0,0,0
"224","OTU79",0,0,0,0,0,0,0,3.976833444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.429846936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"225","OTU4669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.840588477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"226","OTU427",0,0,0,0,0,0,0,0,0,0,8.819053082,2.508322536,0,0,0,0,0,0,0,0,0,2.698359713,0,0,0,0,0,0,0,0,0,0,0,3.072083444,0,0,0,5.407433267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","OTU689",4.508809038,0,5.063182434,0,2.516787072,5.157613173,0,0,0,0,0,6.756228992,0,0,0,0,0,0,0,0,0,0,0,5.404736642,6.162675762,0,0,6.592452365,0,0,0,0,0,6.50957531,0,0,0,0,0,5.201732215,0,0,4.276005778,0,0,0,0,0,0,5.699601393,0,0,0,0,0,0
"228","OTU348",7.533725349,0,2.075283473,0,7.185237131,0,0,0,2.591670418,8.673297537,0,0,0,0,5.577095329,0,6.048017561,6.446322448,0,2.678839159,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05697437,0,6.150791673,4.870285168,0,6.811529452,7.402586756,0,8.281036822,0,7.233156774,9.779093051,0,6.133024084,7.659536088,8.294999657,6.541850773,0,6.945673928,0,0,0,0
"229","OTU407",5.898470381,0,5.198918698,0,7.652140464,5.64168579,0,6.256399079,0,0,3.980170333,4.179117161,6.086749129,0,4.658657596,0,5.083092656,0,0,0,0,0,0,6.243375367,0,0,0,0,0,0,0,6.174756412,0,0,5.179385612,0,0,5.27304417,5.518201731,5.724978437,5.191054935,7.986249305,0,0,5.775616326,0,5.518911677,6.134750797,0,0,0,6.51093183,6.313800975,9.656221519,5.67605845,0
"230","OTU46",3.351168538,2.338608351,2.513050455,6.488950009,0,0,0,3.903839586,6.951857585,0,5.642109819,6.96926855,2.340262344,7.062775804,2.483816605,0,0,9.760352531,5.253353953,0,12.77341032,8.016672869,0,0,0,0,6.32513071,0,15.17188414,0,5.239042542,9.970436679,0,6.029352038,6.183359161,9.848132654,0,0,6.122754632,0,7.359277009,0,0,8.740570467,0,9.570590279,0,8.883349814,8.382836702,6.233209222,0,8.010447779,9.480713258,12.14406929,0,2.657177521
"231","OTU906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.285476707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","OTU162",0,9.615800035,7.052291669,0,0,0,0,0,0,0,7.608478869,6.13477677,8.108862544,5.119477039,5.720845898,0,3.977323276,0,0,0,6.731327956,6.621185587,8.040445913,0,0,2.645475258,0,8.01375136,0,0,0,6.017081877,4.344900755,6.248245459,0,2.44272663,0,5.762898005,7.78352649,0,5.002119653,0,0,6.759778779,6.548619824,0,3.582826654,0,0,2.795951699,8.564229233,0,9.100091879,0,0,8.529827577
"233","OTU617",3.57639363,0,5.877632272,0,0,0,4.807854177,0,4.685808914,0,5.523988085,0,0,0,3.733922807,0,0,0,2.398681599,0,0,2.698359713,0,0,0,0,0,0,0,0,2.198435809,0,3.865493027,4.024358793,0,0,0,2.538374853,0,0,0,0,0,5.348258085,0,0,2.570373376,0,0,0,0,0,0,0,5.773797892,5.116321048
"234","OTU212",5.415971183,0,4.185332968,6.318367447,0,5.101741677,0,4.276095508,4.972626932,0,4.215115222,7.131599461,4.940315868,0,4.146888225,0,6.688537035,6.88052732,0,0,8.287431927,5.972611732,0,0,2.360094401,9.422315821,8.835008803,0,10.55043545,0,5.077053285,6.602176802,2.806714943,4.764307228,0,4.656486596,8.025608169,0,3.196384168,3.433738662,4.773871559,0,3.928717555,6.030645845,0,0,0,7.325315959,0,6.077636558,7.733343226,4.627917985,5.986387848,0,0,0
"235","OTU225",0,0,2.075283473,0,0,0,0,10.48379827,4.866916967,0,0,0,0,0,6.405413852,0,0,0,0,0,0,6.807070156,0,0,0,7.702986938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.225797266,0,0,0,0,0,0,0,10.97882199,0,0,0,0,0
"236","OTU376",0,0,0,0,0,0,0,0,0,0,9.720332309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.832337259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.678050369,0,0,0,0,0
"237","OTU124",0,5.32205969,5.021175908,9.104783972,7.139810579,2.757984061,7.210992203,3.108209716,7.687452233,6.905366393,5.427218791,4.503714096,7.932675777,8.259763609,0,0,3.791541975,6.307145519,0,0,7.490388891,0,0,0,0,0,6.540303466,0,8.313722548,0,5.951467018,7.966865022,4.835824638,0,0,8.505542014,7.807926915,6.040517754,5.589805943,5.703505128,0,0,0,5.786283814,0,0,0,0,6.914730627,0,3.964243255,5.438184059,6.965617112,0,6.283576953,0
