"","variable","Trophic.Mode","value","site","SoilProcessID","SAND","SILT","CLAY","pH","P_ppm","K_ppm","OM_percent","NO3_N_ppm","Site","Species","Replicate","NAG_soil","NAG_OM","AlkP_soil","AlkP_OM","AAP_soil","AAP_OM","BG_soil","BG_OM","sampleID","project","Location","Spp","Rep","site_spp"
"74","fungi.Grass.BOER.1","Saprotroph",84.3639592510788,"Grass_BOER_1",41,48,26,26,8.5,19,255,1.2,1,"G","Boer",1,2.74,109.36,49,1952.49,"280.79","11187.96",24.67,983.01,"fungi.Grass.BOER.1","transitions","Grass","BOER",1,"G.Boer"
"75","fungi.Grass.BOER.1","Symbiotroph",109.976458346248,"Grass_BOER_1",41,48,26,26,8.5,19,255,1.2,1,"G","Boer",1,2.74,109.36,49,1952.49,"280.79","11187.96",24.67,983.01,"fungi.Grass.BOER.1","transitions","Grass","BOER",1,"G.Boer"
"76","fungi.Grass.BOER.2","Pathotroph",67.3561275813469,"Grass_BOER_2",42,50,30,20,8.4,25,251,1.1,2.7,"G","Boer",2,7.06,298.56,59.01,2496.09,"194.39","8222.43",59.96,2536.29,"fungi.Grass.BOER.2","transitions","Grass","BOER",2,"G.Boer"
"77","fungi.Grass.BOER.2","Saprotroph",151.547050347982,"Grass_BOER_2",42,50,30,20,8.4,25,251,1.1,2.7,"G","Boer",2,7.06,298.56,59.01,2496.09,"194.39","8222.43",59.96,2536.29,"fungi.Grass.BOER.2","transitions","Grass","BOER",2,"G.Boer"
"78","fungi.Grass.BOER.2","Symbiotroph",133.119110854088,"Grass_BOER_2",42,50,30,20,8.4,25,251,1.1,2.7,"G","Boer",2,7.06,298.56,59.01,2496.09,"194.39","8222.43",59.96,2536.29,"fungi.Grass.BOER.2","transitions","Grass","BOER",2,"G.Boer"
"79","fungi.Grass.BOER.3","Pathotroph",46.0408026794526,"Grass_BOER_3",43,54,24,22,8.4,26,285,1.5,1.6,"G","Boer",3,12.84,391.01,103.5,3151.92,"239.59","7296.37",112.67,3431.09,"fungi.Grass.BOER.3","transitions","Grass","BOER",3,"G.Boer"
"80","fungi.Grass.BOER.3","Saprotroph",184.12954013662,"Grass_BOER_3",43,54,24,22,8.4,26,285,1.5,1.6,"G","Boer",3,12.84,391.01,103.5,3151.92,"239.59","7296.37",112.67,3431.09,"fungi.Grass.BOER.3","transitions","Grass","BOER",3,"G.Boer"
"81","fungi.Grass.BOER.3","Symbiotroph",176.308933232796,"Grass_BOER_3",43,54,24,22,8.4,26,285,1.5,1.6,"G","Boer",3,12.84,391.01,103.5,3151.92,"239.59","7296.37",112.67,3431.09,"fungi.Grass.BOER.3","transitions","Grass","BOER",3,"G.Boer"
"82","fungi.Grass.BOER.4","Pathotroph",40.6111939023126,"Grass_BOER_4",44,54,20,26,8.4,23,265,1.4,1.5,"G","Boer",4,6.12,221.62,80.07,2899.79,"317.2","11487.83",53.44,1935.21,"fungi.Grass.BOER.4","transitions","Grass","BOER",4,"G.Boer"
"83","fungi.Grass.BOER.4","Saprotroph",67.2870288003761,"Grass_BOER_4",44,54,20,26,8.4,23,265,1.4,1.5,"G","Boer",4,6.12,221.62,80.07,2899.79,"317.2","11487.83",53.44,1935.21,"fungi.Grass.BOER.4","transitions","Grass","BOER",4,"G.Boer"
"84","fungi.Grass.BOER.4","Symbiotroph",127.399655228563,"Grass_BOER_4",44,54,20,26,8.4,23,265,1.4,1.5,"G","Boer",4,6.12,221.62,80.07,2899.79,"317.2","11487.83",53.44,1935.21,"fungi.Grass.BOER.4","transitions","Grass","BOER",4,"G.Boer"
"85","fungi.Grass.BOER.5","Pathotroph",61.237465388865,"Grass_BOER_5",45,52,26,22,8.4,31,300,1.1,3.8,"G","Boer",5,4.38,181.11,105.02,4339.92,"236.47","9772.24",32.99,1363.26,"fungi.Grass.BOER.5","transitions","Grass","BOER",5,"G.Boer"
"86","fungi.Grass.BOER.5","Saprotroph",103.465408395932,"Grass_BOER_5",45,52,26,22,8.4,31,300,1.1,3.8,"G","Boer",5,4.38,181.11,105.02,4339.92,"236.47","9772.24",32.99,1363.26,"fungi.Grass.BOER.5","transitions","Grass","BOER",5,"G.Boer"
"87","fungi.Grass.BOER.5","Symbiotroph",86.0782377187433,"Grass_BOER_5",45,52,26,22,8.4,31,300,1.1,3.8,"G","Boer",5,4.38,181.11,105.02,4339.92,"236.47","9772.24",32.99,1363.26,"fungi.Grass.BOER.5","transitions","Grass","BOER",5,"G.Boer"
"88","fungi.Grass.BOER.6","Pathotroph",42.6235741061166,"Grass_BOER_6",46,61,18.33333333,20.66666667,8.4,28,291,1.2,3.5,"G","Boer",6,8.87,322.83,50.38,1833.43,"152.6","5553.43",55.73,2028.12,"fungi.Grass.BOER.6","transitions","Grass","BOER",6,"G.Boer"
"89","fungi.Grass.BOER.6","Saprotroph",112.62451664298,"Grass_BOER_6",46,61,18.33333333,20.66666667,8.4,28,291,1.2,3.5,"G","Boer",6,8.87,322.83,50.38,1833.43,"152.6","5553.43",55.73,2028.12,"fungi.Grass.BOER.6","transitions","Grass","BOER",6,"G.Boer"
"90","fungi.Grass.BOER.6","Symbiotroph",123.153802570066,"Grass_BOER_6",46,61,18.33333333,20.66666667,8.4,28,291,1.2,3.5,"G","Boer",6,8.87,322.83,50.38,1833.43,"152.6","5553.43",55.73,2028.12,"fungi.Grass.BOER.6","transitions","Grass","BOER",6,"G.Boer"
"91","fungi.Grass.BOER.7","Pathotroph",74.9980092618679,"Grass_BOER_7",47,66,16.66666667,17.33333333,8.4,25,232,1,1.1,"G","Boer",7,11.2,554.6,49.11,2431.69,"126.96","6286.86",72.02,3566.38,"fungi.Grass.BOER.7","transitions","Grass","BOER",7,"G.Boer"
"92","fungi.Grass.BOER.7","Saprotroph",152.399435313474,"Grass_BOER_7",47,66,16.66666667,17.33333333,8.4,25,232,1,1.1,"G","Boer",7,11.2,554.6,49.11,2431.69,"126.96","6286.86",72.02,3566.38,"fungi.Grass.BOER.7","transitions","Grass","BOER",7,"G.Boer"
"93","fungi.Grass.BOER.7","Symbiotroph",182.845148140213,"Grass_BOER_7",47,66,16.66666667,17.33333333,8.4,25,232,1,1.1,"G","Boer",7,11.2,554.6,49.11,2431.69,"126.96","6286.86",72.02,3566.38,"fungi.Grass.BOER.7","transitions","Grass","BOER",7,"G.Boer"
"94","fungi.Grass.BOER.8","Pathotroph",59.5304595870171,"Grass_BOER_8",48,64.33333333,16.66666667,19,8.4,15,241,1.1,3.7,"G","Boer",8,6.79,248.36,44.42,1623.7,"170.38","6228.13",39.47,1442.69,"fungi.Grass.BOER.8","transitions","Grass","BOER",8,"G.Boer"
"95","fungi.Grass.BOER.8","Saprotroph",137.918159368671,"Grass_BOER_8",48,64.33333333,16.66666667,19,8.4,15,241,1.1,3.7,"G","Boer",8,6.79,248.36,44.42,1623.7,"170.38","6228.13",39.47,1442.69,"fungi.Grass.BOER.8","transitions","Grass","BOER",8,"G.Boer"
"96","fungi.Grass.BOER.8","Symbiotroph",136.814456010383,"Grass_BOER_8",48,64.33333333,16.66666667,19,8.4,15,241,1.1,3.7,"G","Boer",8,6.79,248.36,44.42,1623.7,"170.38","6228.13",39.47,1442.69,"fungi.Grass.BOER.8","transitions","Grass","BOER",8,"G.Boer"
"97","fungi.Grass.BOGR.1","Pathotroph",65.8685310637964,"Grass_BOGR_1",49,64.33333333,18.33333333,17.33333333,8.5,17,217,1.2,1.5,"G","Bogr",1,5.67,204.96,138.13,4997.25,"228.03","8249.39",39.61,1433.01,"fungi.Grass.BOGR.1","transitions","Grass","BOGR",1,"G.Bogr"
"98","fungi.Grass.BOGR.1","Saprotroph",189.252310630788,"Grass_BOGR_1",49,64.33333333,18.33333333,17.33333333,8.5,17,217,1.2,1.5,"G","Bogr",1,5.67,204.96,138.13,4997.25,"228.03","8249.39",39.61,1433.01,"fungi.Grass.BOGR.1","transitions","Grass","BOGR",1,"G.Bogr"
"99","fungi.Grass.BOGR.1","Symbiotroph",158.288589023653,"Grass_BOGR_1",49,64.33333333,18.33333333,17.33333333,8.5,17,217,1.2,1.5,"G","Bogr",1,5.67,204.96,138.13,4997.25,"228.03","8249.39",39.61,1433.01,"fungi.Grass.BOGR.1","transitions","Grass","BOGR",1,"G.Bogr"
"100","fungi.Grass.BOGR.2","Pathotroph",46.4548823335649,"Grass_BOGR_2",50,59.33333333,21.66666667,19,8.5,23,313,1,1.1,"G","Bogr",2,4.72,209.83,54.48,2421.56,"313.66","13942.78",35.47,1576.94,"fungi.Grass.BOGR.2","transitions","Grass","BOGR",2,"G.Bogr"
"101","fungi.Grass.BOGR.2","Saprotroph",93.8069875811904,"Grass_BOGR_2",50,59.33333333,21.66666667,19,8.5,23,313,1,1.1,"G","Bogr",2,4.72,209.83,54.48,2421.56,"313.66","13942.78",35.47,1576.94,"fungi.Grass.BOGR.2","transitions","Grass","BOGR",2,"G.Bogr"
"102","fungi.Grass.BOGR.2","Symbiotroph",136.958838387417,"Grass_BOGR_2",50,59.33333333,21.66666667,19,8.5,23,313,1,1.1,"G","Bogr",2,4.72,209.83,54.48,2421.56,"313.66","13942.78",35.47,1576.94,"fungi.Grass.BOGR.2","transitions","Grass","BOGR",2,"G.Bogr"
"103","fungi.Grass.BOGR.3","Pathotroph",48.595194249581,"Grass_BOGR_3",51,45.2,28,26.8,8.5,28,320,1.5,3.2,"G","Bogr",3,6.17,213.31,77.99,2694.48,"291.55","10073.35",58.93,2035.9,"fungi.Grass.BOGR.3","transitions","Grass","BOGR",3,"G.Bogr"
"104","fungi.Grass.BOGR.3","Saprotroph",134.809435816487,"Grass_BOGR_3",51,45.2,28,26.8,8.5,28,320,1.5,3.2,"G","Bogr",3,6.17,213.31,77.99,2694.48,"291.55","10073.35",58.93,2035.9,"fungi.Grass.BOGR.3","transitions","Grass","BOGR",3,"G.Bogr"
"105","fungi.Grass.BOGR.3","Symbiotroph",113.631184122446,"Grass_BOGR_3",51,45.2,28,26.8,8.5,28,320,1.5,3.2,"G","Bogr",3,6.17,213.31,77.99,2694.48,"291.55","10073.35",58.93,2035.9,"fungi.Grass.BOGR.3","transitions","Grass","BOGR",3,"G.Bogr"
"106","fungi.Grass.BOGR.4","Pathotroph",49.7629824096756,"Grass_BOGR_4",52,55.2,24,20.8,8.5,23,286,1,1.3,"G","Bogr",4,3.17,146.6,111.65,5159.54,"224.08","10355.69",22.1,1021.49,"fungi.Grass.BOGR.4","transitions","Grass","BOGR",4,"G.Bogr"
"107","fungi.Grass.BOGR.4","Saprotroph",135.655937908508,"Grass_BOGR_4",52,55.2,24,20.8,8.5,23,286,1,1.3,"G","Bogr",4,3.17,146.6,111.65,5159.54,"224.08","10355.69",22.1,1021.49,"fungi.Grass.BOGR.4","transitions","Grass","BOGR",4,"G.Bogr"
"108","fungi.Grass.BOGR.4","Symbiotroph",195.845689139828,"Grass_BOGR_4",52,55.2,24,20.8,8.5,23,286,1,1.3,"G","Bogr",4,3.17,146.6,111.65,5159.54,"224.08","10355.69",22.1,1021.49,"fungi.Grass.BOGR.4","transitions","Grass","BOGR",4,"G.Bogr"
"109","fungi.Grass.BOGR.5","Pathotroph",38.4698852970236,"Grass_BOGR_5",53,49.2,28,22.8,8.5,24,348,1.5,2.6,"G","Bogr",5,4.96,179.42,56.61,2049.56,"163.37","5914.16",42.47,1537.49,"fungi.Grass.BOGR.5","transitions","Grass","BOGR",5,"G.Bogr"
"110","fungi.Grass.BOGR.5","Saprotroph",86.723089773286,"Grass_BOGR_5",53,49.2,28,22.8,8.5,24,348,1.5,2.6,"G","Bogr",5,4.96,179.42,56.61,2049.56,"163.37","5914.16",42.47,1537.49,"fungi.Grass.BOGR.5","transitions","Grass","BOGR",5,"G.Bogr"
"111","fungi.Grass.BOGR.5","Symbiotroph",112.777713505196,"Grass_BOGR_5",53,49.2,28,22.8,8.5,24,348,1.5,2.6,"G","Bogr",5,4.96,179.42,56.61,2049.56,"163.37","5914.16",42.47,1537.49,"fungi.Grass.BOGR.5","transitions","Grass","BOGR",5,"G.Bogr"
"112","fungi.Grass.BOGR.6","Pathotroph",61.5575717631221,"Grass_BOGR_6",NA,NA,NA,NA,8.5,27,319,1.1,2.4,"G","Bogr",6,15.53,714.13,73.56,3382.63,"116","5334.56",77.6,3568.42,"fungi.Grass.BOGR.6","transitions","Grass","BOGR",6,"G.Bogr"
"113","fungi.Grass.BOGR.6","Saprotroph",178.753650214545,"Grass_BOGR_6",NA,NA,NA,NA,8.5,27,319,1.1,2.4,"G","Bogr",6,15.53,714.13,73.56,3382.63,"116","5334.56",77.6,3568.42,"fungi.Grass.BOGR.6","transitions","Grass","BOGR",6,"G.Bogr"
"114","fungi.Grass.BOGR.6","Symbiotroph",114.492716634061,"Grass_BOGR_6",NA,NA,NA,NA,8.5,27,319,1.1,2.4,"G","Bogr",6,15.53,714.13,73.56,3382.63,"116","5334.56",77.6,3568.42,"fungi.Grass.BOGR.6","transitions","Grass","BOGR",6,"G.Bogr"
"115","fungi.Grass.BOGR.7","Pathotroph",36.6158999334925,"Grass_BOGR_7",55,57.2,20,22.8,8.6,23,272,1,0.8,"G","Bogr",7,6.98,309.45,37.44,1661.18,"177.57","7877.88",28.83,1279.2,"fungi.Grass.BOGR.7","transitions","Grass","BOGR",7,"G.Bogr"
"116","fungi.Grass.BOGR.7","Saprotroph",164.094322919255,"Grass_BOGR_7",55,57.2,20,22.8,8.6,23,272,1,0.8,"G","Bogr",7,6.98,309.45,37.44,1661.18,"177.57","7877.88",28.83,1279.2,"fungi.Grass.BOGR.7","transitions","Grass","BOGR",7,"G.Bogr"
"117","fungi.Grass.BOGR.7","Symbiotroph",134.369581311898,"Grass_BOGR_7",55,57.2,20,22.8,8.6,23,272,1,0.8,"G","Bogr",7,6.98,309.45,37.44,1661.18,"177.57","7877.88",28.83,1279.2,"fungi.Grass.BOGR.7","transitions","Grass","BOGR",7,"G.Bogr"
"118","fungi.Grass.BOGR.8","Pathotroph",50.5991201005669,"Grass_BOGR_8",56,57.2,20,22.8,8.6,20,318,1.2,1.5,"G","Bogr",8,10.63,442.65,51.58,2148.64,"191.21","7964.97",48.79,2032.2,"fungi.Grass.BOGR.8","transitions","Grass","BOGR",8,"G.Bogr"
"119","fungi.Grass.BOGR.8","Saprotroph",140.662067970044,"Grass_BOGR_8",56,57.2,20,22.8,8.6,20,318,1.2,1.5,"G","Bogr",8,10.63,442.65,51.58,2148.64,"191.21","7964.97",48.79,2032.2,"fungi.Grass.BOGR.8","transitions","Grass","BOGR",8,"G.Bogr"
"120","fungi.Grass.BOGR.8","Symbiotroph",183.57192505739,"Grass_BOGR_8",56,57.2,20,22.8,8.6,20,318,1.2,1.5,"G","Bogr",8,10.63,442.65,51.58,2148.64,"191.21","7964.97",48.79,2032.2,"fungi.Grass.BOGR.8","transitions","Grass","BOGR",8,"G.Bogr"
"121","fungi.Grass.PLJA.1","Pathotroph",71.6112652093389,"Grass_PLJA_1",33,51.2,18,30.8,8.5,20,303,1.1,1.2,"G","Plja",1,4.51,181.17,129.67,5212.29,"342.91","13783.46",31.6,1270.01,"fungi.Grass.PLJA.1","transitions","Grass","PLJA",1,"G.Plja"
"122","fungi.Grass.PLJA.1","Saprotroph",168.254475414408,"Grass_PLJA_1",33,51.2,18,30.8,8.5,20,303,1.1,1.2,"G","Plja",1,4.51,181.17,129.67,5212.29,"342.91","13783.46",31.6,1270.01,"fungi.Grass.PLJA.1","transitions","Grass","PLJA",1,"G.Plja"
"123","fungi.Grass.PLJA.1","Symbiotroph",68.5324655135849,"Grass_PLJA_1",33,51.2,18,30.8,8.5,20,303,1.1,1.2,"G","Plja",1,4.51,181.17,129.67,5212.29,"342.91","13783.46",31.6,1270.01,"fungi.Grass.PLJA.1","transitions","Grass","PLJA",1,"G.Plja"
"124","fungi.Grass.PLJA.2","Pathotroph",165.294882131117,"Grass_PLJA_2",34,43.2,28,28.8,8.4,26,377,1.3,1.8,"G","Plja",2,6.17,222,57.19,2056.37,"313.62","11276.9",52.2,1876.81,"fungi.Grass.PLJA.2","transitions","Grass","PLJA",2,"G.Plja"
"125","fungi.Grass.PLJA.2","Saprotroph",430.522603868722,"Grass_PLJA_2",34,43.2,28,28.8,8.4,26,377,1.3,1.8,"G","Plja",2,6.17,222,57.19,2056.37,"313.62","11276.9",52.2,1876.81,"fungi.Grass.PLJA.2","transitions","Grass","PLJA",2,"G.Plja"
"126","fungi.Grass.PLJA.2","Symbiotroph",364.993189040682,"Grass_PLJA_2",34,43.2,28,28.8,8.4,26,377,1.3,1.8,"G","Plja",2,6.17,222,57.19,2056.37,"313.62","11276.9",52.2,1876.81,"fungi.Grass.PLJA.2","transitions","Grass","PLJA",2,"G.Plja"
"127","fungi.Grass.PLJA.3","Pathotroph",41.73732201659,"Grass_PLJA_3",35,57.2,22,20.8,8.3,37,264,1.2,7.4,"G","Plja",3,2.95,125.09,107,4530.04,"211.95","8973.37",22.3,944.33,"fungi.Grass.PLJA.3","transitions","Grass","PLJA",3,"G.Plja"
"128","fungi.Grass.PLJA.3","Saprotroph",126.675271188769,"Grass_PLJA_3",35,57.2,22,20.8,8.3,37,264,1.2,7.4,"G","Plja",3,2.95,125.09,107,4530.04,"211.95","8973.37",22.3,944.33,"fungi.Grass.PLJA.3","transitions","Grass","PLJA",3,"G.Plja"
"129","fungi.Grass.PLJA.3","Symbiotroph",137.999749803553,"Grass_PLJA_3",35,57.2,22,20.8,8.3,37,264,1.2,7.4,"G","Plja",3,2.95,125.09,107,4530.04,"211.95","8973.37",22.3,944.33,"fungi.Grass.PLJA.3","transitions","Grass","PLJA",3,"G.Plja"
"130","fungi.Grass.PLJA.4","Pathotroph",40.7178404366593,"Grass_PLJA_4",36,53.2,20,26.8,8.5,27,227,1,2.4,"G","Plja",4,4.07,175.85,47.94,2069.07,"200.39","8648.55",43.81,1890.73,"fungi.Grass.PLJA.4","transitions","Grass","PLJA",4,"G.Plja"
"131","fungi.Grass.PLJA.4","Saprotroph",89.1104925621441,"Grass_PLJA_4",36,53.2,20,26.8,8.5,27,227,1,2.4,"G","Plja",4,4.07,175.85,47.94,2069.07,"200.39","8648.55",43.81,1890.73,"fungi.Grass.PLJA.4","transitions","Grass","PLJA",4,"G.Plja"
"132","fungi.Grass.PLJA.4","Symbiotroph",92.4490022212488,"Grass_PLJA_4",36,53.2,20,26.8,8.5,27,227,1,2.4,"G","Plja",4,4.07,175.85,47.94,2069.07,"200.39","8648.55",43.81,1890.73,"fungi.Grass.PLJA.4","transitions","Grass","PLJA",4,"G.Plja"
"133","fungi.Grass.PLJA.5","Pathotroph",59.8221897766297,"Grass_PLJA_5",37,53.2,22,24.8,8.4,33,359,1.3,1.2,"G","Plja",5,7.99,297.61,62.17,2316.13,"188.17","7010.22",61.34,2285.43,"fungi.Grass.PLJA.5","transitions","Grass","PLJA",5,"G.Plja"
"134","fungi.Grass.PLJA.5","Saprotroph",203.101304045084,"Grass_PLJA_5",37,53.2,22,24.8,8.4,33,359,1.3,1.2,"G","Plja",5,7.99,297.61,62.17,2316.13,"188.17","7010.22",61.34,2285.43,"fungi.Grass.PLJA.5","transitions","Grass","PLJA",5,"G.Plja"
"135","fungi.Grass.PLJA.5","Symbiotroph",163.548187208874,"Grass_PLJA_5",37,53.2,22,24.8,8.4,33,359,1.3,1.2,"G","Plja",5,7.99,297.61,62.17,2316.13,"188.17","7010.22",61.34,2285.43,"fungi.Grass.PLJA.5","transitions","Grass","PLJA",5,"G.Plja"
"136","fungi.Grass.PLJA.6","Pathotroph",35.3869907336041,"Grass_PLJA_6",38,53.2,24,22.8,8.3,30,346,1.3,3.2,"G","Plja",6,7.64,247.12,53.08,1717.2,"96.03","3106.83",60.62,1961.17,"fungi.Grass.PLJA.6","transitions","Grass","PLJA",6,"G.Plja"
"137","fungi.Grass.PLJA.6","Saprotroph",118.835210615523,"Grass_PLJA_6",38,53.2,24,22.8,8.3,30,346,1.3,3.2,"G","Plja",6,7.64,247.12,53.08,1717.2,"96.03","3106.83",60.62,1961.17,"fungi.Grass.PLJA.6","transitions","Grass","PLJA",6,"G.Plja"
"138","fungi.Grass.PLJA.6","Symbiotroph",83.3700041506868,"Grass_PLJA_6",38,53.2,24,22.8,8.3,30,346,1.3,3.2,"G","Plja",6,7.64,247.12,53.08,1717.2,"96.03","3106.83",60.62,1961.17,"fungi.Grass.PLJA.6","transitions","Grass","PLJA",6,"G.Plja"
"139","fungi.Grass.PLJA.7","Pathotroph",39.6076614253802,"Grass_PLJA_7",39,55.2,20,24.8,8.5,21,289,1,2.1,"G","Plja",7,8.14,489.45,35.83,2154.27,"88.2","5302.99",44.57,2679.47,"fungi.Grass.PLJA.7","transitions","Grass","PLJA",7,"G.Plja"
"140","fungi.Grass.PLJA.7","Saprotroph",161.383283694926,"Grass_PLJA_7",39,55.2,20,24.8,8.5,21,289,1,2.1,"G","Plja",7,8.14,489.45,35.83,2154.27,"88.2","5302.99",44.57,2679.47,"fungi.Grass.PLJA.7","transitions","Grass","PLJA",7,"G.Plja"
"141","fungi.Grass.PLJA.7","Symbiotroph",171.570913165265,"Grass_PLJA_7",39,55.2,20,24.8,8.5,21,289,1,2.1,"G","Plja",7,8.14,489.45,35.83,2154.27,"88.2","5302.99",44.57,2679.47,"fungi.Grass.PLJA.7","transitions","Grass","PLJA",7,"G.Plja"
"142","fungi.Grass.PLJA.8","Pathotroph",23.1949046047513,"Grass_PLJA_8",40,55.2,22,22.8,8.4,22,339,1.3,1.3,"G","Plja",8,4.23,166.53,39.08,1538.19,".",".",29.95,1178.68,"fungi.Grass.PLJA.8","transitions","Grass","PLJA",8,"G.Plja"
"143","fungi.Grass.PLJA.8","Saprotroph",130.56837225143,"Grass_PLJA_8",40,55.2,22,22.8,8.4,22,339,1.3,1.3,"G","Plja",8,4.23,166.53,39.08,1538.19,".",".",29.95,1178.68,"fungi.Grass.PLJA.8","transitions","Grass","PLJA",8,"G.Plja"
"144","fungi.Grass.PLJA.8","Symbiotroph",145.4831749803,"Grass_PLJA_8",40,55.2,22,22.8,8.4,22,339,1.3,1.3,"G","Plja",8,4.23,166.53,39.08,1538.19,".",".",29.95,1178.68,"fungi.Grass.PLJA.8","transitions","Grass","PLJA",8,"G.Plja"
"145","fungi.Shrub.LATR.1","Pathotroph",63.0085410820278,"Shrub_LATR_1",81,59.6,22,18.4,8.5,0,211,1,1.7,"S","Latr",1,13.85,559.11,160.74,6489.03,"190.65","7696.34",73.28,2958.12,"fungi.Shrub.LATR.1","transitions","Shrub","LATR",1,"S.Latr"
"146","fungi.Shrub.LATR.1","Saprotroph",170.925892567458,"Shrub_LATR_1",81,59.6,22,18.4,8.5,0,211,1,1.7,"S","Latr",1,13.85,559.11,160.74,6489.03,"190.65","7696.34",73.28,2958.12,"fungi.Shrub.LATR.1","transitions","Shrub","LATR",1,"S.Latr"
"147","fungi.Shrub.LATR.1","Symbiotroph",113.592476113113,"Shrub_LATR_1",81,59.6,22,18.4,8.5,0,211,1,1.7,"S","Latr",1,13.85,559.11,160.74,6489.03,"190.65","7696.34",73.28,2958.12,"fungi.Shrub.LATR.1","transitions","Shrub","LATR",1,"S.Latr"
"148","fungi.Shrub.LATR.2","Pathotroph",73.135199639361,"Shrub_LATR_2",82,55.6,22,22.4,8.5,0,196,0.9,1.2,"S","Latr",2,3.48,158.05,34.77,1579.55,"265.78","12072.4",30.56,1388.09,"fungi.Shrub.LATR.2","transitions","Shrub","LATR",2,"S.Latr"
"149","fungi.Shrub.LATR.2","Saprotroph",249.729179678591,"Shrub_LATR_2",82,55.6,22,22.4,8.5,0,196,0.9,1.2,"S","Latr",2,3.48,158.05,34.77,1579.55,"265.78","12072.4",30.56,1388.09,"fungi.Shrub.LATR.2","transitions","Shrub","LATR",2,"S.Latr"
"150","fungi.Shrub.LATR.2","Symbiotroph",109.5478363192,"Shrub_LATR_2",82,55.6,22,22.4,8.5,0,196,0.9,1.2,"S","Latr",2,3.48,158.05,34.77,1579.55,"265.78","12072.4",30.56,1388.09,"fungi.Shrub.LATR.2","transitions","Shrub","LATR",2,"S.Latr"
"151","fungi.Shrub.LATR.3","Pathotroph",70.1588339244327,"Shrub_LATR_3",83,47.6,30,22.4,8.3,0,184,1.4,3.4,"S","Latr",3,4.24,111.96,150.04,3958.15,"259.66","6849.97",39.95,1053.79,"fungi.Shrub.LATR.3","transitions","Shrub","LATR",3,"S.Latr"
"152","fungi.Shrub.LATR.3","Saprotroph",185.98074225967,"Shrub_LATR_3",83,47.6,30,22.4,8.3,0,184,1.4,3.4,"S","Latr",3,4.24,111.96,150.04,3958.15,"259.66","6849.97",39.95,1053.79,"fungi.Shrub.LATR.3","transitions","Shrub","LATR",3,"S.Latr"
"153","fungi.Shrub.LATR.3","Symbiotroph",84.7564829578748,"Shrub_LATR_3",83,47.6,30,22.4,8.3,0,184,1.4,3.4,"S","Latr",3,4.24,111.96,150.04,3958.15,"259.66","6849.97",39.95,1053.79,"fungi.Shrub.LATR.3","transitions","Shrub","LATR",3,"S.Latr"
"154","fungi.Shrub.LATR.4","Pathotroph",52.7408600696468,"Shrub_LATR_4",84,49.6,28,22.4,8.5,0,234,1.1,2.2,"S","Latr",4,2.3,122.96,103.79,5560.73,"219.55","11762.82",30.34,1625.34,"fungi.Shrub.LATR.4","transitions","Shrub","LATR",4,"S.Latr"
"155","fungi.Shrub.LATR.4","Saprotroph",218.209409743039,"Shrub_LATR_4",84,49.6,28,22.4,8.5,0,234,1.1,2.2,"S","Latr",4,2.3,122.96,103.79,5560.73,"219.55","11762.82",30.34,1625.34,"fungi.Shrub.LATR.4","transitions","Shrub","LATR",4,"S.Latr"
"156","fungi.Shrub.LATR.4","Symbiotroph",85.0082875270789,"Shrub_LATR_4",84,49.6,28,22.4,8.5,0,234,1.1,2.2,"S","Latr",4,2.3,122.96,103.79,5560.73,"219.55","11762.82",30.34,1625.34,"fungi.Shrub.LATR.4","transitions","Shrub","LATR",4,"S.Latr"
"157","fungi.Shrub.LATR.5","Pathotroph",50.9667667502473,"Shrub_LATR_5",85,57.6,24,18.4,8.5,0,181,1,3,"S","Latr",5,2,105.78,38.81,2056.85,"170.92","9058.48",21.54,1141.81,"fungi.Shrub.LATR.5","transitions","Shrub","LATR",5,"S.Latr"
"158","fungi.Shrub.LATR.5","Saprotroph",272.412419862539,"Shrub_LATR_5",85,57.6,24,18.4,8.5,0,181,1,3,"S","Latr",5,2,105.78,38.81,2056.85,"170.92","9058.48",21.54,1141.81,"fungi.Shrub.LATR.5","transitions","Shrub","LATR",5,"S.Latr"
"159","fungi.Shrub.LATR.5","Symbiotroph",91.6440483329329,"Shrub_LATR_5",85,57.6,24,18.4,8.5,0,181,1,3,"S","Latr",5,2,105.78,38.81,2056.85,"170.92","9058.48",21.54,1141.81,"fungi.Shrub.LATR.5","transitions","Shrub","LATR",5,"S.Latr"
"160","fungi.Shrub.LATR.6","Pathotroph",81.205462355247,"Shrub_LATR_6",86,57.6,24,18.4,8.5,0,217,1,2.3,"S","Latr",6,2.77,148.53,34.44,1844.29,"137.94","7386.27",42.49,2275.21,"fungi.Shrub.LATR.6","transitions","Shrub","LATR",6,"S.Latr"
"161","fungi.Shrub.LATR.6","Saprotroph",182.931571552531,"Shrub_LATR_6",86,57.6,24,18.4,8.5,0,217,1,2.3,"S","Latr",6,2.77,148.53,34.44,1844.29,"137.94","7386.27",42.49,2275.21,"fungi.Shrub.LATR.6","transitions","Shrub","LATR",6,"S.Latr"
"162","fungi.Shrub.LATR.6","Symbiotroph",44.4261895487918,"Shrub_LATR_6",86,57.6,24,18.4,8.5,0,217,1,2.3,"S","Latr",6,2.77,148.53,34.44,1844.29,"137.94","7386.27",42.49,2275.21,"fungi.Shrub.LATR.6","transitions","Shrub","LATR",6,"S.Latr"
