"Domain" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"OTU3742" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU2811" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Sporormia" "unk"
"OTU1020" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Preussia" "unk"
"OTU455" "Fungi" "Basidiomycota" "Agaricomycetes" "unk" "unk" "unk" "unk"
"OTU556" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pyronemataceae" "Scutellinia" "unk"
"OTU248" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Agaricaceae" "Tulostoma" "unk"
"OTU838" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Westerdykella" "unk"
"OTU203" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "dummy_family_Periconia" "Periconia" "unk"
"OTU3133" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU119" "Fungi" "Ascomycota" "Dothideomycetes" "unk" "unk" "unk" "unk"
"OTU529" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Tulasnellaceae" "unk" "unk"
"OTU1126" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Rhizophagus" "unk"
"OTU190" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "Xylariaceae" "Hypoxylon" "unk"
"OTU628" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU4642" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Phaeosphaeria" "unk"
"OTU338" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unk" "unk" "unk"
"OTU492" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Fusarium" "unk"
"OTU247" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Agaricaceae" "Tulostoma" "unk"
"OTU431" "Fungi" "Ascomycota" "Dothideomycetes" "unk" "unk" "unk" "unk"
"OTU94" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU416" "Fungi" "Ascomycota" "Sordariomycetes" "Coniochaetales" "Coniochaetaceae" "Coniochaeta" "unk"
"OTU746" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Montagnulaceae" "Paraconiothyrium" "unk"
"OTU717" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Phoma" "unk"
"OTU579" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Rhizophagus" "unk"
"OTU480" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Fusarium" "unk"
"OTU577" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Aspergillus" "Aspergillus_niger"
"OTU463" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU1124" "Fungi" "Ascomycota" "Pezizomycetes" "unk" "unk" "unk" "unk"
"OTU372" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Lasiosphaeriaceae" "Cercophora" "unk"
"OTU317" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU799" "Fungi" "Zygomycota" "dummy_class_Mortierellales" "Mortierellales" "Mortierellaceae" "Mortierella" "unk"
"OTU592" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Agaricaceae" "Tulostoma" "unk"
"OTU1223" "Fungi" "Ascomycota" "Dothideomycetes" "unk" "unk" "unk" "unk"
"OTU1123" "Fungi" "Ascomycota" "Dothideomycetes" "dummy_order_Eremomycetaceae" "Eremomycetaceae" "Eremomyces" "unk"
"OTU614" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Sagenomella" "Sagenomella_ocotl"
"OTU4280" "Fungi" "Glomeromycota" "Glomeromycetes" "Diversisporales" "Diversisporaceae" "Diversispora" "unk"
"OTU2778" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Rhizophagus" "unk"
"OTU138" "Fungi" "Ascomycota" "dummy_class_Calcarisporiella" "unk" "unk" "unk" "unk"
"OTU713" "Fungi" "Basidiomycota" "Agaricomycetes" "Corticiales" "Corticiaceae" "Limonomyces" "unk"
"OTU856" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unk" "unk" "unk"
"OTU327" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU286" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Lasiosphaeriaceae" "Podospora" "unk"
"OTU998" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Lasiosphaeriaceae" "Cercophora" "unk"
"OTU777" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Entolomataceae" "Entoloma" "unk"
"OTU1169" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Tremellaceae" "Papiliotrema" "Papiliotrema_fonsecae"
"OTU135" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Cordycipitaceae" "Lecanicillium" "unk"
"OTU477" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Agaricaceae" "Tulostoma" "unk"
"OTU1994" "Fungi" "Basidiomycota" "Wallemiomycetes" "Geminibasidiales" "Geminibasidiaceae" "Geminibasidium" "unk"
"OTU337" "Fungi" "Chytridiomycota" "Chytridiomycetes" "Spizellomycetales" "Spizellomycetaceae" "Spizellomyces" "Spizellomyces_pseudodichotomus"
"OTU442" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Tremellaceae" "Cryptococcus" "unk"
"OTU303" "Fungi" "unk" "unk" "unk" "unk" "unk" "unk"
"OTU411" "Fungi" "unk" "unk" "unk" "unk" "unk" "unk"
"OTU425" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unk" "unk" "unk"
"OTU760" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Phoma" "unk"
"OTU1284" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporaceae" "Alternaria" "unk"
"OTU467" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "unk" "unk"
"OTU490" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Funneliformis" "unk"
"OTU1189" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Penicillium" "unk"
"OTU360" "Fungi" "Ascomycota" "Sordariomycetes" "Magnaporthales" "Magnaporthaceae" "Magnaporthiopsis" "Magnaporthiopsis_panicorum"
"OTU795" "Fungi" "Basidiomycota" "unk" "unk" "unk" "unk" "unk"
"OTU443" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unk" "unk" "unk"
"OTU333" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Coniothyriaceae" "Coniothyrium" "unk"
"OTU511" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU497" "Fungi" "unk" "unk" "unk" "unk" "unk" "unk"
"OTU740" "Fungi" "Ascomycota" "Lecanoromycetes" "Acarosporales" "Acarosporaceae" "Sarcogyne" "unk"
"OTU895" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Phaeococcomyces" "unk"
"OTU4548" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Lentitheciaceae" "Darksidea" "unk"
"OTU167" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Pluteaceae" "Volvariella" "unk"
"OTU635" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Entolomataceae" "Entoloma" "unk"
"OTU585" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Aspergillus" "Aspergillus_flavus"
"OTU725" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Ceratobasidiaceae" "Rhizoctonia" "unk"
"OTU919" "Fungi" "Ascomycota" "Sordariomycetes" "unk" "unk" "unk" "unk"
"OTU752" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Tulasnellaceae" "Tulasnella" "unk"
"OTU1567" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU855" "Fungi" "unk" "unk" "unk" "unk" "unk" "unk"
"OTU748" "Fungi" "Ascomycota" "Sordariomycetes" "Magnaporthales" "Magnaporthaceae" "Clasterosporium" "unk"
"OTU959" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Capronia" "unk"
"OTU308" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU767" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Psathyrellaceae" "Coprinellus" "Coprinellus_sabulicola"
"OTU268" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Lentitheciaceae" "Keissleriella" "unk"
"OTU640" "Fungi" "Chytridiomycota" "unk" "unk" "unk" "unk" "unk"
"OTU645" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Phoma" "unk"
"OTU259" "Fungi" "Basidiomycota" "Agaricomycetes" "unk" "unk" "unk" "unk"
"OTU2252" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unk" "unk" "unk"
"OTU483" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Arthrobotrys" "unk"
"OTU899" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Septoglomus" "unk"
"OTU1306" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Penicillium" "unk"
"OTU1329" "Fungi" "Basidiomycota" "unk" "unk" "unk" "unk" "unk"
"OTU447" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Thielavia" "Thielavia_arenaria"
"OTU4100" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU964" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU565" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Bolbitiaceae" "Conocybe" "unk"
"OTU362" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU426" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "unk" "unk" "unk"
"OTU1084" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Phoma" "unk"
"OTU1643" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU652" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Montagnulaceae" "unk" "unk"
"OTU2565" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Arthrodermataceae" "Trichophyton" "unk"
"OTU3216" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU385" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "unk" "unk"
"OTU597" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Agaricaceae" "Tulostoma" "unk"
"OTU3508" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pezizaceae" "Kalaharituber" "unk"
"OTU4386" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Bulleribasidiaceae" "Vishniacozyma" "Vishniacozyma_carnescens"
"OTU786" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Claroideoglomeraceae" "Claroideoglomus" "unk"
"OTU415" "Fungi" "Basidiomycota" "Agaricomycetes" "unk" "unk" "unk" "unk"
"OTU384" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU3893" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Claroideoglomeraceae" "Claroideoglomus" "unk"
"OTU774" "Fungi" "Ascomycota" "Dothideomycetes" "unk" "unk" "unk" "unk"
"OTU996" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Phaeosphaeria" "unk"
"OTU574" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Leptosphaeriaceae" "Heterospora" "unk"
"OTU3881" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Claroideoglomeraceae" "Claroideoglomus" "unk"
"OTU350" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Capronia" "unk"
"OTU238" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU469" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU630" "Fungi" "Ascomycota" "Archaeorhizomycetes" "Archaeorhizomycetales" "Archaeorhizomycetaceae" "Archaeorhizomyces" "unk"
"OTU564" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "unk" "unk"
"OTU1101" "Fungi" "Basidiomycota" "Agaricomycetes" "Corticiales" "Corticiaceae" "Corticium" "unk"
"OTU638" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU1587" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Rhizophagus" "unk"
"OTU369" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "unk" "unk" "unk"
"OTU789" "Fungi" "Basidiomycota" "Agaricomycetes" "unk" "unk" "unk" "unk"
"OTU677" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Rhizophagus" "unk"
"OTU3601" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU4542" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU576" "Fungi" "Ascomycota" "Sordariomycetes" "Coniochaetales" "Coniochaetaceae" "Coniochaeta" "unk"
"OTU368" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU753" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "Trichoderma_citrinoviride"
"OTU219" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Chaetomium" "unk"
"OTU594" "Fungi" "Ascomycota" "Eurotiomycetes" "dummy_order_Coniosporium" "dummy_family_Coniosporium" "Coniosporium" "Coniosporium_apollinis"
"OTU2671" "Fungi" "Basidiomycota" "unk" "unk" "unk" "unk" "unk"
"OTU932" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Phaeosphaeria" "unk"
"OTU192" "Fungi" "unk" "unk" "unk" "unk" "unk" "unk"
"OTU1158" "Fungi" "Glomeromycota" "unk" "unk" "unk" "unk" "unk"
"OTU1957" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Claroideoglomeraceae" "Claroideoglomus" "unk"
"OTU3876" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Chaetomium" "unk"
"OTU518" "Fungi" "Ascomycota" "Sordariomycetes" "Coniochaetales" "Coniochaetaceae" "Coniochaeta" "unk"
"OTU2501" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Ophiobolus" "unk"
"OTU731" "Fungi" "Glomeromycota" "Glomeromycetes" "unk" "unk" "unk" "unk"
"OTU284" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU764" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "unk" "unk" "unk"
"OTU339" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "Xylariaceae" "Muscodor" "unk"
"OTU344" "Fungi" "Ascomycota" "Dothideomycetes" "unk" "unk" "unk" "unk"
"OTU1024" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU547" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Stagonospora" "unk"
"OTU164" "Fungi" "unk" "unk" "unk" "unk" "unk" "unk"
"OTU551" "Fungi" "unk" "unk" "unk" "unk" "unk" "unk"
"OTU785" "Fungi" "Ascomycota" "Pezizomycetes" "unk" "unk" "unk" "unk"
"OTU976" "Fungi" "Ascomycota" "Sordariomycetes" "Coniochaetales" "Coniochaetaceae" "Coniochaeta" "unk"
"OTU624" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unk" "unk" "unk"
"OTU3369" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pezizaceae" "unk" "unk"
"OTU694" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Rhizophagus" "unk"
"OTU520" "Fungi" "Basidiomycota" "Agaricomycetes" "Auriculariales" "dummy_family_Oliveonia" "Oliveonia" "unk"
"OTU586" "Fungi" "Ascomycota" "Sordariomycetes" "unk" "unk" "unk" "unk"
"OTU549" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "dummy_family_Myceliophthora" "Myceliophthora" "unk"
"OTU916" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Rhizophagus" "unk"
"OTU392" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporaceae" "Bipolaris" "unk"
"OTU320" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Stagonospora" "unk"
"OTU3135" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU647" "Fungi" "unk" "unk" "unk" "unk" "unk" "unk"
"OTU978" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "Coniocessiaceae" "Coniocessia" "unk"
"OTU1107" "Fungi" "Basidiomycota" "Tremellomycetes" "Filobasidiales" "Filobasidiaceae" "Filobasidium" "unk"
"OTU448" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU271" "Fungi" "Ascomycota" "Eurotiomycetes" "unk" "unk" "unk" "unk"
"OTU281" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Onygenaceae" "Auxarthron" "unk"
"OTU704" "Fungi" "Basidiomycota" "Exobasidiomycetes" "Microstromatales" "Quambalariaceae" "Quambalaria" "Quambalaria_cyanescens"
"OTU835" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymosphaeriaceae" "Didymosphaeria" "unk"
"OTU2573" "Fungi" "Ascomycota" "Leotiomycetes" "dummy_order_Myxotrichaceae" "Myxotrichaceae" "Oidiodendron" "unk"
"OTU909" "Fungi" "Basidiomycota" "unk" "unk" "unk" "unk" "unk"
"OTU374" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Capronia" "unk"
"OTU1319" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU1133" "Fungi" "Basidiomycota" "unk" "unk" "unk" "unk" "unk"
"OTU950" "Fungi" "Basidiomycota" "Ustilaginomycetes" "Ustilaginales" "Ustilaginaceae" "Sporisorium" "Sporisorium_consanguineum"
"OTU1785" "Fungi" "Basidiomycota" "Agaricomycetes" "Boletales" "Suillaceae" "Suillus" "Suillus_pungens"
"OTU1200" "Fungi" "Ascomycota" "dummy_class_Xepicula" "dummy_order_Xepicula" "dummy_family_Xepicula" "Xepicula" "unk"
"OTU651" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Aspergillus" "unk"
"OTU611" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Penicillium" "Penicillium_restrictum"
"OTU473" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "unk" "unk" "unk"
"OTU445" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "Diatrypaceae" "Eutypa" "unk"
"OTU665" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Fusarium" "unk"
"OTU663" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Phoma" "unk"
"OTU3343" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Phoma" "unk"
"OTU883" "Fungi" "Basidiomycota" "Agaricomycetes" "unk" "unk" "unk" "unk"
"OTU1051" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU607" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU1294" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU541" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Phoma" "unk"
"OTU1593" "Fungi" "Ascomycota" "Sordariomycetes" "dummy_order_Myrmecridium" "dummy_family_Myrmecridium" "Myrmecridium" "Myrmecridium_schulzeri"
"OTU3656" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Tremellaceae" "Cryptococcus" "Cryptococcus_laurentii"
"OTU4079" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Leptosphaeriaceae" "Leptosphaeria" "unk"
"OTU600" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "dummy_family_Myrothecium" "Myrothecium" "unk"
"OTU478" "Fungi" "unk" "unk" "unk" "unk" "unk" "unk"
"OTU1695" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Psathyrellaceae" "Psathyrella" "unk"
"OTU559" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporaceae" "Curvularia" "unk"
"OTU509" "Fungi" "Basidiomycota" "Ustilaginomycetes" "Ustilaginales" "Ustilaginaceae" "Ustilago" "unk"
"OTU352" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "Diatrypaceae" "unk" "unk"
"OTU604" "Fungi" "Basidiomycota" "Wallemiomycetes" "Geminibasidiales" "Geminibasidiaceae" "Geminibasidium" "unk"
"OTU378" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "unk" "unk"
"OTU330" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "unk" "unk" "unk"
"OTU917" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Cortinariaceae" "Cortinarius" "unk"
"OTU1025" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Rhizophagus" "unk"
"OTU4625" "Fungi" "Basidiomycota" "Malasseziomycetes" "Malasseziales" "Malasseziaceae" "Malassezia" "unk"
"OTU3577" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU1227" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU633" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Dominikia" "unk"
"OTU605" "Fungi" "Glomeromycota" "unk" "unk" "unk" "unk" "unk"
"OTU2547" "Fungi" "Zygomycota" "dummy_class_Mucorales" "Mucorales" "Cunninghamellaceae" "Cunninghamella" "unk"
"OTU512" "Fungi" "Ascomycota" "Dothideomycetes" "Capnodiales" "unk" "unk" "unk"
"OTU658" "Fungi" "Ascomycota" "Lecanoromycetes" "Acarosporales" "Acarosporaceae" "Sarcogyne" "unk"
"OTU382" "Fungi" "Ascomycota" "Dothideomycetes" "Dothideales" "Saccotheciaceae" "unk" "unk"
"OTU1318" "Fungi" "Ascomycota" "Pezizomycetes" "unk" "unk" "unk" "unk"
"OTU616" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Orbilia" "unk"
"OTU505" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "unk" "unk" "unk"
"OTU275" "Fungi" "Basidiomycota" "unk" "unk" "unk" "unk" "unk"
"OTU332" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Agaricaceae" "unk" "unk"
"OTU355" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Aspergillus" "Aspergillus_terreus"
"OTU4053" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Leptosphaeriaceae" "Leptosphaeria" "unk"
"OTU894" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Aspergillus" "unk"
"OTU4159" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Funneliformis" "unk"
"OTU657" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Lophiostomataceae" "Lophiostoma" "unk"
"OTU460" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Tremellaceae" "Dioszegia" "unk"
"OTU1275" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "dummy_family_Myrothecium" "Myrothecium" "Myrothecium_roridum"
"OTU3596" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Chaetomium" "unk"
"OTU3711" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU1771" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Preussia" "unk"
"OTU922" "Fungi" "Ascomycota" "Dothideomycetes" "unk" "unk" "unk" "unk"
"OTU365" "Fungi" "Glomeromycota" "unk" "unk" "unk" "unk" "unk"
"OTU493" "Fungi" "Ascomycota" "Dothideomycetes" "unk" "unk" "unk" "unk"
"OTU3536" "Fungi" "Basidiomycota" "Malasseziomycetes" "Malasseziales" "Malasseziaceae" "Malassezia" "Malassezia_restricta"
"OTU3402" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Sporormia" "unk"
"OTU1072" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Glomus" "unk"
"OTU1062" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Tremellaceae" "Tremella" "unk"
"OTU687" "Fungi" "Ascomycota" "Dothideomycetes" "dummy_order_Ramimonilia" "dummy_family_Ramimonilia" "Ramimonilia" "Ramimonilia_apicalis"
"OTU644" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Sclerostagonospora" "unk"
"OTU718" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Orbilia" "unk"
"OTU980" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU2486" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU681" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Humicola" "unk"
"OTU1827" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Aspergillus" "unk"
"OTU2905" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Orbilia" "unk"
"OTU2384" "Fungi" "Ascomycota" "unk" "unk" "unk" "unk" "unk"
"OTU287" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "dummy_family_Acremonium" "Acremonium" "unk"
