OTU ID	fungi.Grass.BOGR.1	fungi.Ecotone.LATR.8	fungi.Ecotone.PLJA.8	fungi.Ecotone.PLJA.1	fungi.Grass.BOER.4	fungi.Grass.BOER.7	fungi.Grass.PLJA.6	fungi.Ecotone.LATR.5	fungi.Shrub.LATR.8	fungi.Grass.BOGR.7	fungi.Ecotone.BOER.7	fungi.Ecotone.PLJA.5	fungi.Ecotone.BOER.4	fungi.Ecotone.LATR.4	fungi.Grass.PLJA.1	fungi.Grass.PLJA.5	fungi.Grass.BOGR.4	fungi.Ecotone.PLJA.3	fungi.Grass.BOGR.5	fungi.Shrub.LATR.3	fungi.Ecotone.BOER.8	fungi.Ecotone.LATR.6	fungi.Ecotone.BOER.3	fungi.Grass.BOER.6	fungi.Grass.PLJA.2	fungi.Shrub.LATR.7	fungi.Shrub.LATR.5	fungi.Grass.BOER.5	fungi.Ecotone.LATR.2	fungi.Shrub.LATR.6	fungi.Ecotone.LATR.3	fungi.Ecotone.LATR.7	fungi.Ecotone.PLJA.7	fungi.Ecotone.BOER.2	fungi.Grass.BOGR.3	fungi.Shrub.LATR.2	fungi.Shrub.LATR.4	fungi.Ecotone.BOER.1	fungi.Ecotone.BOER.5	fungi.Grass.PLJA.7	fungi.Grass.BOER.2	fungi.Grass.BOGR.8	fungi.Grass.BOGR.6	fungi.Ecotone.BOER.6	fungi.Grass.PLJA.8	fungi.Grass.BOGR.2	fungi.Grass.BOER.8	fungi.Grass.PLJA.3	fungi.Shrub.LATR.1	fungi.Grass.BOER.3	fungi.Ecotone.LATR.1	fungi.Ecotone.PLJA.6	fungi.Ecotone.PLJA.2	fungi.Grass.BOER.1	fungi.Ecotone.PLJA.4	fungi.Grass.PLJA.4	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
OTU1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__dummy_class_Trullula;o__dummy_order_Trullula;f__dummy_family_Trullula;g__Trullula;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU105	0	40	1735	0	0	0	1	0	0	86	35	13	0	0	1	0	0	0	0	0	0	0	0	167	0	0	0	1	0	0	0	0	1	36	0	0	0	0	175	83	0	0	0	0	1	0	0	0	0	0	0	0	0	0	61	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1050	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	61	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Darksidea;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1051	0	0	0	0	0	0	0	0	0	0	0	43	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1053	0	52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1060	0	0	0	0	0	0	0	10	0	0	27	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1061	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__Aspergillus_luppii	-	-	-	-	-	-	-	Unassigned	-
OTU1062	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Tremella;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1063	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	54	35	0	0	0	0	0	90	0	0	1	2	15	43	170	0	0	29	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	21	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1064	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	139	0	97	0	0	0	0	0	0	27	0	0	0	8	0	0	0	0	0	0	0	0	0	0	21	0	0	19	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Bulleribasidiaceae;g__Vishniacozyma;s__Vishniacozyma_victoriae	-	-	-	-	-	-	-	Unassigned	-
OTU1066	0	0	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	92	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
