OTU ID	fungi.Grass.BOGR.1	fungi.Ecotone.LATR.8	fungi.Ecotone.PLJA.8	fungi.Ecotone.PLJA.1	fungi.Grass.BOER.4	fungi.Grass.BOER.7	fungi.Grass.PLJA.6	fungi.Ecotone.LATR.5	fungi.Shrub.LATR.8	fungi.Grass.BOGR.7	fungi.Ecotone.BOER.7	fungi.Ecotone.PLJA.5	fungi.Ecotone.BOER.4	fungi.Ecotone.LATR.4	fungi.Grass.PLJA.1	fungi.Grass.PLJA.5	fungi.Grass.BOGR.4	fungi.Ecotone.PLJA.3	fungi.Grass.BOGR.5	fungi.Shrub.LATR.3	fungi.Ecotone.BOER.8	fungi.Ecotone.LATR.6	fungi.Ecotone.BOER.3	fungi.Grass.BOER.6	fungi.Grass.PLJA.2	fungi.Shrub.LATR.7	fungi.Shrub.LATR.5	fungi.Grass.BOER.5	fungi.Ecotone.LATR.2	fungi.Shrub.LATR.6	fungi.Ecotone.LATR.3	fungi.Ecotone.LATR.7	fungi.Ecotone.PLJA.7	fungi.Ecotone.BOER.2	fungi.Grass.BOGR.3	fungi.Shrub.LATR.2	fungi.Shrub.LATR.4	fungi.Ecotone.BOER.1	fungi.Ecotone.BOER.5	fungi.Grass.PLJA.7	fungi.Grass.BOER.2	fungi.Grass.BOGR.8	fungi.Grass.BOGR.6	fungi.Ecotone.BOER.6	fungi.Grass.PLJA.8	fungi.Grass.BOGR.2	fungi.Grass.BOER.8	fungi.Grass.PLJA.3	fungi.Shrub.LATR.1	fungi.Grass.BOER.3	fungi.Ecotone.LATR.1	fungi.Ecotone.PLJA.6	fungi.Ecotone.PLJA.2	fungi.Grass.BOER.1	fungi.Ecotone.PLJA.4	fungi.Grass.PLJA.4	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
OTU1772	0	0	29	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1784	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1785	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus;s__Suillus_pungens	-	-	-	-	-	-	-	Unassigned	-
OTU179	3	0	0	0	1	0	0	1	65	0	0	0	0	6	1	11	0	0	0	0	0	44	389	0	0	71	43	0	39	0	0	18	28	44	0	5	234	0	3	17	48	2	575	29	0	0	0	0	92	22	111	9	0	0	21	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomium;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1792	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1793	10	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	18	13	0	23	0	0	0	0	76	8	0	0	0	0	0	0	0	0	17	1	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1798	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Zygomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1799	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	7	0	0	0	7	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	28	0	0	0	0	4	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1807	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU181	738	57	0	0	79	0	0	28	95	0	0	0	447	0	607	89	0	0	0	0	256	0	0	1	0	0	0	0	0	0	228	0	0	0	163	0	0	0	0	0	0	695	0	0	0	516	0	119	0	0	0	0	0	125	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1820	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU183	1	375	0	3	0	66	248	0	0	61	6	0	0	0	0	81	0	0	0	50	0	0	0	0	0	0	0	415	0	0	0	29	0	0	36	0	0	0	0	95	0	0	0	0	0	112	0	128	0	243	0	0	0	1039	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1830	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	6	0	0	0	20	0	0	0	0	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1834	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__dummy_class_Setophoma;o__dummy_order_Setophoma;f__dummy_family_Setophoma;g__Setophoma;s__Setophoma_terrestris	-	-	-	-	-	-	-	Unassigned	-
OTU1835	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU184	0	0	0	0	0	134	117	0	0	0	0	89	0	272	0	29	230	159	0	0	0	0	0	20	0	0	224	0	0	0	49	0	195	0	0	0	1	0	0	310	0	301	0	1	68	0	0	0	0	0	0	0	0	0	1	0	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1866	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1867	1	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1898	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU1905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	k__Fungi;p__Ascomycota;c__unk;o__unk;f__unk;g__unk;s__unk	-	-	-	-	-	-	-	Unassigned	-
OTU191	8	22	255	118	0	16	57	88	8	0	121	0	41	1	0	199	36	0	0	538	44	0	82	0	94	131	29	0	0	63	337	64	276	118	1	20	54	102	3	0	18	0	19	131	0	0	43	0	80	9	0	33	72	0	0	0	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Naganishia;s__Naganishia_albida	-	-	-	-	-	-	-	Unassigned	-
