"fungi.Grass.BOGR.1" "fungi.Ecotone.LATR.8" "fungi.Ecotone.PLJA.8" "fungi.Ecotone.PLJA.1" "fungi.Grass.BOER.4" "fungi.Grass.BOER.7" "fungi.Grass.PLJA.6" "fungi.Ecotone.LATR.5" "fungi.Shrub.LATR.8" "fungi.Grass.BOGR.7" "fungi.Ecotone.BOER.7" "fungi.Ecotone.PLJA.5" "fungi.Ecotone.BOER.4" "fungi.Ecotone.LATR.4" "fungi.Grass.PLJA.1" "fungi.Grass.PLJA.5" "fungi.Grass.BOGR.4" "fungi.Ecotone.PLJA.3" "fungi.Grass.BOGR.5" "fungi.Shrub.LATR.3" "fungi.Ecotone.BOER.8" "fungi.Ecotone.LATR.6" "fungi.Ecotone.BOER.3" "fungi.Grass.BOER.6" "fungi.Grass.PLJA.2" "fungi.Shrub.LATR.7" "fungi.Shrub.LATR.5" "fungi.Grass.BOER.5" "fungi.Ecotone.LATR.2" "fungi.Shrub.LATR.6" "fungi.Ecotone.LATR.3" "fungi.Ecotone.LATR.7" "fungi.Ecotone.PLJA.7" "fungi.Ecotone.BOER.2" "fungi.Grass.BOGR.3" "fungi.Shrub.LATR.2" "fungi.Shrub.LATR.4" "fungi.Ecotone.BOER.1" "fungi.Ecotone.BOER.5" "fungi.Grass.PLJA.7" "fungi.Grass.BOER.2" "fungi.Grass.BOGR.8" "fungi.Grass.BOGR.6" "fungi.Ecotone.BOER.6" "fungi.Grass.PLJA.8" "fungi.Grass.BOGR.2" "fungi.Grass.BOER.8" "fungi.Grass.PLJA.3" "fungi.Shrub.LATR.1" "fungi.Grass.BOER.3" "fungi.Ecotone.LATR.1" "fungi.Ecotone.PLJA.6" "fungi.Ecotone.PLJA.2" "fungi.Grass.BOER.1" "fungi.Ecotone.PLJA.4" "fungi.Grass.PLJA.4"
"OTU740" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 137 0 0 0 0 0 183 69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU895" 0 130 92 0 0 0 0 22 0 0 165 0 0 0 0 0 0 0 0 39 23 0 0 1 0 0 0 0 1 0 0 0 14 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 137 1 0 13 0 0 0 0
"OTU4548" 0 2 5 0 0 0 7 1 0 1 0 0 2 0 0 0 4 2 0 0 0 6 0 0 0 1 0 1 3 0 0 0 0 0 0 1 0 5 0 0 0 0 0 10 1 0 1 37 0 0 0 3 0 0 7 2
"OTU167" 0 0 0 0 1288 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 397 0 0 0 0 0 0 0 0 0 0 0 0 4440 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 195 0
"OTU635" 0 0 0 0 0 0 0 0 0 0 0 54 0 0 0 0 0 0 0 0 0 0 51 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU585" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 14 0 0 0 0 3 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0
"OTU725" 0 0 0 0 0 0 0 0 0 0 169 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 380 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"OTU919" 7 0 0 0 0 0 14 0 0 0 0 0 0 0 146 0 0 0 0 0 0 0 0 39 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU752" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 412 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU1567" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU855" 211 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 304 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 543 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU748" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU959" 0 0 0 0 0 0 1 68 59 0 0 0 0 0 0 0 0 0 0 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0
"OTU308" 0 0 0 0 0 0 0 0 0 0 120 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU767" 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 202 0 0 0 0 0 0 0 0 0 30 0 0 0 0 0 0 0 0 0 0 0 0
"OTU268" 0 0 0 0 0 0 0 31 0 0 304 0 134 0 0 85 0 2 1 0 0 0 0 1467 65 0 0 846 0 1 0 0 30 0 0 0 0 445 12 2 228 0 46 0 0 0 130 0 0 0 0 24 0 0 0 0
"OTU640" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"OTU645" 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 31 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU259" 0 0 0 0 0 347 0 0 0 0 1 0 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 464 0 0 0 0 0 0 0 0 0 0 430 432 0 0 0 0 0 0 190 0 0 1 0 0 0 0 0 0
"OTU2252" 0 0 41 0 0 0 0 0 19 0 878 0 74 0 0 20 0 0 0 0 37 61 0 0 0 0 0 0 0 0 0 34 94 0 0 0 0 0 0 0 1 0 9 65 0 0 0 0 252 0 0 122 18 0 0 0
"OTU483" 0 0 0 0 716 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 150 0 0 0 0 1 59
"OTU899" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"OTU1306" 0 0 0 0 0 0 0 0 14 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU1329" 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49 2 6 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0
"OTU447" 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 1 0 0 137 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"OTU4100" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 10 0
"OTU964" 0 0 0 0 0 3 0 0 1 14 0 0 23 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 20 20 0 19 0
"OTU565" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU362" 0 0 746 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 129 184 1 0 0 0 0 1 1 0 0 0 199 0 0 0 0 0 40 0 0 0 0 0 0
"OTU426" 58 0 0 0 0 0 2 0 1 1 0 0 0 0 0 1 292 0 318 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 1 0 0 10 0 0 0 47 0 0 7 0 0 0 0 0 182
"OTU1084" 0 0 48 0 0 0 0 0 0 0 14 114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU1643" 0 0 0 0 0 0 0 0 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 22 0
"OTU652" 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 108 0 0 0 0 0 0 0 0 58 0 0 0 0 0 6 0 125 99 20 0 0 0 45 0 0 255 0 0 0 0 0 0
"OTU2565" 0 82 207 0 0 0 0 20 0 0 0 0 222 0 1 0 356 0 0 260 0 0 598 0 0 0 0 1 0 0 270 0 0 170 0 0 0 0 79 0 0 0 0 126 0 0 0 0 0 0 531 42 114 0 0 0
"OTU3216" 0 0 0 165 0 0 1 0 0 0 0 72 0 0 0 0 0 281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU385" 0 1 0 0 0 0 0 0 0 0 482 44 341 0 0 0 0 123 0 0 152 0 0 0 0 0 0 0 0 0 0 7 105 0 0 0 0 47 0 0 0 0 0 17 0 0 0 0 0 7 0 0 0 0 0 0
"OTU597" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 32 0 0 0 0 0 0 0 535 0 0 0 0 0 0 0 0 0 0 0 0
"OTU3508" 0 207 41 0 0 2 0 2 0 0 0 0 1 0 0 0 0 10 0 2 0 5 186 0 1 0 0 0 0 0 6 0 0 110 0 0 0 5 0 0 0 0 0 0 1 0 0 0 1 0 0 2 4 0 1 0
"OTU4386" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0
"OTU786" 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 248 0 0 0 0 1 3 0 1 0 0 0 0 0 0 0 1 0 3 0 0 0 0 49 0 0 0 0 0 0 0
"OTU415" 342 0 0 0 153 0 41 0 0 30 0 0 0 0 0 0 36 0 24 0 44 0 0 0 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 0 0 0 22 0 45 68 0 23 0 0 0 0 0 355
"OTU384" 0 0 21 0 0 0 0 0 1 0 0 17 0 0 0 0 0 204 0 0 0 0 176 0 0 32 0 0 45 0 70 0 0 17 0 0 0 0 102 0 0 0 0 81 0 0 1 0 0 0 0 0 0 0 0 0
"OTU3893" 0 0 0 0 0 10 0 0 0 0 23 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 198 0 0 0 52 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0
"OTU774" 224 0 0 0 0 0 0 0 0 0 0 0 0 0 0 83 0 0 0 0 0 0 0 0 570 0 0 0 0 0 0 0 0 0 67 0 0 0 0 0 0 0 23 0 0 0 0 136 0 56 1 0 0 0 0 28
"OTU996" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 192 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU574" 0 0 36 0 0 0 13 0 0 1 15 0 0 0 0 0 0 0 0 0 0 0 0 0 90 0 16 0 0 0 0 1 0 0 38 0 0 0 0 10 0 0 0 0 21 144 15 0 0 0 1 0 0 0 0 0
"OTU3881" 0 0 25 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 4 0 0 0 83 17 0 0 0 0 11 0 0 0 0 0 0 0 3 1 0 0 0
"OTU350" 0 0 0 0 0 0 0 0 0 422 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU238" 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 104 0 0 0 0 0 0 0 0 2258 0 0 0 0 0 0 12 0 0 6 0 2 0 0 0 0 0 0 0 0 0 0 1
"OTU469" 31 0 0 0 0 0 9 31 0 0 80 287 0 0 0 0 0 0 0 0 0 0 239 0 20 0 0 0 0 0 0 10 197 0 0 0 0 56 110 0 1 0 0 73 0 0 0 0 0 0 0 90 0 0 0 0
"OTU630" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU564" 0 0 0 0 0 5 14 0 0 0 3 337 0 0 0 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 0 17 0 0 0 54 0 0 0 19 11 0 0 590 0 0 0 1 0 0 0 0 0
"OTU1101" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7
"OTU638" 0 77 0 0 0 0 1 51 106 0 0 0 27 0 0 0 0 0 0 31 0 0 0 0 0 0 10 76 0 0 0 0 0 0 0 38 0 0 12 0 0 0 0 0 0 0 0 0 160 0 0 0 0 0 0 0
"OTU1587" 25 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 0 0 0 20 0 0 25 0 8 0 0 0 0 0 0 2 0 0 0 0 0
"OTU369" 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1695 0 1 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0
"OTU789" 11 0 10 29 0 3 0 0 7 0 10 12 0 0 0 27 21 0 0 24 0 0 0 0 44 0 0 0 0 0 0 0 2 0 36 0 0 30 0 1 8 0 20 0 0 23 0 0 0 0 0 1 0 0 0 0
"OTU677" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 280 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 289 0 168 0 0 0 0 0 0
"OTU3601" 0 0 0 0 0 2 0 0 0 0 369 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 0 0 0 1 0 0 0 0 0 0 0 0 0
"OTU4542" 33 0 110 0 15 40 0 0 0 112 0 0 0 0 107 0 84 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 0 1 0 0 0 0 121 0 0 0 0 34 113 0 0 0 34 0 0 0 0 0 88
"OTU576" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 622 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU368" 0 0 62 291 0 0 0 0 1 0 380 60 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 31 0 0 0 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 355 0 0
"OTU753" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 107 0 0 0 0 15 0 72 0 8 0 0 0 0 0 0
"OTU219" 0 0 0 0 1 0 1 0 0 66 37 56 0 78 0 587 1 0 0 0 0 52 0 13 30 1077 463 0 169 0 31 1 12 0 0 0 0 0 17 19 6 78 0 0 37 0 5 0 0 26 80 11 0 0 0 1
"OTU594" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU2671" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU932" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 221 0 0 0 0 0 0 0 0 0 0
"OTU192" 0 0 0 0 0 0 1 419 0 0 0 0 0 199 0 0 0 539 0 0 1 0 0 0 0 0 0 0 0 0 0 7 98 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 0
"OTU1158" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU1957" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU3876" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU518" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 861 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU2501" 0 0 0 0 0 0 0 0 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 7 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU731" 0 0 3 125 0 2 1 0 0 0 0 0 17 0 0 60 1 90 0 0 89 0 0 0 529 0 0 0 0 0 0 0 0 0 1 63 0 1 84 0 0 112 0 73 0 343 198 100 0 0 0 76 0 290 38 0
"OTU284" 0 0 0 0 0 0 0 141 0 0 0 0 0 0 0 0 0 461 0 0 0 0 0 0 0 0 0 0 0 0 0 2 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU764" 184 0 0 0 0 0 331 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU339" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU344" 15 0 0 0 340 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 969 52 0 0 0 0 0 250 0 0
"OTU1024" 0 0 58 0 0 0 0 0 0 0 0 0 0 36 0 0 0 0 0 35 0 0 147 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"OTU547" 0 0 40 1 0 0 0 0 0 0 0 0 0 41 0 0 0 0 0 16 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 18 0 0 0 0 0 0
"OTU164" 0 0 0 0 0 0 0 0 907 0 2 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0 5 0 0 1 87 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 242 221 0 0 0 0 0 0
"OTU551" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 12 0 7 0 769 0 171 21 0 0 0 0 0 0 0 0 0 0 0 0
"OTU785" 0 0 0 0 0 0 0 0 101 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 109 0 0 0 1 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 141 0 0 0 0 0
"OTU976" 0 0 22 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 234 0 0 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU624" 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 634 0 8 0 0 0 0 0 0 101 0 0 0 0 0 0
"OTU3369" 0 0 1 18 0 0 1 28 0 0 0 1 0 0 0 0 0 0 0 0 4 3 0 21 0 0 1 0 10 0 2 89 0 0 0 0 0 0 0 1 14 10 337 6 0 0 1 0 5 0 5 232 0 48 0 0
"OTU694" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 658 0 0 0 0 0 0 0 0 0 0 0 85 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 6 0 6 0 0 1 0 0 0
"OTU520" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU586" 0 1 0 1 0 33 0 0 0 0 9 0 113 43 0 19 0 0 0 0 5 0 0 0 292 0 0 0 0 0 0 49 11 0 25 0 0 0 8 0 135 0 83 50 0 0 11 0 0 0 1 24 0 0 9 0
"OTU549" 7 1 0 0 25 15 0 0 0 0 0 0 0 0 0 0 9 64 0 0 0 0 50 106 22 60 15 0 27 0 14 0 0 0 0 1 0 0 0 0 8 50 68 0 0 0 0 19 0 0 0 0 8 0 0 20
"OTU916" 0 0 1 0 0 0 1 0 0 37 0 1 0 0 0 0 26 0 69 0 0 0 0 0 0 0 0 66 0 0 0 2 0 2 0 0 0 0 3 94 0 123 0 0 119 0 8 0 58 0 0 0 0 6 0 0
"OTU392" 0 0 0 0 3 0 0 40 76 0 26 8 71 0 0 0 0 0 0 466 103 0 0 0 0 0 51 0 0 0 0 3 83 0 0 0 11 51 0 0 0 0 0 31 0 0 0 0 0 0 0 77 115 0 0 0
"OTU320" 0 0 0 0 0 51 13 0 0 0 137 114 244 0 0 150 0 364 0 0 19 0 0 0 8 0 0 0 0 0 1 0 177 0 0 0 0 71 14 0 0 0 78 12 0 0 1 0 0 0 0 54 102 0 0 0
"OTU3135" 0 0 0 0 0 0 0 0 0 0 18 23 84 0 0 0 0 254 0 0 2 0 0 0 0 0 0 0 0 0 0 0 213 0 0 0 0 0 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU647" 0 0 1 0 0 0 0 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 613 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU978" 0 0 0 127 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 151 10 0 55 0 0 0 0 0 0 163 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0
"OTU1107" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 126 0 0
"OTU448" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1006 0 0 0 0 0 0 0 0 0 0
"OTU271" 0 0 0 0 0 0 0 0 0 0 272 892 80 0 0 14 0 0 0 10 134 0 0 14 0 0 0 0 0 0 0 1 37 0 1 0 0 104 14 0 87 0 0 0 0 0 50 0 22 0 0 12 39 0 0 0
"OTU281" 1 0 0 0 0 0 0 0 0 17 85 39 0 0 0 1 0 0 0 0 0 0 0 0 6 1891 34 0 532 0 57 6 0 292 0 0 0 0 24 0 1 0 0 0 27 0 0 0 0 0 117 0 0 0 17 0
"OTU704" 0 0 0 0 24 0 0 0 0 0 0 0 0 2 0 0 3 0 0 0 0 0 0 0 0 0 6 56 0 23 0 0 0 0 2 0 0 0 0 1 0 36 0 0 0 46 2 0 0 0 45 0 0 124 0 0
"OTU835" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 301 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0
"OTU2573" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU909" 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 220 0 0 0 0 0 0 0 0 58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 0 0 0 0 0 20 0 60 0 0 0 0
"OTU374" 0 189 1 0 0 0 0 0 200 0 0 0 0 49 0 27 0 0 0 62 33 0 0 0 0 0 10 0 0 0 268 0 33 0 0 0 64 0 0 0 0 0 18 0 0 0 0 29 329 7 0 0 0 0 0 0
"OTU1319" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 108 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0
"OTU1133" 0 0 0 0 27 0 0 0 0 0 0 0 0 30 0 0 0 0 0 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU950" 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 71 0 0 0 0 0 3 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0
"OTU1785" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
