OTU ID	fungi.Grass.BOGR.1	fungi.Ecotone.LATR.8	fungi.Ecotone.PLJA.8	fungi.Ecotone.PLJA.1	fungi.Grass.BOER.4	fungi.Grass.BOER.7	fungi.Grass.PLJA.6	fungi.Ecotone.LATR.5	fungi.Shrub.LATR.8	fungi.Grass.BOGR.7	fungi.Ecotone.BOER.7	fungi.Ecotone.PLJA.5	fungi.Ecotone.BOER.4	fungi.Ecotone.LATR.4	fungi.Grass.PLJA.1	fungi.Grass.PLJA.5	fungi.Grass.BOGR.4	fungi.Ecotone.PLJA.3	fungi.Grass.BOGR.5	fungi.Shrub.LATR.3	fungi.Ecotone.BOER.8	fungi.Ecotone.LATR.6	fungi.Ecotone.BOER.3	fungi.Grass.BOER.6	fungi.Grass.PLJA.2	fungi.Shrub.LATR.7	fungi.Shrub.LATR.5	fungi.Grass.BOER.5	fungi.Ecotone.LATR.2	fungi.Shrub.LATR.6	fungi.Ecotone.LATR.3	fungi.Ecotone.LATR.7	fungi.Ecotone.PLJA.7	fungi.Ecotone.BOER.2	fungi.Grass.BOGR.3	fungi.Shrub.LATR.2	fungi.Shrub.LATR.4	fungi.Ecotone.BOER.1	fungi.Ecotone.BOER.5	fungi.Grass.PLJA.7	fungi.Grass.BOER.2	fungi.Grass.BOGR.8	fungi.Grass.BOGR.6	fungi.Ecotone.BOER.6	fungi.Grass.PLJA.8	fungi.Grass.BOGR.2	fungi.Grass.BOER.8	fungi.Grass.PLJA.3	fungi.Shrub.LATR.1	fungi.Grass.BOER.3	fungi.Ecotone.LATR.1	fungi.Ecotone.PLJA.6	fungi.Ecotone.PLJA.2	fungi.Grass.BOER.1	fungi.Ecotone.PLJA.4	fungi.Grass.PLJA.4	taxonomy	Taxon	Taxon Level	Trophic Mode	Guild	Growth Morphology	Trait	Confidence Ranking	Notes	Citation/Source
OTU5	243	1180	385	473	30	367	299	6691	8981	48	551	241	1099	2370	1	1040	29	0	8	11122	1567	345	539	466	318	2413	378	102	122	3941	1972	1316	2385	407	198	1968	5250	978	255	84	800	573	129	235	32	87	114	83	733	27	248	645	310	104	438	183	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__unk	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU12	2	0	4	276	2	0	1	453	0	1	0	1689	0	6	0	0	11	4	1	18	35	48	3	252	2	1	0	1	20342	1	6912	1641	29	0	3	2	0	0	0	1	187	202	6048	69	2	1	1	1	117	1	106	3797	0	772	2	1	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Peziza;s__unk	Pezizaceae	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Litter Saprotroph-Undefined Saprotroph	Pezizoid	NULL	Possible	Saprobic or ectomycorrhizal, on or in soil, leafmould etc., some species associated with dung or fire sites (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU1	25	1	3	1	1	0	48	1	1	113	265	446	96	185	0	969	1	4	537	6149	0	2	2	3	622	1	3	4	4	1	7	632	3	116	26	13	1	2	0	116	269	106	33	3	2062	223	1	44	381	54	1	93	13	3146	18054	2950	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;g__Ascobolus;s__unk	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	NULL	NULL	Probable	NULL	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU28	452	1698	1	2341	77	49	1612	203	0	48	0	0	10465	1	2763	12	354	407	4488	0	20	0	1	865	1	0	0	0	0	0	0	0	0	1	1565	0	0	1357	0	1239	19	2937	488	0	545	0	226	224	46	292	16	177	5	0	3	958	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Didymosphaeria;s__unk	Didymosphaeria	13	Pathotroph-Saprotroph-Symbiotroph	Endophyte-Lichen Parasite-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Massimo NC, et al. 2015. Microbial Ecology 70:61-76 ((https://doi.org/10.1007/s00248-014-0563-6)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))'
OTU13	1	0	0	8543	0	1	3	23655	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	970	1	1	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Rhizochaete;s__Rhizochaete_fouquieriae	Rhizochaete	13	Saprotroph	Undefined Saprotroph	Corticioid	White Rot	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU11	0	1	1	2734	0	1	0	2241	1	1	33	3	3	2965	242	0	1	2230	0	1	1434	691	3245	0	0	4453	1	0	0	2024	1	626	2483	1815	1	7	16	0	1159	2	1	46	52	1312	1	0	1	0	0	4	599	5	95	0	2342	1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__unk	Ceratobasidiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Possible	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU27	0	0	1	1947	1	1	70	1	1078	0	3	0	1	0	0	0	0	0	0	3162	1	1	1661	0	0	402	0	0	4563	1	0	6580	0	0	1	5428	0	1	0	0	0	0	0	0	0	0	1	0	323	0	0	0	0	0	1	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Coprinus;s__unk	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU19	0	1	0	0	1	0	1	0	0	0	0	0	0	21916	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	28	0	0	291	0	1	0	0	0	0	684	0	0	0	0	0	1	1	0	1	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Hymenochaete;s__unk	Hymenochaetaceae	9	Saprotroph-Symbiotroph	Ectomycorrhizal-Wood Saprotroph	Corticioid-Polyporoid	NULL	Probable	Lignicolous, causing white rots, rarely ectomycorrhizal (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU16	3	0	0	0	0	0	0	1	0	5	0	27	1	0	0	5679	0	222	0	0	0	1	346	0	0	0	0	1	0	3	33	0	0	0	1	4	0	0	830	0	0	271	0	87	5401	0	1	0	0	1	0	32	2	0	9783	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinopsis;s__unk	Agaricales	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Possible	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)'
OTU37	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	29	0	0	17885	0	0	0	0	1	0	0	0	1	0	1	0	16	0	0	68	2	0	0	0	0	0	0	0	0	1332	0	1	0	0	0	1	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Lepiota;s__unk	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU22	2	4863	832	343	1	19	16	229	14	155	29	0	353	187	0	2	9	230	42	42	88	272	3974	0	0	0	0	0	0	1	192	69	765	2610	0	1169	0	107	542	156	1	0	0	1	110	0	0	0	267	0	680	37	109	0	208	24	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Kalaharituber;s__unk	Kalaharituber	13	Symbiotroph	Ectomycorrhizal	NULL	NULL	Possible	NULL	b'Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM)'
OTU24	1	1	0	0	0	0	1	53	1	0	0	0	0	0	0	0	0	1	0	11	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17402	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella;s__unk	Agaricales	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Possible	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)'
OTU1357	0	0	2	1	0	0	810	0	0	0	0	2	1	0	0	6	0	0	70	0	1	0	0	0	0	0	0	0	69	0	101	3	0	0	812	0	0	0	0	8	6852	948	1272	0	10	4	0	2374	0	2304	8	0	1	895	0	22	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Ascobolaceae;g__Ascobolus;s__unk	Ascobolaceae	9	Saprotroph	Dung Saprotroph-Soil Saprotroph-Wood Saprotrop	NULL	NULL	Probable	NULL	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU35	2	1	1	0	0	20	0	1290	2	24	67	1	2	325	0	10	3332	1051	0	0	0	0	0	0	1164	0	11	0	0	0	0	0	10	132	13	35	0	0	0	0	60	5	13	19	0	4166	0	855	0	0	606	1694	0	515	147	28	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Coniothyriaceae;g__Coniothyrium;s__unk	Coniothyrium	13	Pathotroph-Saprotroph	Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Highly Probable	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664 ((https://doi.org/10.2307/3757045)); Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
OTU18	104	167	1562	126	1	472	92	294	101	24	710	20	361	36	0	1200	31	709	298	130	354	0	327	71	359	0	70	368	76	0	382	617	904	380	236	31	1	225	71	10	633	214	225	482	0	284	459	133	90	89	3	928	65	0	142	258	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria;s__Alternaria_chlamydosporigena	Alternaria	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph	Microfungus	Soft Rot	Possible	NULL	b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU51	602	0	0	0	203	0	2433	0	1	1	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	1	1607	0	0	0	0	0	1	0	28	0	0	0	0	0	7823	0	0	421	0	0	526	0	0	0	0	0	0	1	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Lepiota;s__unk	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU38	151	206	900	146	0	458	8	176	80	109	154	485	104	1	0	867	45	2	35	1245	473	0	0	118	1043	0	0	0	7	1323	0	28	460	0	326	0	0	245	132	51	818	0	650	80	122	0	961	197	191	81	8	68	1	1	52	942	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__unk	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU30	52	42	59	3	0	206	90	326	617	13	188	0	61	888	0	110	334	519	0	2563	534	0	582	202	330	1632	41	82	0	402	151	837	377	2	28	326	80	0	56	14	56	2	210	100	1	0	54	1	386	11	416	148	201	0	83	30	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Phoma;s__unk	Didymellaceae	9	Pathotroph-Saprotroph	Animal Pathogen-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Possible	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU45	750	408	0	3235	0	0	82	0	12	89	0	0	0	0	0	1	210	0	1	116	240	98	1964	0	0	1797	27	0	0	702	0	0	0	0	0	2206	0	0	0	1	0	1	8	3	403	0	0	847	23	1	0	96	0	1	1	1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Tulostoma;s__unk	Agaricaceae	9	Saprotroph	Undefined Saprotroph	Agaricoid-Gasteroid-Secotioid	NULL	Probable	Primarily saprobes in grassland and woodland situations (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU15	52	0	52	309	0	1	17	0	115	0	9	0	87	428	0	25	136	1	28	136	0	0	0	15	58	0	412	1	0	1	0	12	26	741	25	30	238	0	67	0	282	38	15	95	0	2	40	0	116	10	9176	1	1	0	232	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__unk	Preussia	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU46	3	1	2	127	0	0	11	0	114	0	131	1	112	185	0	2	0	944	0	34	204	0	2274	0	0	0	86	0	2919	46	0	0	80	773	62	801	0	0	49	0	220	0	0	276	0	260	0	374	256	47	0	344	569	794	0	1	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__unk	Ceratobasidiaceae	9	Pathotroph-Saprotroph-Symbiotroph	Endomycorrhizal-Plant Pathogen-Undefined Saprotroph	Microfungus	NULL	Possible	Best known as plant pathogens, but also saprobic. Species are endomycorrhizal with a wide range of plant roots - especially of Orchidaceae but also even bryophytes (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU176	304	0	1057	716	150	255	8	0	0	0	3	98	281	0	0	121	247	260	0	1	267	1	0	174	1485	0	0	11	0	0	0	0	59	0	0	499	0	537	48	1307	1	377	262	455	406	292	220	433	0	15	0	223	0	554	260	0	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unk	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU50	1	0	1	0	0	0	0	10512	0	0	0	1	1	0	0	2	0	0	0	1	1	0	0	0	12	0	0	0	0	0	2	0	0	0	0	1	0	1	15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__dummy_order_Scytalidium;f__dummy_family_Scytalidium;g__Scytalidium;s__Scytalidium_cuboideum	Scytalidium	13	Saprotroph	Wood Saprotroph	NULL	Soft Rot	Probable	NULL	b'Nilsson T. 1973. Studia Forestalia Suecica 104:1-40 ((https://pub.epsilon.slu.se/5711/)); Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
OTU81	181	324	128	383	129	178	6	37	187	135	52	11	79	12	0	142	123	678	99	139	5	28	218	112	20	767	407	0	77	134	514	199	42	268	91	751	108	120	13	0	73	44	9	26	24	0	18	712	724	4	60	108	268	256	1299	1	k__Fungi;p__Zygomycota;c__dummy_class_Mortierellales;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__unk	Mortierella	13	Saprotroph-Symbiotroph	Endophyte-Litter Saprotroph-Soil Saprotroph-Undefined Saprotroph	Microfungus	NULL	Probable	Saprobic in soil and thus frequenctly isolated from soil and material contaminated with soil such as hay or rotten silage and spoil tips (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Purahong W, et al. 2016. Molecular Ecology 25:4059-4074 ((https://doi.org/10.1111/mec.13739))'
OTU62	0	0	500	0	19	144	13	352	478	8	687	314	237	12	0	1264	17	0	1	867	211	0	1	185	378	0	22	0	0	309	131	54	717	0	29	0	12	947	367	20	623	52	125	103	22	0	203	146	9	376	68	81	52	1	117	224	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__dummy_order_Pseudoperisporiaceae;f__Pseudoperisporiaceae;g__Bryochiton;s__unk	Bryochiton	13	Pathotroph	Plant Pathogen	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU54	1	0	0	0	0	1	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9862	40	0	0	160	16	1	0	2	5	0	0	0	0	0	19	1	1	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia;s__unk	Curvularia	13	Pathotroph	Plant Pathogen	Microfungus	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU91	1	0	0	0	0	1	0	0	0	0	188	1	0	0	0	0	2	0	0	0	0	0	0	0	2344	0	0	1	0	1983	0	0	0	0	0	0	5190	0	0	0	0	0	0	0	0	74	0	0	0	0	1	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria;s__unk	Xylariaceae	9	Pathotroph-Saprotroph-Symbiotroph	Dung Saprotroph-Endophyte-Plant Pathogen-Undefined Saprotroph	Xylarioid	NULL	Probable	Saprobes or weak pathogens, many endophytes, mainly in wood and bark, occasionally in soil and dung (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU41	0	0	2	0	0	5	0	1648	0	0	0	1	0	1623	0	0	31	4833	0	0	0	0	1	0	0	0	0	51	0	0	0	24	473	0	0	2	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	398	0	493	0	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus;s__unk	Glomeraceae	9	Symbiotroph	Arbuscular Mycorrhizal	Microfungus	NULL	Highly Probable	NULL	b'Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))'
OTU53	92	0	178	1	0	246	0	0	0	0	100	0	0	45	0	195	0	0	0	2	80	0	300	1	4446	0	0	0	0	0	0	9	2236	105	0	0	0	0	478	0	0	1	0	11	2	88	937	0	2	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora;s__unk	Lasiosphaeriaceae	9	Saprotroph	Undefined Saprotroph	Microfungus	NULL	Probable	Saprobes found dung, soil and rotting vegetation (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU92	195	35	130	0	0	88	60	0	94	0	108	83	891	470	0	0	30	512	96	0	0	336	133	0	1	32	647	0	413	109	909	160	0	524	34	203	75	452	0	0	0	88	0	31	0	0	0	644	666	53	268	0	0	1	179	64	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Scutellinia;s__unk	Pyronemataceae	9	Saprotroph-Symbiotroph	Dung Saprotroph-Ectomycorrhizal-Soil Saprotroph-Wood Saprotroph	Gasteroid-Pezizoid	NULL	Possible	Saprobic on soil, dung or rotten wood or mycorrhizal, some species hypogeous, others associated with fire sites (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU20	96	0	158	64	44	422	58	66	119	0	1125	308	600	0	0	174	62	224	51	97	114	0	0	379	228	0	18	124	13	0	192	4	220	1	0	66	0	90	67	13	1441	463	139	199	0	285	41	445	14	15	0	81	22	0	181	194	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__unk	Aureobasidium	13	Pathotroph-Saprotroph-Symbiotroph	Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen-Undefined Saprotroph	Facultative Yeast	NULL	Possible	NULL	b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Wachowska U, G\xc5\x82owacka K. 2014. BioControl 59:635-645 ((https://doi.org/10.1007/s10526-014-9596-5)); Irinyia L, et al. 2016. Fungal Biology 120:125-136 ((https://doi.org/10.1016/j.funbio.2015.04.007)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'
OTU80	0	0	0	0	0	1188	184	1	0	21	0	1	0	0	0	0	0	0	0	0	0	1	0	744	0	0	0	0	0	0	0	0	1	0	1141	0	0	0	1	0	1190	2130	0	0	558	0	1478	0	0	0	12	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Marasmiaceae;g__Marasmius;s__unk	Agaricales	7	Pathotroph-Saprotroph-Symbiotroph	Bryophyte Parasite-Dung Saprotroph-Ectomycorrhizal-Fungal Parasite-Leaf Saprotroph-Plant Parasite-Undefined Saprotroph-Wood Saprotroph	Agaricoid-Gasteroid-Microfungus-Secotioid-Yeast	NULL	Possible	Mushrooms and toadstools, Gill fungi, Agarics... lignicolous, sometimes muscicolous or fungicolous, saprobic, mycorrhizal, rarely parasitic on plants or fungi (Kirk et al. 2008)	b'Kirk PM et al. 2008. Dictionary of the Fungi. Tenth Edition. CAB International, Wallingford (ISBN: 978-0851998268)'
OTU59	19	0	0	0	0	1	30	68	1104	0	54	3	0	271	0	0	0	140	0	347	315	152	299	21	140	272	18	0	65	1	303	148	173	3	66	123	2281	1314	10	0	24	0	73	0	1	143	0	0	411	9	0	33	36	1	2	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Montagnulaceae;g__Paraconiothyrium;s__unk	Paraconiothyrium	13	Saprotroph	Undefined Saprotroph	NULL	NULL	Probable	NULL	b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'
OTU63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2330	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	1	0	0	5868	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum;s__unk	Geastraceae	9	Saprotroph	Undefined Saprotroph	Gasteroid	NULL	Probable	Common name - earthstar; Terrestrial, rarely on wood or coprophilous. Most species are presumed saprobes, but at least some may be ectomycorrhizal (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
OTU117	0	246	0	684	219	1	1309	163	19	0	236	0	0	127	0	0	0	277	0	0	272	109	184	166	290	43	0	87	0	2	0	17	620	0	34	0	316	1	0	157	0	0	0	1494	0	0	0	0	6	0	448	174	426	0	69	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae;g__Eutypa;s__unk	Diatrypaceae	9	Pathotroph-Saprotroph	Plant Pathogen-Plant Saprotroph	Microfungus	NULL	Probable	Saprobes and (usually) weak parasites in wood and bark (Cannon & Kirk 2007)	b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'
