OTU,fungi.Grass.BOGR.1,fungi.mock2,fungi.Ecotone.LATR.8,fungi.SPEGAR.PLJA.4B,fungi.SPEGAR.BOER.4A,fungi.Ecotone.PLJA.8,fungi.Ecotone.PLJA.1,fungi.SPEGAR.PLJA.3A,fungi.Grass.BOER.4,fungi.SPEGAR.ARPU.2A,fungi.SPEGAR.PLJA.2B,fungi.Grass.BOER.7,fungi.SPEGAR.BOER.1A,fungi.SPEGAR.BOGR.3B,fungi.Ecotone.LATR.5,fungi.SPEGAR.BOER.2B,fungi.Grass.PLJA.6,fungi.Shrub.LATR.8,fungi.SPEGAR.PLJA.1A,fungi.SPEGAR.BOER.4B,fungi.Grass.BOGR.7,fungi.Ecotone.BOER.4,fungi.Ecotone.BOER.7,fungi.Ecotone.PLJA.5,fungi.Ecotone.LATR.4,fungi.SPEGAR.ARPU.1A,fungi.SPEGAR.BOGR.2B,fungi.SPEGAR.BOGR.1B,fungi.SPEGAR.ARPU.1B,fungi.Grass.PLJA.5,fungi.Grass.PLJA.1,fungi.Grass.BOGR.4,fungi.SPEGAR.ARPU.4A,fungi.Ecotone.PLJA.3,fungi.Shrub.LATR.3,fungi.Grass.BOGR.5,fungi.SPEGAR.PLJA.4A,fungi.SPEGAR.BOER.2A,fungi.Ecotone.BOER.3,fungi.Ecotone.BOER.8,fungi.Ecotone.LATR.6,fungi.Grass.BOER.6,fungi.Grass.PLJA.2,fungi.Shrub.LATR.7,fungi.Shrub.LATR.5,fungi.SPEGAR.ARPU.3B,fungi.SPEGAR.BOER.1B,fungi.Grass.BOER.5,fungi.Ecotone.LATR.2,fungi.SPEGAR.BOGR.4B,fungi.Ecotone.LATR.3,fungi.SPEGAR.ARPU.2B,fungi.Shrub.LATR.6,fungi.Ecotone.BOER.2,fungi.Ecotone.LATR.7,fungi.Ecotone.PLJA.7,fungi.SPEGAR.ARPU.4B,fungi.SPEGAR.BOGR.3A,fungi.SPEGAR.PLJA.3B,fungi.Grass.BOGR.3,fungi.Shrub.LATR.2,fungi.SPEGAR.PLJA.2A,fungi.Shrub.LATR.4,fungi.Ecotone.BOER.1,fungi.Ecotone.BOER.5,fungi.Grass.PLJA.7,fungi.SPEGAR.BOER.3B,fungi.Grass.BOER.2,fungi.SPEGAR.BOGR.2A,fungi.Grass.BOGR.8,fungi.Grass.BOGR.6,fungi.Ecotone.BOER.6,fungi.Grass.PLJA.8,fungi.SPEGAR.PLJA.1B,fungi.Grass.BOGR.2,fungi.mock1,fungi.Grass.BOER.8,fungi.Grass.PLJA.3,fungi.SPEGAR.BOGR.4A,fungi.Shrub.LATR.1,fungi.SPEGAR.BOGR.1A,fungi.Grass.BOER.3,fungi.Ecotone.LATR.1,fungi.Ecotone.PLJA.6,fungi.Ecotone.PLJA.2,fungi.Grass.BOER.1,fungi.SPEGAR.BOER.3A,fungi.Ecotone.PLJA.4,fungi.Grass.PLJA.4,fungi.SPEGAR.ARPU.3A
OTU165,0,2.444120493,0,0,0,0,8.164310219,0,0,0,0,0,0,0,8.709474407,2.424563657,5.484092964,0,0,12.65142037,2.978021499,0,0,0,2.330774884,2.34450668,0,0,5.992282145,0,0,0,0,0,0,0,0,0,0,8.771628328,0,0,0,0,5.762278272,0,0,0,0,0,6.62012986,0,0,7.948958858,0,0,0,0,3.697932514,2.577953089,0,0,0,0,9.086685862,0,0,0,0,0,4.276005778,0,7.92502909,0,0,0,0,0,0,0,0,0,2.889604284,0,13.95927356,0,0,9.006086449,0,0
OTU56,6.397842354,0,0,5.370458974,0,4.699667856,0,4.78685717,0,9.68582486,5.440292502,10.38588294,4.457955312,13.16416138,2.325986005,6.925260542,4.32629978,0,7.999248217,10.74916433,0,1.900203627,6.371834134,6.842548855,0,7.890671801,6.9872917,4.744720564,10.0921149,4.793205737,0,0,5.102826236,0,0,0,4.591194342,7.312465629,5.956672639,0,0,8.983308762,5.103324668,0,0,6.599947288,0,6.234853632,3.523945425,8.808712041,2.840588477,9.767629879,0,0,3.630485737,0,7.762259161,0,0,0,0,0,0,0,5.976485547,5.787306577,7.184642112,6.625803628,9.20505853,0,10.96975133,0,0,7.275498583,0,0,9.341404167,13.12158176,6.183046665,0,8.219600215,9.304700215,0,0,0,0,6.123305882,0,0,5.193866136
OTU1024,0,0,0,0,0,0,0,6.709849459,0,0,0,0,2.063848913,0,0,0,0,0,0,0,0,5.192524387,0,0,0,2.34450668,5.88868443,0,0,0,0,0,0,0,0,0,6.469875733,0,0,0,0,0,0,0,2.443189063,0,0,0,0,0,0,0,0,4.793752647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.772428553,0,0,2.39077057,0,0
OTU53,6.628907911,0,0,0,0,6.492748204,2.281955134,2.338785316,0,0,0,8.47069743,2.063848913,13.13712226,0,0,0,0,0,0,0,0,6.626052967,0,5.428746824,0,0,0,0,6.549301321,0,0,0,0,2.86536452,0,0,0,8.07756355,6.701268222,0,2.602132466,14.67464337,0,0,0,0,0,0,0,0,0,0,6.674899974,4.570001882,12.01197836,0,0,0,0,0,2.957871494,0,0,9.573112269,0,0,0,0,2.646548042,0,4.724091031,3.256875551,0,7.663421013,0,10.66672163,0,0,3.190602423,0,0,0,0,0,0,0,0,0,0
OTU373,4.037134573,0,2.338608351,2.253739166,0,0,0,2.338785316,0,2.320253439,0,0,0,0,4.109108339,0,3.903839586,7.304059342,0,4.089812408,0,0,5.641373488,0,0,0,0,0,0,3.656638978,0,0,0,0,8.724663698,0,0,0,0,4.609539928,0,0,0,7.36819505,0,0,0,0,0,3.3374015,0,2.835596027,7.735405869,0,8.129501874,4.983288358,0,0,2.666495131,0,4.897000227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.627917985,0,0,2.622847012,0,0,0
OTU341,0,0,0,0,0,0,0,0,0,0,0,5.35724451,0,6.276283124,0,4.241947285,5.321998948,0,0,4.557120833,0,0,0,0,0,0,0,0,3.441227297,5.551429519,0,0,0,0,0,0,0,0,0,0,0,0,4.591541064,0,0,0,0,0,0,0,0,0,0,0,0,3.072083444,5.866213495,0,0,0,0,0,0,0,0,10.28594403,0,5.809759655,3.415699106,0,7.579222241,0,0,0,0,0,4.437958597,0,0,0,3.236335928,7.050061515,0,0,0,0,0,0,0,3.481472823
OTU163,0,0,0,5.030102029,7.859048257,0,0,5.101741677,0,5.674876657,6.997517877,0,7.120344678,4.576312123,0,4.953126011,2.173999356,0,5.495330889,5.851011864,0,1.900203627,0,0,0,5.733461957,9.687928779,5.752785391,5.895413369,0,0,0,0,0,0,0,5.014243753,6.565974247,0,0,0,0,0,0,0,6.565466396,0,0,0,4.434813308,0,5.538803266,2.647014025,0,0,0,0,6.208801221,6.480159095,0,0,0,3.340727098,0,0,2.445973725,6.293620749,0,7.520542553,0,0,0,0,6.18383135,0,0,0,2.629634975,2.443763234,0,8.615753094,0,0,0,0,0,11.04978924,0,0,5.446076246
OTU4846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30058373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU642,0,0,0,2.253739166,0,3.692629086,0,6.518659203,0,0,3.604080229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.559051385,2.799423431,0,0,0,3.558981603,6.171530224,7.036377496,0,5.915121764,0,0,4.124087702,0,0,6.046821258,2.360094401,0,0,0,0,0,0,0,0,0,0,0,0,5.322856164,0,0,0,0,0,0,0,0,0,0,3.818515526,0,0,0,0,0,0,2.262507377,0,0,0,0,0,0,3.236335928,0,0,0,3.034821384,0,0,0,0,7.290524055
OTU4938,0,0,0,3.515618445,4.693036092,0,0,5.322338488,0,7.2117409,6.330477171,0,6.372488725,6.298041882,0,7.883612296,0,0,3.802758001,5.625591916,0,0,0,0,0,3.754843267,5.531272336,5.886578501,6.505059136,0,0,0,4.846014984,0,0,0,0,0,0,0,0,0,0,0,4.709824729,4.415750279,0,0,0,5.572590741,3.349884403,4.793039266,0,0,0,0,4.704303445,0,6.197015401,0,0,0,0,0,0,0,3.732101525,0,6.275633197,0,0,0,0,0,0,0,0,0,0,0,3.673630332,0,0,0,0,0,5.772408542,0,0,5.043411612
OTU251,0,0,0,6.909484737,0,0,0,0,0,0,0,0,0,0,5.082183826,0,0,0,0,0,0,8.147220427,2.985304521,0,0,0,0,0,0,0,0,0,0,8.853125159,0,0,0,0,10.57966848,4.609539928,0,0,0,0,3.7541208,5.74305056,4.65088047,0,0,6.441273508,0,2.371426436,0,9.301734153,0,0,0,0,0,0,0,0,0,0,3.508114619,0,2.615386229,0,0,0,2.582079002,10.22358875,0,6.507350304,0,2.646233197,0,0,5.198376331,0,3.550159973,0,0,5.762283894,9.757609176,0,6.241771754,7.59888752,0,0
OTU171,3.047425232,0,0,0,2.508322536,11.22199155,2.281955134,0,0,0,0,0,0,0,0,0,0,0,3.255027404,0,0,0,0,0,0,0,3.899797932,0,0,0,0,0,4.150036554,0,0,0,0,0,0,0,0,0,2.360094401,0,0,0,2.024802202,0,0,0,0,0,0,0,0,10.56759902,3.899797932,4.917906981,0,0,0,0,0,0,0,0,0,0,3.73868442,0,0,0,3.256875551,0,0,0,0,0,0,0,0,0,0,0,6.006762341,0,3.827685234,0,0,0
OTU211,7.650797986,0,0,0,0,2.075283473,0,0,9.874660602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.524827526,0,4.321669534,9.954276493,10.87082471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.878950369,0,0,0,0,0,0,0,0,2.835484717,0,0,7.51301862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.886423972,0,0,0,0,3.403643615,2.350999116,0,9.677334341,2.622847012,0,0,0
OTU112,0,0,5.395033263,9.372882388,0,0,0,6.691740413,0,0,4.880231566,0,4.457955312,10.66124894,0,8.072625159,0,0,4.395992268,7.89453034,0,0,0,0,0,4.0525286,5.97493196,5.998289062,5.968716265,0,0,2.744774742,7.049736001,0,0,2.678839159,0,8.616082378,0,0,0,2.602132466,0,0,0,0,5.548912869,0,0,10.43851954,0,4.442968085,0,0,4.666309996,5.866363475,6.549458324,8.561939713,7.224170947,0,0,0,0,2.538374853,0,0,4.413002471,0,7.221554397,0,5.100271738,5.395286125,0,0,0,0,0,0,9.95650521,0,5.627832821,0,0,5.669775035,0,0,6.777156524,0,0,0
OTU193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44992998,0,0,0,0,8.350263441,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678839159,0,2.363648389,0,0,0,0,2.360094401,0,0,0,0,4.564295002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.700747738,13.98258814,0,4.588957607,0,2.646548042,0,0,0,0,0,2.646233197,0,0,0,0,0,6.781588377,0,0,0,8.817145371,0,0,0,0
OTU111,0,0,0,0,0,0,0,2.338785316,0,0,0,0,0,0,0,4.630810741,0,0,0,0,0,0,0,0,0,14.94187942,0,0,0,0,0,0,9.867449442,0,0,0,0,0,0,0,2.886118151,0,0,0,0,0,6.731468402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU58,0,0,2.338608351,7.591810972,9.197027406,0,0,8.383233963,2.516787072,7.72410575,6.906308708,0,8.616765487,6.911906721,5.082183826,6.540303822,2.173999356,4.685808914,5.623727929,7.390535761,0,1.900203627,2.508322536,5.593226565,0,8.59211788,11.77155747,4.949060006,7.312854862,8.81531276,0,6.021730064,0,0,0,0,9.036347563,8.560598146,0,0,0,0,0,0,7.338331296,10.7486136,5.203652674,0,7.230054831,5.873329813,0,4.950815191,2.198435809,0,3.630485737,3.072083444,5.42314003,8.192157539,7.461313911,0,0,6.68556893,6.915887552,0,3.923342762,2.445973725,5.887817355,0,9.20505853,0,0,9.125507618,2.755846235,6.826743415,7.933158034,0,2.570373376,5.410703498,8.490964922,5.649345276,8.067521918,0,6.917830786,4.061192354,6.046613328,0,8.784306253,4.863063536,0,5.832573252
OTU1191,0,0,0,0,0,0,5.39458363,0,0,0,0,0,0,3.784213458,0,0,0,0,0,2.836715939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.651576989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91706069,0,0,0,0,0,4.80513196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU157,0,0,0,0,0,7.682048009,8.582334764,5.507792651,7.246993715,0,5.75201755,4.770001667,8.382610418,0,5.224556656,5.029925535,2.173999356,0,5.5221118,0,2.978021499,3.783433936,5.422767354,7.001247974,7.373367808,5.751402504,0,3.003386325,4.535223762,0,0,0,0,6.02201306,0,0,0,5.631550302,7.41098684,8.581765325,8.316303178,4.987609168,0,0,0,0,5.933428467,0,0,2.365578865,0,0,2.647014025,5.773226871,4.05314531,0,0,5.608056382,5.177605115,0,5.229222294,7.477062224,3.340727098,6.040517754,7.703692306,0,6.219472973,0,0,5.667774865,0,8.024501402,5.985363806,5.792990486,0,0,7.341978111,0,0,0,0,3.61806648,0,8.840602819,6.735865793,0,0,6.060009273,0,0
OTU596,2.565004248,0,0,0,0,0,0,0,5.342258423,0,0,7.244843841,4.344261005,0,0,0,0,0,0,3.345635613,0,5.077310872,0,0,0,0,0,3.304711156,3.132867017,0,0,4.671657078,0,0,0,0,0,0,0,0,0,7.911355066,0,0,0,0,0,0,0,2.829211477,0,3.998856539,0,0,0,0,0,0,0,0,0,0,0,0,5.721677721,0,0,5.131539081,0,5.836924479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.095485011,0
OTU14,0,0,0,0,0,2.075283473,2.281955134,0,2.516787072,2.77974954,14.10957116,0,8.818901464,13.40449093,2.325986005,2.893649862,2.620417184,0,4.235562462,0,0,2.322796545,2.985304521,2.801579009,2.330774884,0,3.040898173,2.524827526,2.923894943,2.483816605,0,2.744774742,11.13225848,0,2.398681599,0,0,2.363648389,0,0,2.886118151,0,2.360094401,2.645475258,0,0,9.961656761,5.426348286,0,8.763981994,2.840588477,2.371426436,0,0,0,0,12.41344718,22.97460958,0,0,2.44272663,15.47605181,0,0,0,0,11.56665572,0,0,3.136886856,5.97064744,0,0,2.262507377,3.132756044,0,0,0,12.99587595,0,2.737137477,0,0,2.350999116,0,3.057445428,12.07783855,0,3.148553876,0
OTU154,0,0,0,2.253739166,0,0,0,0,0,0,0,13.20461722,0,0,0,0,5.833828622,9.751087863,0,0,0,1.900203627,0,2.340262344,0,0,0,0,0,9.203719564,0,0,0,0,4.646477994,2.678839159,0,0,0,0,0,10.80241922,0,0,6.255369923,0,0,0,0,0,2.840588477,0,0,2.978570673,0,0,0,0,0,0,0,0,0,0,2.700747738,2.445973725,0,0,0,0,8.908637793,0,0,0,0,0,0,0,0,2.695481347,0,0,0,0,0,0,0,0,0,0
OTU2922,0,0,0,0,0,0,0,0,7.372811372,0,0,0,0,0,0,0,4.789660495,0,0,0,0,0,2.508322536,0,0,0,0,0,0,0,0,0,0,0,0,5.045035628,0,0,0,0,0,0,0,0,0,4.809225223,0,7.263700528,0,2.365578865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.787164945,4.604658764,0,0,0,0,0,0,8.094330249,0,0,0,0,0,0,0,8.488537008,0,0,6.027468255,0
OTU256,0,0,0,0,2.508322536,0,7.452895664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.863188298,2.330774884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.428400771,8.119880426,0,0,10.01181475,0,0,0,0,7.031509062,0,0,0,0,9.319405163,0,0,0,0,0,0,0,0,0,0,7.950906082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU142,0,12.81251846,0,0,2.508322536,0,0,0,0,0,0,2.757984061,0,0,0,5.135992534,2.900189257,2.591670418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.443189063,2.444120493,0,0,0,2.365578865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.900601158,0,0,0,0,0,0,13.1048824,0,0,2.443763234,0,0,0,2.889604284,0,0,0,0,0,2.657177521,0
OTU380,0,0,0,4.218512634,0,0,0,0,0,5.132470622,0,6.435648386,0,5.416934452,0,4.241947285,0,0,3.654218714,4.914997709,0,0,4.570764082,5.779395973,5.309720097,5.331353033,0,3.003386325,6.513197566,5.765333344,0,5.426015333,0,0,0,0,6.107517949,0,0,0,0,0,6.419859809,0,0,0,0,6.986077091,0,0,0,4.83470572,0,0,0,6.260119522,0,0,5.177605115,6.047774037,0,0,0,0,0,0,3.530244439,7.105948348,3.415699106,0,6.094863142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.115113266,5.062831271,0,0,0,0,3.193762448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.336973303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.582079002,0,0,0,0,0,0,0,0,0,0,0,0,0,6.313800975,0,0,0,0,0
OTU722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.285628502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.755292797,2.829211477,0,8.40308748,0,0,0,0,2.835484717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU170,3.047425232,0,5.070620413,0,6.266063053,5.384242137,0,5.217343027,0,5.293151103,5.348033874,5.527839357,6.321203127,0,5.112130201,4.06888771,4.107882775,4.972626932,0,2.372452082,5.066822735,4.345132957,2.985304521,0,5.358782038,0,4.974862796,4.044227711,0,0,0,2.744774742,0,5.279123639,0,0,2.523117278,0,4.841460804,0,6.911431779,6.901865845,4.155100401,0,0,4.658456854,0,6.234853632,0,2.365578865,2.840588477,3.663796285,5.902100242,5.750686878,2.806714943,3.603331012,2.835484717,0,0,0,9.950308622,6.68556893,0,0,0,0,2.89488236,4.967257302,2.900601158,5.986562872,8.7530945,0,4.767112823,4.501066748,8.265307552,0,5.662072805,6.272293062,5.230803033,7.463122038,3.879771666,3.300900627,0,0,0,12.11682376,4.587188245,5.429433626,5.376936524,0
OTU92,7.643200033,0,5.189253246,3.931308113,4.179117161,6.12560556,0,7.984716033,0,0,0,6.933739541,4.344261005,0,0,5.90398032,5.467132765,6.705307118,4.043508307,3.519483817,0,8.361686599,6.721762459,6.100418869,8.474664521,2.34450668,3.749238864,2.524827526,0,0,0,5.657186749,0,8.570456044,0,6.896608016,4.523971744,5.481441338,6.905810197,0,9.397015889,0,2.360094401,5.572196029,9.399945696,5.293587531,0,0,9.315331724,2.365578865,11.64439928,0,6.15367439,9.160199864,7.882124775,0,0,7.261408702,6.217715295,5.530670847,7.43097723,6.603447947,6.865198181,8.981992875,0,0,4.650206738,0,0,6.725011419,0,5.752255439,0,0,0,0,0,9.990694562,7.810396825,10.29047229,3.550159973,6.373440817,8.964765542,0,0,3.057445428,4.660406367,7.144450759,6.357144629,4.869291998
OTU4123,4.883128547,5.131152969,4.937842909,4.845139023,4.853270998,4.884575626,4.780987007,4.902236838,4.91394976,4.910401808,4.950624229,5.26173647,4.765256935,4.743860701,4.953611269,4.870516048,4.545257719,5.240038612,4.996613364,4.83620925,4.892167747,4.700868114,5.076631175,4.867324682,5.027021996,4.8351437,5.021718248,4.625597227,4.851725828,4.741430818,5.137188331,4.752150294,4.690352022,4.965098794,4.646477994,5.097469035,4.969606289,4.693238308,4.575449045,4.609539928,4.445493768,4.881691625,4.858112646,4.942895147,4.480770914,4.855066995,4.82948893,4.786347364,4.449449423,4.308013388,4.799705429,4.913478596,4.857488649,4.892890405,4.911438605,4.250099464,5.211162716,4.917906981,4.386683953,5.21967181,4.759327366,4.998695266,4.870285168,4.99173189,4.836192537,5.168342234,4.843151542,5.100562637,4.962498662,4.761491423,4.531954265,5.016966883,4.280318474,4.752192205,4.756302454,4.998660662,4.89076545,4.802477803,4.657951862,5.068706205,4.479122343,4.555954194,4.31313997,5.024925295,4.866777214,5.173758986,4.422900743,4.732333534,4.707325378,4.869291998
OTU3752,4.430751028,4.809225223,4.201250934,4.218512634,4.503714096,4.185332968,4.429056661,4.65739539,4.190245021,4.245774363,4.434238056,4.400919832,4.653027248,4.576312123,4.184065969,3.969055808,4.62113798,4.288592726,4.863601071,4.000208911,4.069249307,4.404252065,3.964668814,4.203502501,4.386263339,4.710641819,4.143692882,4.526313191,4.403711356,4.56872634,4.554517804,4.489105944,4.150036554,4.233533459,4.207094686,4.497132726,3.854644343,4.370756298,4.215115222,4.763578421,4.673510937,4.48057647,4.539640662,4.691334662,4.542993564,4.602952426,4.435022513,4.03220221,4.227681763,4.492666995,4.094542449,4.316039507,4.201424522,3.956803481,3.865493027,4.375975456,4.245774363,5.055118267,4.972574185,4.73060026,3.992669842,4.536159923,4.70002277,4.612259526,4.692623085,4.661076405,4.751079965,4.638351269,4.879787259,4.692800694,4.173539012,4.025341937,4.398163153,4.452520096,4.993755509,4.360139703,4.516087767,4.338385063,3.431089329,4.519178051,4.256539697,4.967307276,3.726024972,5.089479169,4.696591222,4.521196154,4.422900743,3.814144851,4.707325378,4.048637225
OTU347,7.409325893,0,0,4.085626506,0,0,0,8.06126897,0,0,2.783833148,7.116198437,0,3.784213458,0,6.264243734,7.311071239,0,6.716787266,2.372452082,5.630749252,0,0,0,0,6.666027618,6.943980032,5.506986306,5.393740149,2.483816605,0,8.437702468,0,0,0,7.852171927,8.082247822,5.386495232,0,0,0,0,0,0,0,7.376923641,5.786988539,0,0,8.284924562,0,6.955118738,0,0,0,0,0,0,8.524011378,6.831240395,0,0,0,0,7.043743387,0,3.530244439,0,6.901435976,5.361046377,7.375659034,5.348258085,0,7.472103473,4.004884866,0,0,3.118324937,2.914643084,0,5.51623277,0,3.403643615,0,0,0,6.829634405,0,0,7.415657934
OTU120,0,0,0,2.253739166,0,0,0,0,2.516787072,0,0,2.757984061,0,2.73864174,0,0,0,0,0,0,0,0,2.508322536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.93276712,0,0,0,0,0,0,0,2.198435809,0,0,2.323402035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7839874,0,2.262507377,0,0,0,0,2.443763234,0,0,0,0,0,0,0,0,0,0,0
OTU266,15.25668005,2.444120493,0,2.991840316,0,0,0,0,2.516787072,0,0,0,0,0,0,0,0,0,0,3.665087517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU207,0,0,0,4.011593324,6.386338735,0,0,0,4.365989105,0,0,5.745996054,0,6.940814212,0,0,0,0,0,5.424931073,0,0,3.285628502,0,0,0,0,0,0,0,0,4.584426178,9.288330844,0,0,0,0,9.269938865,0,0,0,0,0,0,0,7.589528168,0,0,0,7.276513785,5.478151205,0,2.198435809,0,0,0,5.995650223,11.70562992,6.133024084,0,0,0,0,0,0,3.213565707,2.169376175,3.112309628,0,4.619281297,0,0,0,0,0,0,0,0,10.1822574,0,0,0,0,0,0,0,0,0,0,0
OTU312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.671885719,0,0,0,0,0,0,5.910214276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.360094401,0,7.961254525,0,0,0,0,3.120731299,9.072006569,0,0,0,6.122311206,0,0,0,0,0,2.44272663,0,0,0,0,0,0,2.3582801,0,0,0,0,0,0,0,0,0,0,0,10.4795269,0,0,0,0,0,0,0,0,0,0
OTU4772,2.565004248,2.444120493,0,2.70724102,0,2.075283473,2.737989435,3.089821793,0,3.283116139,0,0,2.063848913,2.73864174,2.325986005,2.893649862,2.900189257,2.591670418,0,3.128663052,2.978021499,2.78252357,0,2.340262344,2.330774884,2.34450668,2.559051385,0,3.30058373,0,0,0,3.260065874,0,2.86536452,2.678839159,3.526198969,2.363648389,2.939503314,3.920413018,0,2.602132466,2.360094401,0,2.443189063,2.444120493,2.930414052,3.156678067,2.71444717,2.365578865,2.840588477,2.371426436,2.928251753,2.502174432,2.806714943,2.323402035,0,2.811458532,3.158781659,2.577953089,3.209814027,0,3.340727098,0,0,0,2.89488236,2.3582801,0,3.44546197,2.582079002,0,0,3.001931937,3.132756044,2.646233197,0,0,2.443763234,2.695481347,2.281173526,2.795951699,3.726024972,0,2.553508656,0,2.622847012,3.367583462,3.148553876,0
OTU1074,0,0,0,0,0,0,0,0,5.465506883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.877711135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.720055654,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4793,5.239264847,0,0,0,0,0,0,0,0,0,0,4.770001667,0,0,0,0,0,0,0,0,7.20675429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.657017479,0,6.105734825,0,0,0,0,0,0
OTU141,0,0,0,0,0,0,0,5.244499816,0,0,0,0,5.603826591,6.162223648,2.325986005,6.056396285,0,0,10.16014009,3.128663052,4.892167747,0,2.508322536,0,0,3.0964206,0,0,0,0,0,2.744774742,12.12519934,0,0,0,2.523117278,4.901958615,0,0,0,2.602132466,0,0,0,0,4.731158569,0,0,0,0,0,0,0,0,0,11.27673819,7.931208027,3.881303385,0,0,8.821940085,3.340727098,0,0,4.347264303,7.736779434,0,0,0,0,0,0,0,0,0,0,0,0,5.013499262,0,0,0,0,0,0,5.325628918,0,0,0
OTU3747,0,0,0,2.253739166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.073807921,0,0,0,7.87651899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.198435809,0,0,0,0,0,0,2.577953089,2.44272663,0,0,0,0,0,0,0,0,0,0,0,7.451711468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU158,4.883128547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.26942179,6.633366855,0,0,0,0,5.494835801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.039676762,0,0,0,0,0,0,4.209908988,0,7.003257088,0,0,0,0,0,0,0,0,0,2.169376175,0,0,0,0,0,0,0,0,2.646233197,0,0,2.443763234,0,7.675783547,0,0,0,0,0,0,0,0,0
