"Domain" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"OTU3017" "d:Fungi" "p:Ascomycota" "c:Pezizomycetes" "o:Pezizales" "f:Pyronemataceae" "g:Geopora" "UNKNOWN"
"OTU2970" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Sordariales" "f:Chaetomiaceae" "UNKNOWN" "UNKNOWN"
"OTU2219" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1757" "d:Fungi" "p:Mortierellomycota" "c:Mortierellomycetes" "o:Mortierellales" "f:Mortierellaceae" "g:Mortierella" "UNKNOWN"
"OTU1756" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4948" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2807" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1602" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1577" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3244" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1538" "d:Fungi" "p:Basidiomycota" "c:Tremellomycetes" "o:Tremellales" "f:Tremellaceae" "g:Cryptococcus" "UNKNOWN"
"OTU3675" "d:Fungi" "p:Ascomycota" "c:Pezizomycetes" "o:Pezizales" "f:Pezizaceae" "UNKNOWN" "UNKNOWN"
"OTU1799" "d:Fungi" "p:Chytridiomycota" "c:Rhizophlyctidomycetes" "o:Rhizophlyctidales" "f:Rhizophlyctidaceae" "g:Rhizophlyctis" "s:Rhizophlyctis_rosea_SH202563.07FU"
"OTU1407" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1690" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1249" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU544" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Sebacinales" "f:Sebacinaceae" "g:Chaetospermum" "s:Chaetospermum_chaetosporum_SH206084.07FU"
"OTU1585" "d:Fungi" "p:Basidiomycota" "c:Geminibasidiomycetes" "o:Geminibasidiales" "f:Geminibasidiaceae" "g:Geminibasidium" "s:Geminibasidium_hirsutum_SH208305.07FU"
"OTU2774" "d:Fungi" "p:Ascomycota" "c:Lecanoromycetes" "o:Lecanorales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4933" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Glomeraceae" "UNKNOWN" "UNKNOWN"
"OTU1088" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4204" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1062" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3187" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Onygenales" "f:Ajellomycetaceae" "UNKNOWN" "UNKNOWN"
"OTU1392" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3350" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Sordariales" "f:Chaetomiaceae" "g:Chaetomium" "s:Chaetomium_medusarum_SH195339.07FU"
"OTU1391" "d:Fungi" "p:Mortierellomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1370" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Entolomataceae" "g:Entoloma" "UNKNOWN"
"OTU1343" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2667" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Glomeraceae" "UNKNOWN" "UNKNOWN"
"OTU1822" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2834" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "f:Ophiocordycipitaceae" "g:Hirsutella" "s:Hirsutella_subulata_SH210606.07FU"
"OTU1856" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "f:Stachybotryaceae" "UNKNOWN" "UNKNOWN"
"OTU2039" "d:Fungi" "p:Basidiomycota" "c:Tremellomycetes" "o:Tremellales" "f:Tremellaceae" "g:Cryptococcus" "UNKNOWN"
"OTU2426" "d:Fungi" "p:Basidiomycota" "c:Tremellomycetes" "o:Trichosporonales" "f:Trichosporonaceae" "g:Cutaneotrichosporon" "s:Cutaneotrichosporon_curvatus_SH086040.07FU"
"OTU2376" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Psathyrellaceae" "g:Psathyrella" "s:Psathyrella_lilliputana_SH494473.07FU"
"OTU2872" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1580" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "f:Herpotrichiellaceae" "g:Exophiala" "UNKNOWN"
"OTU1640" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Agaricaceae" "g:Agaricus" "s:Agaricus_bisporus_SH174653.07FU"
"OTU2815" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4650" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Corticiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1898" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2498" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1290" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2523" "d:Fungi" "p:Mortierellomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1792" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1659" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU949" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Pleosporaceae" "g:Alternaria" "UNKNOWN"
"OTU2355" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU730" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3529" "d:Fungi" "p:Basidiomycota" "c:Cystobasidiomycetes" "o:Cystobasidiales" "f:Cystobasidiaceae" "g:Cystobasidium" "UNKNOWN"
"OTU953" "d:Fungi" "p:Ascomycota" "c:Saccharomycetes" "o:Saccharomycetales" "f:Saccharomycetales_fam_Incertae_sedis" "g:Candida" "s:Candida_santamariae_SH190098.07FU"
"OTU1274" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU803" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Russulales" "f:Russulaceae" "g:Russula" "UNKNOWN"
"OTU1159" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2460" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Agaricaceae" "g:Tulostoma" "s:Tulostoma_pulchellum_SH641566.07FU"
"OTU2601" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1916" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1459" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4386" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU845" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Glomeraceae" "UNKNOWN" "UNKNOWN"
"OTU1315" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1004" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2431" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU787" "d:Fungi" "p:Ascomycota" "c:Orbiliomycetes" "o:Orbiliales" "f:Orbiliaceae" "g:Brachyphoris" "UNKNOWN"
"OTU1905" "d:Fungi" "p:Basidiomycota" "c:Tremellomycetes" "o:Filobasidiales" "f:Piskurozymaceae" "g:Solicoccozyma" "UNKNOWN"
"OTU4829" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1411" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2503" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2011" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1128" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1552" "d:Fungi" "p:Ascomycota" "c:Pezizomycetes" "o:Pezizales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1422" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Magnaporthales" "f:Magnaporthaceae" "UNKNOWN" "UNKNOWN"
"OTU1945" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2451" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4596" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2070" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3482" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU832" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Diaporthales" "f:Valsaceae" "UNKNOWN" "UNKNOWN"
"OTU4916" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1397" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2262" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Microascales" "f:Microascaceae" "g:Wardomycopsis" "UNKNOWN"
"OTU1937" "d:Fungi" "p:Basidiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1164" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1697" "d:Fungi" "p:Ascomycota" "c:Pezizomycetes" "o:Pezizales" "f:Ascobolaceae" "UNKNOWN" "UNKNOWN"
"OTU1129" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4656" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2032" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Tricholomataceae" "g:Tricholoma" "UNKNOWN"
"OTU1195" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2877" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Glomeraceae" "UNKNOWN" "UNKNOWN"
"OTU2119" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Glomeraceae" "g:Septoglomus" "s:Septoglomus_viscosum_SH216571.07FU"
"OTU978" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3979" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Glomeraceae" "UNKNOWN" "UNKNOWN"
"OTU3261" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2139" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3427" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Agaricaceae" "UNKNOWN" "UNKNOWN"
"OTU4696" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3580" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1543" "d:Fungi" "p:Glomeromycota" "c:Glomeromycetes" "o:Glomerales" "f:Glomeraceae" "g:Kamienskia" "s:Kamienskia_bistrata_SH219216.07FU"
"OTU1643" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Chaetothyriales" "f:Trichomeriaceae" "g:Knufia" "s:Knufia_perforans_SH180462.07FU"
"OTU868" "d:Fungi" "p:Glomeromycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2105" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1562" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Polyporales" "f:Polyporales_fam_Incertae_sedis" "g:Marchandiomyces" "s:Marchandiomyces_quercinus_SH494611.07FU"
"OTU1260" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Phaeosphaeriaceae" "g:Paraphoma" "UNKNOWN"
"OTU968" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU797" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Eurotiales" "f:Aspergillaceae" "g:Penicillium" "UNKNOWN"
"OTU2437" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Onygenales" "f:Onygenaceae" "g:Monascella" "s:Monascella_botryosa_SH016264.07FU"
"OTU1745" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3931" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1285" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Lycoperdaceae" "g:Calvatia" "s:Calvatia_fragilis_SH226387.07FU"
"OTU1855" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Glomerellales" "f:Glomerellaceae" "UNKNOWN" "UNKNOWN"
"OTU1510" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1273" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3481" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1028" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Cantharellales" "f:Ceratobasidiaceae" "UNKNOWN" "UNKNOWN"
"OTU3088" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Agaricaceae" "UNKNOWN" "UNKNOWN"
"OTU1528" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1443" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1145" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1574" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1350" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Corticiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1938" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU4434" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3142" "d:Fungi" "p:Mucoromycota" "c:Mucoromycetes" "o:Mucorales" "f:Rhizopodaceae" "g:Rhizopus" "UNKNOWN"
"OTU1844" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2317" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Pleosporaceae" "g:Bipolaris" "UNKNOWN"
"OTU3150" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3314" "d:Fungi" "p:Ascomycota" "c:Geoglossomycetes" "o:Geoglossales" "f:Geoglossaceae" "g:Geoglossum" "s:Geoglossum_vleugelianum_SH494381.07FU"
"OTU1254" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3981" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1046" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "f:Hypocreaceae" "g:Trichoderma" "UNKNOWN"
"OTU1483" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Eurotiales" "f:Aspergillaceae" "g:Aspergillus" "UNKNOWN"
"OTU1729" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2131" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU992" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1944" "d:Fungi" "p:Basidiomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3831" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2502" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU936" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Sordariales" "f:Chaetomiaceae" "g:Chaetomium" "UNKNOWN"
"OTU889" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Pluteaceae" "g:Volvariella" "UNKNOWN"
"OTU2545" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3020" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1418" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1558" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2152" "d:Fungi" "p:Ascomycota" "c:Orbiliomycetes" "o:Orbiliales" "f:Orbiliaceae" "g:Arthrobotrys" "s:Arthrobotrys_entomopaga_SH195591.07FU"
"OTU769" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Entolomataceae" "g:Entoloma" "UNKNOWN"
"OTU2979" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2726" "d:Fungi" "p:Basidiomycota" "c:Cystobasidiomycetes" "o:Erythrobasidiales" "f:Erythrobasidiaceae" "g:Erythrobasidium" "s:Erythrobasidium_hasegawianum_SH194739.07FU"
"OTU3417" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1548" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2371" "d:Fungi" "p:Ascomycota" "c:Lecanoromycetes" "o:Acarosporales" "f:Acarosporaceae" "UNKNOWN" "UNKNOWN"
"OTU4160" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3109" "d:Fungi" "p:Ascomycota" "c:Leotiomycetes" "o:Helotiales" "f:Helotiaceae" "g:Tricladium" "UNKNOWN"
"OTU1375" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2724" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Phaeosphaeriaceae" "UNKNOWN" "UNKNOWN"
"OTU2831" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Hypocreales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2828" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "o:Onygenales" "f:Ajellomycetaceae" "UNKNOWN" "UNKNOWN"
"OTU3450" "d:Fungi" "p:Ascomycota" "c:Arthoniomycetes" "o:Lichenostigmatales" "f:Phaeococcomycetaceae" "g:Phaeococcomyces" "s:Phaeococcomyces_mexicanus_SH025621.07FU"
"OTU4627" "d:Fungi" "p:Basidiomycota" "c:Malasseziomycetes" "o:Malasseziales" "f:Malasseziaceae" "g:Malassezia" "UNKNOWN"
"OTU3345" "d:Fungi" "p:Mortierellomycota" "c:Mortierellomycetes" "o:Mortierellales" "f:Mortierellaceae" "g:Mortierella" "UNKNOWN"
"OTU2511" "d:Fungi" "p:Mucoromycota" "c:Umbelopsidomycetes" "o:Umbelopsidales" "f:Umbelopsidaceae" "g:Umbelopsis" "UNKNOWN"
"OTU2485" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1493" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2623" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2493" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1384" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Entolomataceae" "g:Clitopilus" "UNKNOWN"
"OTU2879" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1447" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1242" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1631" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "f:Pleosporales_fam_Incertae_sedis" "g:Polyschema" "s:Polyschema_sclerotigenum_SH488720.07FU"
"OTU3131" "d:Fungi" "p:Ascomycota" "c:Sordariomycetes" "o:Branch06" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1144" "d:Fungi" "p:Ascomycota" "c:Pezizomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2242" "d:Fungi" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1603" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2574" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU2892" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Inocybaceae" "g:Inocybe" "s:Inocybe_inodora_SH023580.07FU"
"OTU1787" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1329" "d:Fungi" "p:Ascomycota" "c:Dothideomycetes" "o:Pleosporales" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU1586" "d:Fungi" "p:Ascomycota" "c:Eurotiomycetes" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
"OTU3654" "d:Fungi" "p:Basidiomycota" "c:Agaricomycetes" "o:Agaricales" "f:Agaricaceae" "UNKNOWN" "UNKNOWN"
"OTU2399" "d:Fungi" "p:Ascomycota" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN" "UNKNOWN"
