"fungi.Grass.BOGR.1" "fungi.mock2" "fungi.Ecotone.LATR.8" "fungi.SPEGAR.PLJA.4B" "fungi.SPEGAR.BOER.4A" "fungi.Ecotone.PLJA.8" "fungi.Ecotone.PLJA.1" "fungi.SPEGAR.PLJA.3A" "fungi.Grass.BOER.4" "fungi.SPEGAR.ARPU.2A" "fungi.SPEGAR.PLJA.2B" "fungi.Grass.BOER.7" "fungi.SPEGAR.BOER.1A" "fungi.SPEGAR.BOGR.3B" "fungi.Ecotone.LATR.5" "fungi.SPEGAR.BOER.2B" "fungi.Grass.PLJA.6" "fungi.Shrub.LATR.8" "fungi.SPEGAR.PLJA.1A" "fungi.SPEGAR.BOER.4B" "fungi.Grass.BOGR.7" "fungi.Ecotone.BOER.4" "fungi.Ecotone.BOER.7" "fungi.Ecotone.PLJA.5" "fungi.Ecotone.LATR.4" "fungi.SPEGAR.ARPU.1A" "fungi.SPEGAR.BOGR.2B" "fungi.SPEGAR.BOGR.1B" "fungi.SPEGAR.ARPU.1B" "fungi.Grass.PLJA.5" "fungi.Grass.PLJA.1" "fungi.Grass.BOGR.4" "fungi.SPEGAR.ARPU.4A" "fungi.Ecotone.PLJA.3" "fungi.Shrub.LATR.3" "fungi.Grass.BOGR.5" "fungi.SPEGAR.PLJA.4A" "fungi.SPEGAR.BOER.2A" "fungi.Ecotone.BOER.3" "fungi.Ecotone.BOER.8" "fungi.Ecotone.LATR.6" "fungi.Grass.BOER.6" "fungi.Grass.PLJA.2" "fungi.Shrub.LATR.7" "fungi.Shrub.LATR.5" "fungi.SPEGAR.ARPU.3B" "fungi.SPEGAR.BOER.1B" "fungi.Grass.BOER.5" "fungi.Ecotone.LATR.2" "fungi.SPEGAR.BOGR.4B" "fungi.Ecotone.LATR.3" "fungi.SPEGAR.ARPU.2B" "fungi.Shrub.LATR.6" "fungi.Ecotone.BOER.2" "fungi.Ecotone.LATR.7" "fungi.Ecotone.PLJA.7" "fungi.SPEGAR.ARPU.4B" "fungi.SPEGAR.BOGR.3A" "fungi.SPEGAR.PLJA.3B" "fungi.Grass.BOGR.3" "fungi.Shurb.LATR.2" "fungi.SPEGAR.PLJA.2A" "fungi.Shrub.LATR.4" "fungi.Ecotone.BOER.1" "fungi.Ecotone.BOER.5" "fungi.Grass.PLJA.7" "fungi.SPEGAR.BOER.3B" "fungi.Grass.BOER.2" "fungi.SPEGAR.BOGR.2A" "fungi.Grass.BOGR.8" "fungi.Grass.BOGR.6" "fungi.Ecotone.BOER.6" "fungi.Grass.PLJA.8" "fungi.SPEGAR.PLJA.1B" "fungi.Grass.BOGR.2" "fungi.mock1" "fungi.Grass.BOER.8" "fungi.Grass.PLJA.3" "fungi.SPEGAR.BOGR.4A" "fungi.Shrub.LATR.1" "fungi.SPEGAR.BOGR.1A" "fungi.Grass.BOER.3" "fungi.Ecotone.LATR.1" "fungi.Ecotone.PLJA.6" "fungi.Ecotone.PLJA.2" "fungi.Grass.BOER.1" "fungi.SPEGAR.BOER.3A" "fungi.Ecotone.PLJA.4" "fungi.Grass.PLJA.4" "fungi.SPEGAR.ARPU.3A"
"OTU341" 0 0 0 0 0 0 0 0 0 0 0 22 0 53 0 11 52 0 0 17 0 0 0 0 0 0 0 0 6 80 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 0 0 3 32 0 0 0 0 0 0 0 0 967 0 62 2 0 182 0 0 0 0 0 11 0 0 0 4 91 0 0 0 0 0 0 0 1
"OTU163" 0 0 0 34 245 0 0 32 0 58 89 0 297 10 0 24 1 0 38 63 0 1 0 0 0 59 623 91 87 0 0 0 0 0 0 0 22 119 0 0 0 0 0 0 0 105 0 0 0 15 0 47 2 0 0 0 0 45 70 0 0 0 2 0 0 1 129 0 110 0 0 0 0 101 0 0 0 1 1 0 551 0 0 0 0 0 1006 0 0 9
"OTU4938" 0 0 0 6 16 0 0 40 0 210 52 0 164 54 0 283 0 0 6 51 0 0 0 0 0 7 35 103 148 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 18 13 0 0 0 49 2 22 0 0 0 0 10 0 55 0 0 0 0 0 0 0 9 0 42 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 40 0 0 6
"OTU251" 0 0 0 186 0 0 0 0 0 0 0 0 0 0 32 0 0 0 0 0 0 783 2 0 0 0 0 0 0 0 0 0 0 599 0 0 0 0 1059 11 0 0 0 0 6 51 33 0 0 107 0 1 0 563 0 0 0 0 0 0 0 0 0 0 3 0 2 0 0 0 1 569 0 133 0 1 0 0 30 0 6 0 0 60 649 0 61 247 0 0
"OTU171" 2 0 0 0 1 2531 1 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 6 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1316 4 13 0 0 0 0 0 0 0 0 0 0 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 55 0 5 0 0 0
"OTU211" 196 0 0 0 0 1 0 0 724 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 22 387 785 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 1 0 0 175 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 0 0 0 0 2 1 0 303 1 0 0 0
"OTU112" 0 0 43 859 0 0 0 137 0 0 13 0 25 729 0 319 0 0 12 309 0 0 0 0 0 10 53 114 93 0 0 1 96 0 0 1 0 484 0 0 0 1 0 0 0 0 83 0 0 1168 0 15 0 0 10 69 58 240 125 0 0 0 0 1 0 0 20 0 89 0 22 22 0 0 0 0 0 0 840 0 59 0 0 55 0 0 95 0 0 0
"OTU193" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 0 0 0 0 885 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3280 0 18 0 1 0 0 0 0 0 1 0 0 0 0 0 74 0 0 0 196 0 0 0 0
"OTU111" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 4850 0 0 0 0 0 0 504 0 0 0 0 0 0 0 1 0 0 0 0 0 235 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU58" 0 0 1 305 529 0 0 440 1 300 83 0 784 89 32 106 1 14 43 220 0 1 1 52 0 492 1435 41 276 898 0 42 0 0 0 0 476 469 0 0 0 0 0 0 190 1173 59 0 117 65 0 26 1 0 3 3 21 193 148 0 0 109 78 0 5 1 90 0 299 0 0 339 1 172 105 0 1 28 398 32 398 0 72 10 57 0 358 23 0 13
"OTU1191" 0 0 0 0 0 0 47 0 0 0 0 0 0 4 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU157" 0 0 0 0 0 433 540 48 159 0 31 12 685 0 37 26 1 0 39 0 1 15 34 174 232 60 0 4 22 0 0 0 0 81 0 0 0 52 193 286 187 19 0 0 0 0 119 0 0 1 0 0 2 48 5 0 0 26 21 0 31 197 2 58 166 0 121 0 0 35 0 181 40 71 0 0 157 0 0 0 0 3 0 559 102 0 0 74 0 0
"OTU596" 1 0 0 0 0 0 0 0 31 0 0 111 22 0 0 0 0 0 0 4 0 64 0 0 0 0 0 6 4 0 0 11 0 0 0 0 0 0 0 0 0 220 0 0 0 0 0 0 0 2 0 9 0 0 0 0 0 0 0 0 0 0 0 0 34 0 0 32 0 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 0
"OTU14" 0 0 0 0 0 1 1 0 1 2 2048 0 877 1815 1 2 2 0 10 0 0 2 2 2 1 0 2 2 3 2 0 1 850 0 1 0 0 1 0 0 1 0 1 1 0 0 1647 27 0 524 1 1 0 0 0 0 1180 8998 0 0 1 4411 0 0 0 0 2457 0 0 2 51 0 0 1 1 0 0 0 2514 0 2 0 0 1 0 1 1445 0 2 0
"OTU154" 0 0 0 1 0 0 0 0 0 0 0 1669 0 0 0 0 85 611 0 0 0 1 0 1 0 0 0 0 0 1102 0 0 0 0 18 1 0 0 0 0 0 943 0 0 81 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 407 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"OTU2922" 0 0 0 0 0 0 0 0 174 0 0 0 0 0 0 0 30 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 20 0 129 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 190 13 0 0 0 0 0 0 237 0 0 0 0 0 0 0 163 0 0 48 0
"OTU256" 0 0 0 0 1 0 265 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 166 0 0 635 0 0 0 0 101 0 0 0 0 568 0 0 0 0 0 0 0 0 0 0 195 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU142" 0 2381 0 0 1 0 0 0 0 0 0 1 0 0 0 29 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1911 0 0 1 0 0 0 1 0 0 0 0 0 1 0
"OTU380" 0 0 0 14 0 0 0 0 0 34 0 59 0 24 0 11 0 0 5 25 0 0 14 62 40 40 0 4 149 98 0 24 0 0 0 0 63 0 0 0 0 0 106 0 0 0 0 105 0 0 0 23 0 0 0 98 0 0 21 55 0 0 0 0 0 0 7 183 2 0 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU724" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 88 28 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 212 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 72 0 0 0 0 0
"OTU722" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 2 0 423 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU170" 2 0 31 0 74 65 0 36 0 40 21 26 157 0 33 9 14 19 0 1 12 29 2 0 42 0 20 15 0 0 0 1 0 40 0 0 1 0 20 0 72 108 11 0 0 17 0 57 0 1 1 6 87 47 1 6 1 0 0 0 839 109 0 0 0 0 3 27 1 47 374 0 12 19 129 0 39 62 31 142 9 2 0 0 0 787 12 41 26 0
"OTU92" 195 0 35 10 9 130 0 345 0 0 0 88 22 0 0 61 60 94 8 5 0 891 108 83 470 1 5 2 0 0 0 30 0 512 0 96 13 45 133 0 336 0 1 32 647 33 0 0 413 1 909 0 109 524 160 0 0 104 56 34 203 102 75 452 0 0 26 0 0 88 0 31 0 0 0 0 0 644 262 666 6 53 268 0 0 1 13 179 64 5
"OTU347" 166 0 0 12 0 0 0 362 0 0 1 101 0 4 0 84 285 0 112 1 21 0 0 0 0 133 119 72 54 2 0 246 0 0 0 189 276 41 0 0 0 0 0 0 0 195 104 0 0 398 0 160 0 0 0 0 0 0 290 106 0 0 0 0 104 0 7 0 70 26 158 21 0 277 3 0 0 2 2 0 53 0 2 0 0 0 99 0 0 47
"OTU120" 0 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5170 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"OTU266" 3713 1 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU207" 0 0 0 11 82 0 0 0 11 0 0 32 0 91 0 0 0 0 0 42 0 0 3 0 0 0 0 0 0 0 0 10 382 0 0 0 0 686 0 0 0 0 0 0 0 226 0 0 0 205 22 0 1 0 0 0 36 968 52 0 0 0 0 0 0 3 1 3 0 12 0 0 0 0 0 0 0 0 928 0 0 0 0 0 0 0 0 0 0 0
"OTU312" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 191 0 0 0 0 0 0 71 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 289 0 0 0 0 3 304 0 0 0 42 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 721 0 0 0 0 0 0 0 0 0 0
"OTU1074" 0 0 0 0 0 0 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU4793" 26 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 79 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67 0 82 0 0 0 0 0 0
"OTU141" 0 0 0 0 0 0 0 37 0 0 0 0 82 48 1 70 0 0 867 3 10 0 1 0 0 3 0 0 0 0 0 1 1202 0 0 0 1 25 0 0 0 1 0 0 0 0 36 0 0 0 0 0 0 0 0 0 803 164 5 0 0 451 2 0 0 12 385 0 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 26 0 0 0
"OTU3747" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 0 0 0 192 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU158" 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3338 124 0 0 0 0 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 48 0 0 0 0 0 0 6 0 83 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 309 0 0 0 0 0 0 0 0 0
"OTU85" 0 0 0 119 0 0 0 117 0 262 6 0 873 713 0 22 1 1 4061 25 0 0 0 0 0 204 30 2 182 0 0 0 38 1 1 0 80 0 1 0 0 50 10 0 0 14 0 0 0 1 0 41 0 0 1 0 110 46 45 0 0 1 0 0 1 0 29 0 224 0 24 0 0 0 0 0 0 0 0 0 75 0 0 0 0 0 5 0 17 12
"OTU278" 0 0 351 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 29 0 0 0 0 0 0 0 1 0 22 0 0 0 0 0 0 0 0 14 107 44 0 0 0 959 0 0 0 516 11 1 0 0 0 0 15 0 4 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 102 0 0 0 37 0 0 0 0 524 0
"OTU2000" 0 0 0 0 0 0 0 0 0 132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 0 21 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 0 0
"OTU2597" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU199" 0 0 76 0 0 0 313 0 0 0 0 0 0 16 69 0 2 604 0 0 0 0 36 0 41 6 0 0 5 0 0 0 0 0 335 0 0 0 455 0 0 1 0 0 171 0 0 0 0 0 0 16 0 75 132 154 0 0 0 0 24 0 523 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 100 0 2 0 7 1 0 1 0 0 0
"OTU293" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1925 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU1550" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU174" 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 0 0 0 0 127 0 0 0 28 1 1 350 0 21 0 1112 0 230 0 281 66 0 209 0 0 0 0 27 0 0 0 0 0 0 0 1 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 190 0 0 0 154 216 0 0 0 669 0
"OTU778" 0 0 0 0 0 1 0 0 0 0 0 0 0 7 0 0 0 0 0 371 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU302" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2
"OTU1616" 0 0 0 0 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 0 0 0 0 0 8 0 0 0
"OTU1038" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 168 0 0 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU34" 0 0 0 0 0 1 0 0 0 0 0 0 1 0 3 0 0 0 12819 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0
"OTU214" 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4470 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 58 0 0 0 0 0 0 0
"OTU76" 1 0 0 0 1 3 1175 275 1 0 0 0 44 0 227 0 15 0 13 0 0 8 0 0 0 39 73 10 0 0 0 8 4 3466 0 0 191 0 61 0 0 0 1 0 0 35 0 0 0 210 1 0 89 0 1 0 0 0 54 0 1077 0 0 0 0 0 60 0 5 0 0 0 27 0 0 0 0 0 1184 0 28 0 9 0 0 0 0 52 0 1
"OTU140" 360 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 0 0 0 0 0 0 1 0 0 0 0 0 2180 0 0 0 0 0 0 0 0 0 0 1 0 41 0 0 0 207 0 0 0 0 0 1 0 0 0 0 480 0 0 0 247 0 0 471 0 0 0 70 0 0 0 0 0 0 0 0
"OTU186" 16 0 0 70 66 579 7 1 78 120 7 52 0 28 261 54 26 38 5 20 105 34 15 22 134 66 29 5 31 1 0 44 50 0 71 4 86 24 44 33 148 0 0 53 16 23 0 68 0 16 175 57 1403 197 6 91 0 0 19 40 9 52 21 105 29 7 9 28 26 54 12 21 105 0 139 0 26 0 57 113 40 5 0 2 59 1 18 37 9 1
"OTU615" 0 0 0 1 0 0 0 0 291 0 0 0 14 0 0 0 5 0 1 0 0 0 25 0 0 0 0 0 0 0 0 257 0 0 0 0 1 0 0 6 0 167 0 0 0 0 0 0 426 0 0 3 0 31 0 0 0 0 0 29 1 0 0 0 0 3 0 229 0 0 61 1 5 0 0 0 178 38 0 0 12 85 0 0 0 0 0 1 0 0
"OTU876" 0 0 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 5 0 0 0 0 0 0 0 0 0 30 0 0 0 0 93 0 0 0 0 29 0 0 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU318" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 754 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU398" 0 0 26 12 0 841 0 1 1 443 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 6 0 18 0 0 35 16 0 0 0 1286 0 0 0 0 0 0 21 0 387 21 51 1 120 0 0 0 1 0 0 0 0 0 0 118 0 0 0 0 0 0 0 0 0 0 0 0 0 27 97 0 0 0 0 0 0 15 3 0 26 0 0 0 0 11
"OTU1045" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 147 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU763" 0 0 1 0 0 24 26 0 0 0 0 32 0 0 9 0 0 9 0 0 0 0 0 0 31 0 0 0 0 7 0 24 0 0 25 0 0 0 0 0 0 0 55 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 24 0 0 0 54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"OTU2988" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 0 0 5 0 0 0 111 370 29 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 26 0 0 0 0 0 92 0 0 0 0 0 56 0 0 0 82 0 0 0 0 0 0 0 0 0 0 4 0 0 0 7 0 0 0 0 0 0 31 0 2 0 0 0 0 0 0 0 0 0 0
"OTU156" 317 0 0 0 1 0 0 0 251 0 0 1 0 0 0 0 348 0 0 0 6 0 0 0 0 0 0 0 1 93 0 482 0 1 0 165 0 0 0 0 0 43 18 0 0 0 0 83 0 0 0 0 0 1 0 1 16 0 0 140 0 0 0 0 0 89 0 26 0 98 34 0 57 0 207 0 85 0 0 0 0 1624 3 0 0 0 0 0 11 0
"OTU1150" 0 0 0 8 0 0 89 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 0 0 0 0
"OTU129" 7 0 75 5 0 17 132 0 29 110 5 33 0 1 34 0 90 38 11 287 0 438 88 0 42 264 35 3 342 431 0 33 0 0 126 24 57 0 61 83 0 0 40 0 0 469 1 0 1 6 0 118 0 0 2 441 0 46 8 21 0 0 0 0 156 32 6 26 6 142 32 0 1 0 0 0 144 0 60 61 1 16 0 120 0 0 0 56 0 31
"OTU292" 0 0 0 11 0 0 0 193 0 0 0 0 47 0 0 0 1 0 0 0 0 0 0 0 29 1 76 1595 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 636 0 0 0 1 0 0 28 0 0 2 0 0 0 0 0 0 0 0 0 0 24 195 0 9 0 0 0 0 9 0 0 0 0 0 0 0 6 0 0 0 0 0 0 8 0
"OTU550" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 119 0 1 0 0 0 0 0 37 0 0 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 1 0 0 15 0 0 87 0 0 51 0 0 73 2 2 0 0 0 0 67 0 0 0 0 8 0 1 0 0 68 0 0 207 0 0 38 0 1 0 0 0 0 0 0 0 0 0 0 0
"OTU91" 1 0 0 2 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 188 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 2344 0 0 0 0 1 0 0 0 0 1983 0 0 0 0 0 0 0 0 1 5190 0 0 0 0 0 0 0 0 0 0 0 74 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0
"OTU3679" 0 0 31 38 4 36 21 577 1 10 33 2 43 11 8 3472 75 0 1855 3 4 41 6 1 3 0 1 4 511 5 0 28 2 5 4 0 3 644 0 1 249 10 0 5 1 0 1 17 60 7 0 6 0 11 1 2 74 384 872 2 2 0 128 39 1 0 8 1 1 0 8 633 17 57 1 0 1 2493 3 1 0 0 13 22 0 0 5 220 14 6
"OTU1626" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 0 8 0 0 0 0 60 0 5 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 0 0 0 0 0 0 0 88 0 0 0 0 0 0 26 0 0 0 0 24 0 0 1 0 0 0 0 0 0 0
"OTU1093" 5 0 0 0 0 0 0 1 0 0 5 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 84 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37 0 0 0 0 0 0 0 0 0 0 139 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
