"","OTU","OTU_sum","Domain","Phylum","Class","Order","Family","Genus","Species"
"396","OTU1422",83.3116379746231,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Magnaporthales","f:Magnaporthaceae","UNKNOWN","UNKNOWN"
"139","OTU1140",83.2562150707801,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"472","OTU1507",83.2353290765187,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3370","OTU624",83.1624583940496,"d:Fungi","p:Ascomycota","c:Leotiomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3347","OTU603",83.1146176949977,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2465","OTU391",82.7631493870008,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","g:Kamienskia","s:Kamienskia_divaricata_SH641510.07FU"
"167","OTU1172",82.6998123135863,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Botryosphaeriales","f:Botryosphaeriaceae","UNKNOWN","UNKNOWN"
"2929","OTU456",82.5808154556023,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"192","OTU120",82.568794326412,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2733","OTU430",82.3747165586429,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2256","OTU3627",82.219978631659,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"3699","OTU949",82.024033245968,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","g:Alternaria","UNKNOWN"
"3195","OTU494",81.999121792402,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"107","OTU1107",81.5648113051783,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"44","OTU1043",81.5520630571095,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Filobasidiales","f:Filobasidiaceae","g:Filobasidium","UNKNOWN"
"2899","OTU452",81.5481088925343,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2205","OTU3558",81.4977526535949,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","UNKNOWN","UNKNOWN"
"80","OTU1080",81.4845598456266,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2648","OTU4172",81.2367899023222,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3625","OTU874",81.2325803450429,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","UNKNOWN","UNKNOWN","UNKNOWN"
"338","OTU1362",81.1272307474791,"d:Fungi","p:Basidiomycota","c:Microbotryomycetes","o:Sporidiobolales","f:Sporidiobolaceae","g:Sporobolomyces","s:Sporobolomyces_salicinus_SH205940.07FU"
"1126","OTU226",81.1254753119251,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3611","OTU859",81.1195509060285,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3727","OTU975",80.9565668685453,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2242","OTU3611",80.7441093414907,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3565","OTU814",80.6934304421215,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"82","OTU1083",80.5432807804032,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"95","OTU1097",80.1967838501894,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Corticiales","UNKNOWN","UNKNOWN","UNKNOWN"
"287","OTU1298",80.0895453803358,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3044","OTU471",80.0830792970574,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","UNKNOWN","UNKNOWN","UNKNOWN"
"3620","OTU869",80.0661742665253,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1235","OTU238",79.9165895803061,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"696","OTU175",79.8616873201665,"d:Fungi","p:Basidiomycota","c:Atractiellomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2223","OTU3580",79.8450816735248,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"1653","OTU2877",79.8073469028277,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"55","OTU1057",79.7142974119895,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1262","OTU241",79.6398550502168,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"590","OTU1634",79.6160291464396,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Claroideoglomeraceae","g:Claroideoglomus","UNKNOWN"
"1209","OTU2352",79.5456784194183,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2666","OTU4200",79.4218256271743,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3740","OTU988",79.2924336476783,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Chaetomiaceae","g:Zopfiella","UNKNOWN"
"3714","OTU962",79.2079839701416,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3677","OTU927",79.0989113917404,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","UNKNOWN","UNKNOWN","UNKNOWN"
"2765","OTU434",79.0540266046531,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3729","OTU977",78.8104032491939,"d:Fungi","p:Ascomycota","c:Saccharomycetes","o:Saccharomycetales","f:Dipodascaceae","g:Dipodascus","s:Dipodascus_geotrichum_SH180667.07FU"
"3722","OTU970",78.7396694753756,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1265","OTU2417",78.6881892699935,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"356","OTU1380",78.6682276139534,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"351","OTU1375",78.6200336360092,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"952","OTU205",78.5405558528816,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3557","OTU805",78.5146786899221,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","f:Thermoascaceae","g:Byssochlamys","UNKNOWN"
"3231","OTU498",78.4023234176937,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3372","OTU626",78.3509079646772,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2788","OTU4376",78.335801874495,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Crepidotaceae","g:Crepidotus","UNKNOWN"
"512","OTU1551",78.2706183223804,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"756","OTU1823",78.2369979129507,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3661","OTU909",78.2139939023334,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1259","OTU2406",78.1754885363648,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2840","OTU4440",78.1574677072928,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","g:Dominikia","UNKNOWN"
"3641","OTU891",78.0095134222679,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"369","OTU1397",77.9310538984004,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1103","OTU2231",77.8919301732349,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Diversisporales","f:Diversisporaceae","g:Redeckera","s:Redeckera_megalocarpum_SH182068.07FU"
"2838","OTU4439",77.8822042853666,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","g:Preussia","UNKNOWN"
"3292","OTU552",77.7994534317677,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Botryosphaeriales","UNKNOWN","UNKNOWN","UNKNOWN"
"1967","OTU3265",77.6985916647952,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2379","OTU3790",77.6328395223969,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"2781","OTU4360",77.5981019385984,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"444","OTU1477",77.5099676441149,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Capnodiales","UNKNOWN","UNKNOWN","UNKNOWN"
"2831","OTU4430",77.4227851822511,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Tulostoma","UNKNOWN"
"1767","OTU301",77.227591101437,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2353","OTU3754",77.2111116564867,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"909","OTU2000",77.1164521599986,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","UNKNOWN","UNKNOWN","UNKNOWN"
"302","OTU1315",77.0307256435158,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2730","OTU4294",76.9559522693876,"d:Fungi","p:Mucoromycota","c:Mucoromycetes","o:Mucorales","f:Rhizopodaceae","g:Rhizopus","UNKNOWN"
"3541","OTU790",76.8451992886047,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Tremellales","f:Bulleribasidiaceae","g:Dioszegia","UNKNOWN"
"422","OTU1450",76.826674728575,"d:Fungi","p:Basidiomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1637","OTU286",76.6831627811193,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","UNKNOWN","UNKNOWN","UNKNOWN"
"2669","OTU421",76.6265292195531,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3268","OTU529",76.3946620198406,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Tulasnellaceae","UNKNOWN","UNKNOWN"
"3470","OTU721",76.2627428560962,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"3003","OTU4664",76.1258014845706,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","g:Sporormia","UNKNOWN"
"24","OTU1023",76.1079813041357,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"3748","OTU996",76.0648184571017,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2780","OTU436",75.7544129195419,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Ceratobasidiaceae","UNKNOWN","UNKNOWN"
"85","OTU1087",75.7156158332079,"d:Fungi","p:Mucoromycota","c:Mucoromycetes","o:Mucorales","f:Mucoraceae","g:Mucor","s:Mucor_racemosus_SH185779.07FU"
"3276","OTU537",75.5121076680538,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3674","OTU923",75.4896978425038,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"823","OTU190",75.4207931688812,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Xylariales","f:Xylariaceae","UNKNOWN","UNKNOWN"
"3627","OTU876",75.3285407601772,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1025","OTU214",74.9893870327082,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Stephanosporaceae","UNKNOWN","UNKNOWN"
"1509","OTU270",74.8118254169931,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"3531","OTU781",74.7344205780868,"d:Fungi","p:Basidiomycota","c:Malasseziomycetes","o:Malasseziales","UNKNOWN","UNKNOWN","UNKNOWN"
"2732","OTU4299",74.712453154929,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Ceratobasidiaceae","g:Thanatephorus","s:Thanatephorus_cucumeris_SH218665.07FU"
"2190","OTU3543",74.235058973664,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"3447","OTU700",74.1616988747201,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"264","OTU1272",74.1381756450622,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"216","OTU1225",74.1361116722989,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Tremellales","UNKNOWN","UNKNOWN","UNKNOWN"
"74","OTU1075",73.9856781705067,"d:Fungi","p:Mucoromycota","c:Mucoromycetes","o:Mucorales","f:Mucoraceae","g:Mucor","UNKNOWN"
"3125","OTU484",73.8201017382452,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3515","OTU764",73.7630129240645,"d:Fungi","p:Basidiomycota","c:Tremellomycetes","o:Cystofilobasidiales","f:Cystofilobasidiaceae","g:Cystofilobasidium","UNKNOWN"
"3113","OTU482",73.7249745266757,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3312","OTU570",73.6472631004184,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"1227","OTU2372",73.5562044162195,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"320","OTU134",73.4343615963102,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Onygenales","f:Onygenaceae","g:Amauroascus","UNKNOWN"
"284","OTU1292",73.3349862922132,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3489","OTU739",73.2648615732909,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Hypocreales","f:Hypocreaceae","g:Trichoderma","UNKNOWN"
"258","OTU1267",73.2197508498828,"d:Fungi","p:Ascomycota","c:Sordariomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"18","OTU1017",73.0316445778599,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3730","OTU978",72.8932997359993,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"491","OTU1529",72.7817437446752,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"2947","OTU4582",72.7409955042718,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3294","OTU554",72.5980913883309,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","UNKNOWN","UNKNOWN","UNKNOWN"
"3323","OTU580",72.5726835028585,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2883","OTU4493",72.5523066217419,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Lentitheciaceae","g:Keissleriella","UNKNOWN"
"3408","OTU660",72.472192901249,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Entolomataceae","g:Clitopilus","UNKNOWN"
"3379","OTU632",72.4686565995569,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Capnodiales","f:Mycosphaerellaceae","UNKNOWN","UNKNOWN"
"1898","OTU3179",72.4296152789848,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Claroideoglomeraceae","g:Claroideoglomus","s:Claroideoglomus_drummondii_SH525644.07FU"
"3110","OTU4816",72.3993043448314,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Lentitheciaceae","g:Darksidea","s:Darksidea_alpha_SH523871.07FU"
"3485","OTU735",72.3626336548803,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Tulasnellaceae","UNKNOWN","UNKNOWN"
"2317","OTU3702",72.3027208833763,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"1646","OTU287",71.9123716369473,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"109","OTU111",71.7596783132867,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Polyporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2850","OTU4451",71.6555575443746,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3295","OTU555",71.5885791157741,"d:Fungi","p:Ascomycota","c:Leotiomycetes","o:Helotiales","f:Myxotrichaceae","g:Oidiodendron","UNKNOWN"
"257","OTU1266",71.5784320184183,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","UNKNOWN","UNKNOWN","UNKNOWN"
"352","OTU1376",71.4911587529948,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","UNKNOWN","UNKNOWN","UNKNOWN"
"267","OTU1275",71.4890712770064,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Chaetothyriales","f:Herpotrichiellaceae","UNKNOWN","UNKNOWN"
"5","OTU1003",71.4518748990646,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3597","OTU845",71.3980683393258,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"3402","OTU655",71.3900185840327,"d:Fungi","p:Mortierellomycota","c:Mortierellomycetes","o:Mortierellales","f:Mortierellaceae","g:Mortierella","UNKNOWN"
"3394","OTU648",71.0453719764498,"d:Fungi","p:Ascomycota","c:Dothideomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"203","OTU1212",71.0210581040106,"d:Fungi","p:Basidiomycota","c:Microbotryomycetes","o:Sporidiobolales","f:Sporidiobolaceae","g:Rhodotorula","UNKNOWN"
"128","OTU1128",70.994471950777,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2902","OTU4522",70.9943157228113,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","g:Rhizophagus","UNKNOWN"
"334","OTU1358",70.7063773247978,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"1079","OTU2202",70.6925187523026,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Corticiales","UNKNOWN","UNKNOWN","UNKNOWN"
"62","OTU1064",70.663205759616,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2863","OTU4464",70.6513705474013,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2180","OTU3531",70.6090518386882,"d:Fungi","p:Glomeromycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2898","OTU4519",70.5214020716006,"d:Fungi","p:Chytridiomycota","c:Spizellomycetes","o:Spizellomycetales","f:Powellomycetaceae","g:Powellomyces","UNKNOWN"
"3273","OTU533",70.4323783396809,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"3642","OTU892",70.3774228659339,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2705","OTU4267",70.2858290147835,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"3427","OTU680",70.1910253921905,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Chaetomiaceae","g:Humicola","UNKNOWN"
"2645","OTU417",70.1896770415019,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3405","OTU658",70.1413485348706,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"2538","OTU401",70.0486193286948,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Tulostoma","UNKNOWN"
"168","OTU1174",69.9341824877919,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"251","OTU1260",69.645381530032,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Phaeosphaeriaceae","g:Paraphoma","UNKNOWN"
"3461","OTU713",69.5115947985766,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","UNKNOWN","UNKNOWN","UNKNOWN"
"3703","OTU952",69.4048693045344,"d:Fungi","p:Basidiomycota","c:Ustilaginomycetes","o:Ustilaginales","f:Ustilaginaceae","UNKNOWN","UNKNOWN"
"2804","OTU4393",69.3929968796832,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Lasiosphaeriaceae","UNKNOWN","UNKNOWN"
"3705","OTU954",69.2529498274695,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2345","OTU3745",69.2518324052269,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Claroideoglomeraceae","g:Claroideoglomus","UNKNOWN"
"3226","OTU4975",69.0557879693813,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Corticiales","f:Corticiaceae","UNKNOWN","UNKNOWN"
"3534","OTU784",68.9241910315719,"d:Fungi","p:Ascomycota","c:Pezizomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3701","OTU950",68.8200194696581,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Teichosporaceae","g:Teichospora","UNKNOWN"
"1006","OTU2114",68.7934407132617,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3199","OTU4944",68.7329167296697,"d:Fungi","p:Glomeromycota","c:Glomeromycetes","o:Glomerales","f:Glomeraceae","UNKNOWN","UNKNOWN"
"312","OTU1328",68.6228881300434,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"2581","OTU408",68.583984015607,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Sordariales_fam_Incertae_sedis","g:Monosporascus","UNKNOWN"
"70","OTU1071",68.5738263720179,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3298","OTU558",68.4620374903997,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Pleosporaceae","UNKNOWN","UNKNOWN"
"983","OTU209",68.4187328540254,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Agaricales","f:Agaricaceae","g:Tulostoma","UNKNOWN"
"3467","OTU719",68.4000866795525,"d:Fungi","p:Ascomycota","c:Orbiliomycetes","o:Orbiliales","UNKNOWN","UNKNOWN","UNKNOWN"
"2787","OTU4373",68.1781150071353,"d:Fungi","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"366","OTU1392",68.0988096491538,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"992","OTU210",68.0806027727411,"d:Fungi","p:Ascomycota","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3212","OTU496",68.0075131189235,"d:Fungi","p:Ascomycota","c:Sordariomycetes","o:Sordariales","f:Chaetomiaceae","g:Chaetomium","s:Chaetomium_iranianum_SH195329.07FU"
"3681","OTU930",67.9438681623279,"d:Fungi","p:Ascomycota","c:Eurotiomycetes","o:Eurotiales","UNKNOWN","UNKNOWN","UNKNOWN"
"1169","OTU2307",67.8594845353345,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"
"3697","OTU947",67.7609764621219,"d:Fungi","p:Basidiomycota","c:Agaricomycetes","o:Cantharellales","f:Ceratobasidiaceae","UNKNOWN","UNKNOWN"
"3718","OTU967",67.6845373182181,"d:Fungi","p:Mortierellomycota","c:Mortierellomycetes","o:Mortierellales","UNKNOWN","UNKNOWN","UNKNOWN"
"3588","OTU837",67.6124885823107,"d:Fungi","p:Ascomycota","c:Dothideomycetes","o:Pleosporales","f:Sporormiaceae","g:Westerdykella","UNKNOWN"
